編號,來源,漢字
2365,,正手爿大某先夾一下，倒手爿換細姨。
2366,,「一人一雙箸，欲夾無仝味」。
2367,,哪會遮歹夾？
2368,,你青菜夾傷少喔！
2369,,指頭仔展開通夾物。
2370,,夾兩粒仔塗豆罔配。
2371,,阿妗一直夾好料的予我食。
2372,,夾一屑仔就好矣！
2373,,恁火夾仔按怎賣？
2374,,鐵夾仔一支八十，三支兩百。
2375,,按呢鐵夾仔我買三支。
2376,,頭家你內行--的，阮鐵夾仔足好夾--的，閣耐操。
2377,,櫥仔底有兩支虎頭夾仔，你kā我提來好無？
2378,"莢,gereh(白)/弓蕉 kirn-tsio",佗一莢內底有兩粒塗豆。
2379,,眼前一片青gìn-gìn的荷蘭豆莢。
2380,,這塗豆莢哪會總塗？佗位買--的？
2381,,透早弓蕉我有食兩莢。
2382,,荷蘭豆仔遐貴！買一百箍無幾莢。
2383,,若變做一莢一莢豆莢的時，會予人挽甲腰痠背疼，哭毋敢。
2384,,早時飼三莢弓蕉，暗時飼四莢弓蕉。
2385,,這內底有十莢皇帝豆豆莢，會當食兩个人。
2386,,食老記持䆀，我看著灶跤彼幾莢塗豆莢，才想著我本底欲𤉙塗豆仁湯。
2387,,這莢皇帝豆就猶未紅，你哪共人挽挽落來。
2388,,若見著一兩莢仔黃矣，就會𤆬我去遏。
2389,,敢會當請你教我擘塗豆莢仔？
2390,,我塗豆莢仔無啥會曉擘。
2391,,莢仔擘開，內底豆仔飽仁飽仁。
2392,,市仔遐有咧賣煠好的塗豆莢仔，你若欲食我等咧出門來共你買。
2393,"莢,kereh(白)/弓蕉 kirn-tsio",八月八就是牽豆藤挽豆莢。
2394,,佗一莢較好擘？
2395,,以早塗豆莢內底兩粒塗豆仁的較濟，所以才改名做「雙仁潤」。
2396,,皇帝豆買有豆莢的，較會囥得。
2397,,弓蕉欲紅--矣，割六莢予你好無？
2398,,這在欉紅--的，十二莢弓蕉干焦七莢紅--矣。
2399,,遮有三莢弓蕉，遐有六莢弓蕉，攏總九莢弓蕉。
2400,,冰箱閣賰幾莢皇帝豆？你共擘擘--咧，我來𤉙肉骨。
2401,,這七莢皇帝豆莢冰欲三禮拜矣，我看內底皇帝豆嘛爛爛去矣。
2402,,這幾莢塗豆是我專工買來予阿媽食--的，老歲仔愛食煠的。
2403,,這塗豆莢仔是生--的，抑是炒好--的？
2404,,你臆這黃豆莢仔內底有幾粒豆仔？
2405,,你是無食過塗豆諾，塗豆莢仔對頭遮捏lueh就開--開--矣。
2406,,黃豆莢仔會同齊紅，會當做伙挽，綠豆莢仔袂同齊，挽就愛較工夫，做幾若改挽。
2407,,皇帝豆莢仔扁扁，欲擘就對頭遮絲較好擘。
2408,"𤲍,khereh",看鬧熱的人相挨相𤲍。
2409,,今仔日的火車實在有夠𤲍。
2410,,𤲍一下哪有要緊啦！
2411,,去踅夜市仔的時陣，人足濟、行路閣會相挨𤲍。
2412,,阮兩人對埕尾𤲍入來。
2413,,你哪會遐愛𤲍燒？
2414,,這時跤手較猛掠的人已經搶著紅包矣，挨挨𤲍𤲍的手裡嘛攏有承麻糍的家私。
2415,,街仔路是人𤲍人，跤疊跤，偌爾鬧熱咧。
2416,,一陣橫霸霸的人𤲍佇門跤口，
2417,,一頂眠床無法度閣予恁三个姊妹仔𤲍做伙，
2418,"慼,tshereh(白)",阿母慼罔慼，罵罔罵，嘛是掛心伊趕袂著車。
2419,,彼个人死趖死趖，看著足慼的。
2420,,𪜶看冊是白紙寫烏字，愈看愈慼。
2421,,到我較大漢了後，才會當體會出阮阿母的委屈佮怨慼。
2422,,阿公閣來講，阿爸這改起慼共應。
2423,,我做甲流汗，猶閣予人嫌甲流瀾，有夠慼心啦！
2424,,伊怨慼真歹命，無通好好仔讀冊。
2425,,我足慼伊的。
2426,,過去狗仔佇阮兜攏活袂久，無就是各種無仝的理由會離開，阿爸閣對狗仔慼甲毋móo講。
2427,,細漢的時，阮遮的囡仔上慼過新曆年。
2428,"笠,lere̍h(白)",瓜笠遮日影，猶是大粒汗。
2429,,頭戴著一頂草笠敧敧。
2430,,牽豬哥的攏是頭戴瓜笠，手攑竹箠。
2431,,阿姊你瓜笠佗位買--的？
2432,,今仔日日頭真猛，出門愛會記得戴草笠。
2433,,笠丙牌擋袂牢冰枝，予你食甲冷吱吱！
2434,,欲買愛認明，盒仔蓋外口有一个圓箍仔內底寫一字 笠 字的，才是咱笠綿牌，笠綿牌愛肝寶！
2435,,「笠仁牌顧心丸」是二十一世紀上新研發，欲買請到各大電台指定藥房。
2436,,猶毋過 笠心 伊完全袂記得這層代誌矣。
2437,,笠吉 來矣！
2438,,七歲的時著愛鬥做瓜笠仔佮厝內的工課。
2439,,三不五時嘛兼做大甲笠仔。
2440,,蘆洲佮三峽這箍笠仔攏有伊的跤跡。
2441,,你昨昏暗毋是替三叔公仔將予風吹去的草笠仔抾倒轉來？
2442,,阮瓜笠仔閘日兼擋風，頭家參考看覓。
2443,"狹,ere̍h(白)",袂曉駛船嫌溪狹。
2444,,這領衫手䘼傷狹，我的手囊袂入去。
2445,,這个所在誠狹，無法度轉踅，你轉踅的時陣著細膩。
2446,,身短喙闊，毛少面狹。
2447,,這个手術用來治療較狹抑是窒去的血筋。
2448,,這條巷仔看都細細狹狹，二十噸的拖車竟然駛會得過。
2449,,用刀喙共𠕇硞硞閣狹䈄的甘蔗頭剁掉。
2450,,見擺看著阮這陣囡仔疕𤲍佇狹櫼櫼的店內，伊攏喙笑目笑問阮欲買啥物？
2451,,稅的所在狹櫼櫼，欲囥我的物件閣囥貓的家伙。
2452,,等阮駛車駛到阿媽兜頭前門一條狹巷仔的時，越頭煞看著阿媽攑雨傘咧等阮。
2453,"挾,gere̍h(白)",皮包仔挾--咧，較袂hông搶。
2454,,關門時ài細膩，毋通kā囡仔挾--著。
2455,,我猶毋是刁工的，一時無注意，毋是刁工kā你挾--的。
2456,,伊指頭仔透早hōo in囝挾--著，到今閣腫歪歪。
2457,,你是hông挾--著--諾？指頭仔哪會遐腫？
2458,,我去予電梯門挾佇中央。
2459,,伊下早仔去予屜仔挾著尾二指，這馬閣猶未消。
2460,,老人面皮抾襇，會挾死胡蠅。
2461,,挾佇中央山脈佮海岸山脈中央向南北延續。
2462,,你手一改會當挾幾本冊？
2463,"瞌,khereh",死目毋願瞌。 
2464,,伊已經忝甲目睭皮強強欲瞌去。
2465,,目睭綴哼的聲尾自然仔自然瞌起來，
2466,,一直到你目睭欲瞌矣，猶閣咧唸。
2467,,阮兄妹仔三个人，就佇阿爸目睭瞌落去的時，一直拚性命唸佛。
2468,,你目睭瞌瞌毋免驚啦！
2469,,較忍耐咧啦！目睭放瞌瞌啦！
2470,,目睭瞌瞌就是死翹翹矣！
2471,,阿光目睭瞌瞌，被仔蓋咧，共逐家講：「暗安！」
2472,,只好目睭激瞌瞌，大下共吞落去腹肚底。
2473,"楔, sereh",年歲有矣，喙齒縫愈來愈櫳，食物件定定楔咧，真礙虐。 
2474,,紅包大的、細的衫紽楔，講阮後日仔會𠢕讀冊。
2475,,你替我共物件楔入去。
2476,,衫勞煩你共我楔lueh。
2477,,錢毋通烏白楔--啦。
2478,,伊提錢欲共警察楔空，警察顛倒共罰較濟錢。 
2479,,你遮的錢，閣無夠我楔手縫。 
2480,,愈落伍的國家，楔後手的現象愈普遍。 
2481,,一人才分一疕仔，連楔喙齒縫都無夠。 
2482,,對窗仔縫楔物件入去。
2483,"齧, khereh",想袂到𪜶咧食的竟然是泡麵佮一罐「保力達P」，泡麵閣是用齧的。
2484,,學塗水的工夫愛甘蔗隨目齧，先對小工做起，才來做二手。
2485,,我是頭殼𠞩落來齧嘛愛積一句話來應伊的。
2486,,肉欲予人食，骨頭毋予人齧。
2487,,毋過囡仔喙齒嘛真利，較硬嘛共伊齧落去。
2488,,狗仔齧骨頭。 
2489,,想欲食西瓜，齧規晡齧著皮。
2490,,普通人食紅蟳誠愛齧蟳仔管。
2491,,這个人才喝破產爾，這陣是甘蔗粕，齧無汁。
2492,,哎喲！烘甲𠕇硞硞的豬耳仔，是欲叫我這个老歲仔的牙槽齧予歪去喔！
2493,"雪,serh(白)",有人講落雪的景緻真媠，我想欲去看覓。
2494,,臺灣較懸的山頂寒天會落雪。 
2495,,只要有辦法予空氣內底的水氣堅凍，攏嘛會當製造出咱欲愛的雪。
2496,,規个冬天攏無振動，除去大雪積車道，才有罕罕仔的大勞動。
2497,,彼个酒客就共雪對我的面擲過來。
2498,,順花芳行到玉蘭花的樹欉，滿滿是白雪雪的玉蘭花。
2499,,閣佇遮爾幽靜的雪中散步。
2500,,佇北國拄著人生的第一場雪，閣佇遮爾幽靜的雪中散步。
2501,,一齣美麗閣雪白的無聲電影！
2502,,雪人我做好矣，你緊看。
2503,"說,serh(白)",無聲無說共兩包鹹餅囥佇遊民的跤踏車椅苴仔頂。
2504,,啥人會當共我解說一下？
2505,,有時大聲叫，有時輕聲說。
2506,,這句俗語欲按怎解說？
2507,,真正是替咱的阮的節目落誠好的這个解說。
2508,,猶是愛共你說多謝。
2509,,啊緊欲愛共董事長說謝咧講！
2510,,我毋知欲按怎共你說謝。
2511,,先為逐家說明啥物是心臟亂跳佮診斷的方式。
2512,,查某的就會解說講乎這我契認的阿兄啦。
2513,"郭,kerh(白)",是郭--家祖先對唐山請來的老王。
2514,,嘛有余郭張三字姓連做伙閣加兩字名的。
2515,,啊這个姓郭的朋友死了乎，有留偌濟財產咧？
2516,,嚴君郭 伊竟然願意去補習呢！
2517,,閣再講 泉郭 伊嘛毋是歹囡仔啊。
2518,,隔壁郭--的真孤佬，車一下仔to̍h bua̋i予人停。
2519,,牢佇漁網內的吳郭魚一直跳。
2520,,人伊這馬是郭夫人，毋是舞女啦。
2521,,咱嘛無法度佮郭台銘來比。
2522,,中元節的傳統對當時的「張頭許尾」，到這馬的「張頭郭尾」，傳承到今攏毋捌斷過。
2523,,逐家干焦知影西羅殿的郭聖王。
2524,,郭仔家仁！好膽你就閣講一改！
2525,,我才無欲插彼箍郭仔盈潔咧。
2526,,頭家，阮這馬賰吳郭仔爾爾。
2527,,阮沓沓仔共漁網仔拖起來，牢佇漁網內的吳郭仔一直跳、一直跳，共阮的衫仔褲噴甲澹糊糊。
2528,,咱台灣猶閣有外來的水生動物咧危害，親像講金寶螺佮吳郭仔。
2529,"缺,kherh(白)",守護土地、環境佮看顧有欠缺的。
2530,,佇附近的藥廠允一个包裝的缺。
2531,,就漸漸欠缺厝內團圓聚會的氣氛，變成社會的嘉年華。
2532,,會用得講是一个無欠缺的幸福時代。
2533,,聽人講拚糞埽有缺，欲招考新人。
2534,,臺灣一向欠缺全面規劃、多元視野的語言文化政策。
2535,,上特殊的是一个二十外歲，欠跤缺手的查某囡仔。
2536,,咱遮的確是萬項攏有缺陷的世界。
2537,,偷拈偷捻一世人缺欠，你就是偷提人的番薯，你就是偷提人的番薯。
2538,,少缺人鬥假喙齒，人物件嘛是照常食。
2539,"月,ge̍rh(白)",請你閣予我寬限一個月，時到我一定會共錢還你。 
2540,,阮孫仔後個月欲娶，阮阿嫂足歡喜的。 
2541,,已經幾若個月矣攏揣無頭路，心情誠鬱卒！ 
2542,,舊曆十二月，芥菜大出。 
2543,,頂個月月經無來洗。 
2544,,噯！到月底又閣無錢矣！ 
2545,,我限你一月日以內，共欠的錢還了。 
2546,,下昏暗月娘真光。 
2547,,月內人莫去沐水。
2548,,日月潭的景色袂䆀，有閒咱來去行行咧。 
2549,,伊有夠𠢕，來到阮公司頭一個月仔爾爾，就共同事名攏總記牢牢。
2550,,害矣啦！我袂記得五月仔愛報稅，等咧我請假去國稅局敢會用得？
2551,,阮大庄遐五六月仔葡萄大出，時到寄一箱予你食看覓。
2552,,舊年八月仔阮玉里遐祭典lua̋鬧熱咧。
2553,,阮公司逐個月猶未初十，攏會提早發月仔錢。
2554,"襪,be̍rh(白)",穿裙愛穿絲仔襪。 
2555,,這雙是鞋，彼雙是襪。
2556,,寒天出門愛穿鞋佮襪。
2557,,襪會吸汗，穿襪跤較袂臭。
2558,,阿襪，你欲去佗位？
2559,,哎啊，是 襪春 佮 襪南 呢！
2560,,啊！冊昨昏煞袂記予 襪為 紮去，koh留佇厝內，我愛趕緊予 襪為 紮去才會用得，
2561,,蔣襪列 予我有幸福的感覺。
2562,,你是 連襪圳 是毋？
2563,,襪河 伊是想欲挃硩年啦！
2564,,阮兩个人的襪仔內底攏貯半塊餅。
2565,,襪仔內底逐年攏有貯一寡小小的禮物。
2566,,這內衫遮破，閣有襪仔的色水嘛無仝款，欲予啥人穿啊。
2567,,伊就定定買寡褲襪仔，擲予遐的姑娘仔去搶。
2568,,成衣、織襪仔、縮帶工廠，規庄頭攏有，予人呵咾講是「襪仔王國」。
2569,"踅,se̍rh(白)",看阮欲𤆬伊去佗位lōng-lōng踅攏好。
2570,,害我無閒甲戇戇踅。
2571,,自古以來無暝無日綴地球的跤步踅啊踅。
2572,,飛佇草仔埔頂直直踅。
2573,,咱來去苦苓林罔踅，欲去無？
2574,,踅夜市仔有食閣有掠。
2575,,踅踅踅，矮仔冬瓜，踅來踅去變阿西。
2576,,踅一个角就有聽見人咧喝：「少年的，內底坐喔！」
2577,,咱會當去踅「韓國街」。
2578,,伸勼的機械會踅一輾來翕相，就親像電腦斷層仝款。
2579,"絕,tse̍rh(白)",講伊是「鉸刀爿」、「鐵掃帚」，閣講伊䆀甲死絕，連細漢嬰仔看著伊就會驚甲疶青屎。
2580,,啊伊講 忠絕 為著咱 A-terh 去予人剃光頭，
2581,,你是 蔡油絕 是毋？
2582,,我就也有想過#翠翠#這个查某囡仔伊人真好心，這應該毋是伊做的。
2583,,陳冷絕 予附身彼是誠四常的啊！
2584,,聯合國嘛已經認定臺灣本土母語「瀕臨絕種」！
2585,,臺灣土狗仔佇無保育的狀況之下，佮外來的狗種透濫去，純種的本土狗煞成做強欲絕種矣。
2586,,這種竹仔早就絕種去矣。
2587,,影片按呢放送予阮著驚的絕種危機。
2588,,「瀕臨絕種語言」就是少年人已經無閣再學習、無閣再使用的語言。
2589,"啄,terh",請問這字敢唸做「啄」？
2590,,我今仔日tī冊內底看著「啄」這字。
2591,,冠啄 真正足𠢕的呢！
2592,,無人會閣再相信 秋啄 矣啦！
2593,,沈金啄是戇大呆！
2594,,恁緊來看，鳥仔囝咧啄蛀（terh-tsiù）！
2595,,阿啄嬸tsa̋ng捾幾若椏龍眼來予我食。
2596,,咱肯啄牌超級 phiàn-tsih 有五十冬保固，毋驚揣無人修。
2597,,趙勇啄，多謝你。
2598,,啄柿新科技保證大碗閣滿墘，買lueh就著矣。
2599,呃  erh,嬰仔奶食了，愛尻脊骿共伊搭搭咧予伊拍呃。
2600,,食九層塔拍呃會有䆀味。
2601,,伊未曾食飽就咧吐呃。
2602,,有影無！你敢毋捌聽伊咧飽呃？
2603,,你呼屎呃真歹聽呢，去別位啦！
2604,,胸坎不時慒慒、悶悶，空心枵枵的時閣會呃刺酸。
2605,,阿叔飽呃聲有夠大聲，逐改攏害我掣一趒。
2606,,予醫生看才知，阿公咳嗽是因為伊呃刺酸。
2607,,你食煙腸敆蒜頭諾？規台車攏你拍呃蒜頭味。
2608,,拍呃味臭moo-moo，你拄才食啥？
2609,,你哪會直直拍呃仔，敢是食傷飽？
2610,,我見擺食糙米，攏穩當會膨風閣拍呃仔。
2611,,我拄仔拍呃仔了後，腹肚有較爽快。
2612,,若直直呼呃仔，禁氣敢會較好？
2613,,好佳哉逐家因為肺炎攏有掛喙ōm，較袂鼻著人呼呃仔味。
2614,蔭呃　ìm-e̍rh,你敢會當較噤咧，看你不時蔭呃、呃刺酸我真毋甘。
2615,,自過年食菜到今，我毋捌蔭呃呢。
2616,,下晝食虱目仔，蔭呃全全魚臊味。
2617,,聽講三不五時蔭呃代表胃有各樣，有閒去予醫生看。
2618,,哼！恁囝食奶敢to̍h袂蔭呃？
2619,,阿姑蔭呃聲誠大聲，袂輸霆雷公咧。
2620,,我上驚聽伊蔭呃，蔭呃聲lua̋恐怖。
2621,,上慼伊逐改攏食蒜頭，全全伊蔭呃味。
2622,,你講彼bàng-gah話，蔭呃哪有可能無蔭呃味。
2623,呃 irh,我胃慒慒閣拍呃，人真艱苦。
2624,,我飽矣，閣食等咧閣直直拍呃。
2625,,你會吐呃就是因為你無噤食傷濟啦。
2626,,伊逐工三杯豆奶，攏無khuàinn伊吐呃！
2627,,你啉茶米茶嘛會呼屎呃諾？
2628,,胃無好會呃刺酸。
2629,,呃刺酸予醫生看幾若攏無效，尾仔照胃鏡才知有潰瘍。
2630,,是tsiâ？吐呃聲遮大聲。
2631,,無矣，吐呃聲我無聽eh。
2632,,我拍呃味有牛奶味。
2633,,人就胃䆀𠢕拍呃仔啦。
2634,,伊食一喙飯爾爾就咧呼呃仔。
2635,,拄坐落來就呼呃仔，你拄才敢有食四秀仔？
2636,,失禮，我拍呃仔聲共你吵著。
2637,,你透早食著啥？拍呃仔味真歹味。
2638,,食甜閣搬動，害我腹肚無爽快拍呃仔。
2639,"欲, berh",阿伯這你敢欲？
2640,,我欲--啦！
2641,,飯包A-serm伊敢有講欲？
2642,,閣開一萬箍我嘛欲。
2643,,阮講阮兩項攏欲。
2644,,這嘛欲，彼嘛欲，你是欲偌濟！
2645,"恩,irn(文)",你一點仔都毋知著感恩。
2646,,咱若做一擺忘恩背義的代誌，後擺就無人敢佮咱做朋友矣。
2647,,這對翁仔某一直是恩恩愛愛，真不幸某煞來過身。
2648,,毋通「船過水無痕，受恩毋免論」。
2649,,救命之恩來日報答。
2650,,伊的恩情咱只有等到後世人才閣還矣。
2651,,𪜶兩个翁仔某誠恩愛。
2652,,我相信恩師是冤枉的。
2653,,恩公啊！
2654,,二人恩怨總來窮。
2655,"殷,irn(文)",初殷 伊竟然願意去補習呢
2656,,閣再講 邱雄殷 嘛毋是歹囡仔啊，
2657,,這台去予 邱雄殷 摃害的電視，來共拭予清氣，
2658,,我上佮意 徐煎殷 矣。
2659,,徐煎殷 真正是足過份的。
2660,,海上殷紅日，雲間描白龍。
2661,,咱殷想牌葉黃素欲用愛注意，請一工食三頓，一改食三粒
2662,,阮殷夕科技公司經過十冬精心研究，一項超時代科技的產品：殷夕牌崁頭崁面安全帽。
2663,,潘殷網無親像是會講白賊的人呢！
2664,,我毋是 羅殷種，你電話敲毋著矣。
2665,"銀,gîrn",好心的頭家！十箍銀來分我好無？
2666,,一箍銀都毋肯寄付。
2667,,食老嘛著儉寡錢銀。
2668,,前擴金，後擴銀。
2669,,白鑠鑠的龍銀，啥物人看著袂佮意？
2670,,袋仔內反一寡銀角仔出來。
2671,,伊佇彼間銀行有一个口座。
2672,,伊真久無納貸款，厝煞予銀行估去。
2673,,伊心狂火熱，趕欲赴銀行三點半。
2674,,銀行共這間工廠的錢根抽轉去。
2675,,阿仁仔真攝屎，才幾箍銀仔爾爾都毋甘出。
2676,,通好提幾千銀仔予人。
2677,,提五萬箍銀仔來咧啦，
2678,,一日嘛通趁五六十箍銀仔！
2679,,我月底身軀頂攏賰無偌濟銀仔。
2680,"芹,khîrn",我看乎一定會予 學芹 活活共變死啦。
2681,,阿芹轉來矣！
2682,,攏是 迎芹 伊烏白亂講啦！
2683,,喂！曹顯芹！你咧創啥？
2684,,鄭芳芹 猶閣咧陷眠啦。
2685,,墨賊仔炒芹菜真好食。
2686,,較幼的芹菜價數較好，
2687,,寒人種菜頭、芥菜、芹菜、蒜仔；
2688,,這芹菜葉仔洗洗剁剁咧。
2689,,下昏暗的番芹菜哪會遮柯？
2690,"勤,khîrn",我是做夜勤的，日時會當歇睏。
2691,,兩年間伊攏全勤。
2692,,勤勤勤，不勤難為人上人。
2693,,勤勤儉儉，厝裡的錢就會愈儉愈濟。
2694,,警察出勤的時，身軀著安攝影機。
2695,,勤儉才有底。
2696,,𪜶後叔是一个勤儉的人。
2697,,伊一世人勤儉，食老日子才會遮好過。
2698,,國王勤政愛民，皇后嘛誠受逐家歡迎。
2699,,勤儉抾拾的習慣袂使無。
2700,"恨,hīrn(文)",伊真𠢕抾恨，你盡量莫得失伊。
2701,,伊毋但無抾恨，反倒轉閣來共咱鬥相共。
2702,,伊真好量，人對伊歹聲嗽，伊嘛袂抾恨。
2703,,我恨--你。
2704,,用「拚陣頭代替拍破頭」來化解仇恨。
2705,,你會怨恨恁阿爸袂？
2706,,命底天註定，恨命莫怨天。
2707,,毋通恨阮無情義。
2708,,可恨男性愛採花害阮遮狼狽。
2709,,我開始怨恨阿爸。
2710,"允,írn",按呢喔我允--你。
2711,,穡頭愈允愈齊勻。
2712,,允--人了後伊就來到現場。
2713,,我都允--人矣，袂使反悔。
2714,,阿姊上尾有允--我。
2715,,是啥人允你這件代誌的？
2716,,我會用得去公家允一个較好的頭路。
2717,,無我的允准，你袂使來阮兜。
2718,,伊揣誠久才去允著磚仔窯的頭路。
2719,,佇附近的藥廠允一个包裝的缺。
2720,"癮,írn",劉火癮，你無要緊乎？
2721,,邱圓癮 伊已經佮我鬥陣落來地獄矣？
2722,,鴦癮 雖然是一个庄跤查某囡仔，毋過真捌禮數。
2723,,彭凶癮 伊這馬看袂著魔神仔矣啦！
2724,,恁 印癮 只有對算盤歸零這个部份有興趣爾爾！
2725,,「好癮牌bo̍k-sìn-gù手套」各大體育用品社攏有咧賣……
2726,,癮秧公司救難救苦，這馬出好藥！
2727,,陳癮屏 伊哪會無佮你鬥陣轉來？
2728,,黃癮年 猶閣是紅嬰仔啦，你共拍是欲創啥啦！
2729,,你毋是定定對恁兜 癮竹 做這款代誌啊？
2730,"昀,îrn",親昀、燭昀，多謝恁救我。
2731,,趙龍昀你誠害呢！
