Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
0902-Dia020.wav,別人毋去挵，,"Pa̍t-lâng m̄ khì lòng,",,
0902-Dia020.wav,啊干焦欲來挵我，,"ah kan-na beh lâi lòng --guá,",,
0902-Dia021.wav,唅？,hannh?,,
0902-Dia021.wav,第五 擺矣呢，,"Tē-gōo  pái --ah --nih,",,
0902-Dia022.wav,啊你哪會別位仔毋行，,"ah lí ná ē pa̍t-uī-á m̄ kiânn,",,
0902-Dia022.wav,偏偏仔欲行我遮？,phian-phian-á beh kiânn guá tsia?,,
0902-Dia023.wav,路是公家的，,"Lōo sī kong-ka --ê,",,
0902-Dia023.wav,我怎樣袂用得行咧？,guá tsánn-iūnn bē-īng-eh kiânn --leh?,,
0902-Dia024.wav,Eh，,"Eh,",,
0902-Dia024.wav,啊，,"ah,",,
0902-Dia024.wav,媽，,"Má,",,
0902-Dia024.wav,有啦！,Ū --lah!,,
0902-Dia024.wav,媽，,"Má,",,
0902-Dia025.wav,毋免加講話啦，,"M̄-bián ke kóng-uē --lah,",,
0902-Dia025.wav,麵粉賠來。,mī-hún puê --lâi.,,
0902-Dia026.wav,嘿嘿，,"Heh heh,",,
0902-Dia026.wav,洗衫仔錢共我提來。,sé-sann-á tsînn kā guá the̍h --lâi.,,
0902-Dia027.wav,痟狗，,"Siáu-káu,",,
0902-Dia027.wav,無愛插你。,bô ài tshap --lí.,,
0902-Dia028.wav,哼，,"Hngh,",,
0902-Dia028.wav,毋成貓，,"m̄-tsiânn-niau,",,
0902-Dia029.wav,哼，,"Hngh,",,
0902-Dia029.wav,啊。,ah.,,
0902-Dia029.wav,阿伯啊，,"A-peh --ah,",,
0902-Dia029.wav,緣投仔先有佇咧無？,iân-tâu-á-sian ū tī --eh --bô?,,
0902-Dia030.wav,嘿嘿，,"Heh heh,",,
0902-Dia030.wav,有啦！,ū --lah!,,
0902-Dia030.wav,喂恁遮痟貓啊，,"Eh lín tsia siáu-niau --ah,",,
0902-Dia030.wav,恁若食恁爸這支飽才共我恬去。,lín nā tsia̍h lín-pē tsit ki pá tsiah kā guá tiām--khì.,,
0902-Dia031.wav,這是大路，,"Tse sī tuā-lōo,",,
0902-Dia031.wav,你共阮拍怎樣？,lí kā gún phah tsuánn-iūnn?,,
0902-Dia032.wav,拍恁偷看阮厝內面啦。,Phah lín thau khuànn gún tshù lāi-bīn --lah.,,
0902-Dia033.wav,哼，,"Hngh,",,
0902-Dia033.wav,你若驚人看乎，,"lí nā kiann lâng khuànn --honnh,",,
0902-Dia034.wav,哼，,"Hngh,",,
0902-Dia034.wav,你若驚人看乎，,"lí nā kiann lâng khuànn --honnh,",,
0902-Dia034.wav,袂曉攏圍圍起來。,bē-hiáu lóng uî-uî --khí-lâi.,,
0902-Dia035.wav,石頭狗！,Tsio̍h-thâu káu!,,
0902-Dia036.wav,石頭狗！,Tsio̍h-thâu káu!,,
0902-Dia037.wav,欸，,"Eh,",,
0902-Dia037.wav,啊你才共我改名啦？,ah lí tsiah kā guá kái-miâ --lah?,,
0902-Dia037.wav,啊恁爸叫做 石  阿狗 啦！,Ah lín-pē kiò-tsuè  Tsio̍h   A-káu  --lah!,,
0902-Dia038.wav,干焦石頭狗啦！,Kan-na tsio̍h-thâu káu --lah!,,
0902-Dia039.wav,又閣石頭狗，,"Iū-koh tsio̍h-thâu káu,",,
0902-Dia039.wav,啊好，,"ah hó,",,
0902-Dia039.wav,好，,"Hó,",,
0902-Dia040.wav,哎喲，,"ai-iō,",,
0902-Dia040.wav,好，,"Hó,",,
0902-Dia041.wav,嘿嘿莫走啦！,heh heh mài tsáu --lah!,,
0902-Dia042.wav,好！,Hó!,,
0902-Dia042.wav,喂！,Eh!,,
0902-Dia042.wav,文德 ，,"Bûn-tik ,",,
0902-Dia042.wav,欲啦！,Beh --lah!,,
0902-Dia042.wav,媽！,Má!,,
0902-Dia042.wav,毋通哭，,"M̄-thang khàu,",,
0902-Dia042.wav,喂，,"Eh,",,
0902-Dia042.wav,是啦！,Sī --lah!,,
0902-Dia043.wav,好，,"Hó,",,
0902-Dia044.wav,好。,Hó.,,
0902-Dia044.wav,好。,Hó.,,
0902-Dia045.wav,開門喔！,Khui-mn̂g --ooh!,,
0902-Dia045.wav,開門喔！,Khui-mn̂g --ooh!,,
0902-Dia045.wav,開、哪會無關啊？,"Khui, ná ē bô kuinn --ah?",,
0902-Dia046.wav,有人佇咧無？,Ū lâng tī--leh --bô?,,
0902-Dia046.wav,有人佇咧無啊？,Ū lâng tī--leh --bô --ah?,,
0902-Dia047.wav,我來矣啦。,Guá lâi --ah --lah.,,
0902-Dia047.wav,啊你哪會到這馬才來啦？,Ah lí ná ē kàu tsit-má tsiah lâi --lah?,,
0902-Dia048.wav,啊你昨昏就叫我去買一寡料，,"Ah lí tsa-hng tiō kiò guá khì bé tsi̍t-kuá liāu,",,
0902-Dia048.wav,我去吩咐啦。,guá khì huan-hù --lah.,,
0902-Dia049.wav,喔。,Ooh.,,
0902-Dia049.wav,今欲修理佗位啊？,Tann beh siu-lí tó-uī --ah?,,
0902-Dia050.wav,啊你綴我來。,Ah lí tè guá lâi.,,
0902-Dia051.wav,好！,Hó!,,
0902-Dia051.wav,喂！,Eh!,,
0902-Dia051.wav,欲啦！,Beh --lah!,,
0902-Dia051.wav,媽！,Má!,,
0902-Dia051.wav,毋通哭，,"M̄-thang khàu,",,
0902-Dia051.wav,毋通哭，,"m̄-thang khàu,",,
0902-Dia051.wav,你欲閣嫁喔？,lí beh koh kè --ooh?,,
0902-Dia051.wav,是啦！,Sī --lah!,,
0902-Dia052.wav,Eh，,"Eh,",,
0902-Dia052.wav,喔，,"Ooh,",,
0902-Dia052.wav,Eh，,"Eh,",,
0902-Dia052.wav,乎，,"Honnh,",,
0902-Dia052.wav,轉來！,Tńg--lâi!,,
0902-Dia052.wav,喂！,Eh!,,
0902-Dia053.wav,喔！,ooh!,,
0902-Dia054.wav,欸，,"Eh,",,
0902-Dia054.wav,啊遮攏共釘釘起來。,ah tsia lóng kā tìng-tìng --khí-lâi.,,
0902-Dia055.wav,欸，,"Eh,",,
0902-Dia055.wav,啊遮攏共釘釘起來。,ah tsia lóng kā tìng-tìng --khí-lâi.,,
0902-Dia056.wav,喂！,Ueh!,,
0902-Dia056.wav,講！,Kóng!,,
0902-Dia056.wav,伊是。,i sī.,,
0902-Dia056.wav,恬去！,Tiām--khì!,,
0902-Dia056.wav,阿伯，,"A-peh,",,
0902-Dia057.wav,啊若毋拄好，,"Ah nā m̄-tú-hó,",,
0902-Dia057.wav,彼彼。,he he.,,
0902-Dia057.wav,彼彼，,"He he,",,
0902-Dia058.wav,彼啥物？,He siánn-mih?,,
Audio 1_02-100.wav,hi   hi ！,hi   hi !,,
Audio 1_02-100.wav,今來去𨑨迌，,"Kim lâi khì thit-thô,",,
Audio 1_02-100.wav,hi   hi ！,hi   hi !,,
Audio 1_02-100.wav,嘿嘿！,heh heh!,,
Audio 1_02-102.wav,見見人就散，,"Kiàn kìnn lâng tō suànn,",,
Audio 1_02-104.wav,毋通真早散，,"M̄-thang tsin tsá suànn,",,
Audio 1_02-106.wav,Eh，,"Eh,",,
Audio 1_02-106.wav,我啦。,guá --lah.,,
Audio 1_02-106.wav,亂來。,Luān lâi.,,
Audio 1_02-106.wav,閃！,Siám!,,
Audio 1_02-106.wav,遐坐。,Hia tsē.,,
Audio 1_02-108.wav,按呢啦，,"án-ne --lah,",,
Audio 1_02-108.wav,真趣味。,Tsin tshù-bī.,,
Audio 1_02-108.wav,真骨力咧！,tsin kut-la̍t --leh!,,
Audio 1_02-108.wav,哇，,"Uah,",,
Audio 1_02-108.wav,袂䆀喔。,bē-bái --ooh.,,
Audio 1_02-110.wav,無，,"Bô,",,
Audio 1_02-110.wav,真媠。,tsin suí.,,
Audio 1_02-110.wav,欸，,"Eh,",,
Audio 1_02-110.wav,啥人啊？,siánn-lâng --ah?,,
Audio 1_02-110.wav,欸，,"Eh,",,
Audio 1_02-112.wav,你老的生來猶原真分明，,"lí lāu--ê sinn lâi iu-guân tsin hun-bîng,",,
Audio 1_02-114.wav,為著怎樣咧？,uī-tio̍h tsuánn-iūnn --leh?,,
Audio 1_02-114.wav,為著怎樣咧？,Uī-tio̍h tsuánn-iūnn --leh?,,
Audio 1_02-114.wav,為著怎樣咧欲來對咱阻礙？,Uī-tio̍h tsuánn-iūnn --leh beh lâi tuì lán tsóo-gāi?,,
Audio 1_02-114.wav,對咱阻礙，,"Tuì lán tsóo-gāi,",,
Audio 1_02-116.wav,無論如何你我應該配合著時代，,"bô-lūn lû-hô lí guá ìng-kai phè-ha̍p tio̍h sî-tāi,",,
Audio 1_02-118.wav,你這个好妹妹，,"lí tsit ê hó muē-muē,",,
Audio 1_02-120.wav,今來講情話，,"Kim lâi kóng tsîng-uē,",,
Audio 1_02-122.wav,嘿嘿！,heh heh!,,
Audio 1_02-122.wav,若有啥問題，,"Nā ū siánn būn-tê,",,
Audio 1_02-122.wav,快樂開心花，,"Khuài-lo̍k khui sim hue,",,
Audio 1_02-124.wav,唅？,Hannh?,,
Audio 1_02-124.wav,唅？,Hannh?,,
Audio 1_02-124.wav,你講我無情，,"Lí kóng guá bô-tsîng,",,
Audio 1_02-124.wav,是你對阮變心，,"sī lí tuì gún piàn-sim,",,
Audio 1_02-126.wav,死囡仔，,"sí-gín-á,",,
Audio 1_02-126.wav,叫米叫甲這馬猶未轉來，,"kiò bí kiò kah tsit-má á-bē tńg--lâi,",,
Audio 1_02-128.wav,嘿！,heh!,,
Audio 1_02-128.wav,死囡仔，,"Sí-gín-á,",,
Audio 1_02-128.wav,足袂差教的，,"tsiok buē tshe-kà --ê,",,
Audio 1_02-130.wav,哎喲，,"ai-iō,",,
Audio 1_02-130.wav,喔。,ooh.,,
Audio 1_02-130.wav,你目睭吐癗是毋？,Lí ba̍k-tsiu thóo luî sī --m̄?,,
Audio 1_02-132.wav,你無看我欲摒糞埽毋？,Lí bô khuànn guá beh piànn pùn-sò --m̄?,,
Audio 1_02-134.wav,啊！,Ah!,,
Audio 1_02-134.wav,你罵我吐癗，,"Lí mā guá thóo luî,",,
Audio 1_02-134.wav,是你挵著我的呢！,sī lí lòng-tio̍h guá --ê --neh!,,
Audio 1_02-136.wav,是你挵著我的呢！,sī lí lòng-tio̍h guá --ê --neh!,,
Audio 1_02-136.wav,甲哪我共你挵著？,Kah ná guá kā lí lòng--tio̍h?,,
Audio 1_02-136.wav,無愛插你。,Bô ài tshap --lí.,,
Audio 1_02-138.wav,我予你挵lueh 啦！,Guá hōo lí lòng --lueh --lah!,,
Audio 1_02-138.wav,無愛插你啦！,Bô ài tshap --lí --lah!,,
Audio 1_02-138.wav,哼！,Hngh!,,
Audio 1_02-140.wav,欸？,Eh?,,
Audio 1_02-140.wav,Eh，,"Eh,",,
Audio 1_02-140.wav,啊，,"ah,",,
Audio 1_02-140.wav,媽，,"Má,",,
Audio 1_02-140.wav,有啦！,Ū --lah!,,
Audio 1_02-140.wav,媽，,"Má,",,
Audio 1_02-140.wav,按呢敢好看？,Án-ni kám hó-khuànn?,,
Audio 1_02-140.wav,予你做。,hōo lí tsò.,,
Audio 1_02-140.wav,是怎樣？,Sī-tsánn-iūnn?,,
Audio 1_02-140.wav,你看。,Lí khuànn.,,
Audio 1_02-140.wav,按怎樣？,Án-tsuánn-iūnn?,,
Audio 1_02-140.wav,欸，,"Eh,",,
Audio 1_02-140.wav,啥人啊？,siánn-lâng --ah?,,
Audio 1_02-142.wav,失禮，,"Sit-lé,",,
Audio 1_02-142.wav,失禮，,"sit-lé,",,
Audio 1_02-142.wav,哼！,hngh!,,
Audio 1_02-142.wav,喂，,"Eh,",,
Audio 1_02-142.wav,今恁共拍怎樣啦？,Tann lín kā phah tsánn-iūnn --lah?,,
Audio 1_02-142.wav,哎喲，,"Ai-iō,",,
Audio 1_02-142.wav,賊仔毋就拍，,"Tsha̍t-á m̄ tiō phah,",,
Audio 1_02-142.wav,哎喲，,"Ai-iō,",,
Audio 1_02-142.wav,毋是啦，,"m̄ sī --lah,",,
Audio 1_02-142.wav,這是阮囝啦，,"tse sī gún kiánn --lah,",,
Audio 1_02-142.wav,啊我毋才喝掠啊。,ah guá m̄-tsiah huah lia̍h --ah.,,
Audio 1_02-144.wav,拄才叫我去叫米，,"tú-tsiah kiò guá khì kiò bí,",,
Audio 1_02-144.wav,我才偷走出來呢。,guá tsiah thau tsáu --tshut-lâi --neh.,,
Audio 1_02-144.wav,我也毋是siāng款，,"Guá ā m̄ sī siāng-khuán,",,
Audio 1_02-144.wav,阮媽叫我去買菜，,"gún má kiò guá khì bué tshài,",,
Audio 1_02-144.wav,我對遮先來的呢。,guá tuì tsia sing lâi --ê --neh.,,
Audio 1_02-144.wav,Mh、mh。,"Mh, mh.",,
Audio 1_02-144.wav,行喔！,Kiânn --ooh!,,
Audio 1_02-144.wav,我米猶未去叫咧。,Guá bí á-bē khì kiò --leh.,,
Audio 1_02-144.wav,欸，,"Eh,",,
Audio 1_02-144.wav,煞袂用得去食麵店仔。,suah bē-īng-eh khì tsia̍h mī-tiàm-á.,,
Audio 1_02-144.wav,喔mh，,"Ooh mh,",,
Audio 1_02-144.wav,啊你菜嘛猶未買轉去。,ah lí tshài mā á-bē bé --tńg-khì.,,
Audio 1_02-146.wav,免管啦！,Bián kuán --lah!,,
Audio 1_02-146.wav,愛情比食較好嘛。,Ài-tsîng pí tsia̍h khah hó --mah.,,
Audio 1_02-146.wav,行喔！,Kiânn --ooh!,,
Audio 1_02-146.wav,行啦！,Kiânn --lah!,,
Audio 1_02-146.wav,我先來的呢！,Guá sing lâi --ê --neh!,,
Audio 1_02-148.wav,人我六點外就來矣呢！,Lâng guá la̍k tiám guā tō lâi --ah --neh!,,
Audio 1_02-148.wav,喂，,"Eh,",,
Audio 1_02-148.wav,逐家照排的嘛，,"ta̍k-ke tsiàu pâi --ê --mah,",,
Audio 1_02-148.wav,毋通冤家啦！,m̄-thang uan-ke --lah!,,
Audio 1_02-148.wav,排就排嘛。,Pâi tiō pâi --mah.,,
Audio 1_02-148.wav,莫kheh 啦，,"Mài kheh --lah,",,
Audio 1_02-148.wav,排隊啦，,"pâi-tuī --lah,",,
Audio 1_02-150.wav,恁毋通徛咧遮啦。,lín m̄-thang khiā leh tsia --lah.,,
Audio 1_02-150.wav,囉死，,"Lō --sí,",,
Audio 1_02-150.wav,來，,"lâi,",,
Audio 1_02-150.wav,予我看一下，,"hōo guá khuànn --tsi̍t-ē,",,
Audio 1_02-150.wav,笑一下啦，,"tshiò --tsi̍t-ē --lah,",,
Audio 1_02-150.wav,啊，,"ah,",,
Audio 1_02-150.wav,這張批共我挈去。,tsit tiunn phue kā guá khe̍h--khì.,,
Audio 1_02-150.wav,阮是高中畢業的，,"Gún sī ko-tiong pit-gia̍p --ê,",,
Audio 1_02-150.wav,爸母早死誠然自由啦。,pē-bú tsá sí sîng-jiân tsū-iû --lah.,,
Audio 1_02-152.wav,喂，,"Eh,",,
Audio 1_02-152.wav,人我高三畢業的，,"lâng guá ko-sann pit-gia̍p --ê,",,
Audio 1_02-152.wav,英語專業讀二年，,"Ing-gí tsuan-gia̍p tha̍k jī nî,",,
Audio 1_02-154.wav,英語專業讀二年，,"Ing-gí tsuan-gia̍p tha̍k jī nî,",,
Audio 1_02-156.wav,三年前死翁，,"sann nî tsîng sí ang,",,
Audio 1_02-156.wav,現在獨身的呢。,hiān-tsāi to̍k-sin --ê --neh.,,
Audio 1_02-156.wav,獨身就去注 Penicillin 啦，,"To̍k-sin tō khì tsù  Penicillin  --lah,",,
Audio 1_02-156.wav,獨身咧，,"to̍k-sin --leh,",,
Audio 1_02-156.wav,哼！,hngh!,,
Audio 1_02-156.wav,遐爾嬈，,"Hiah-nī hiâu,",,
Audio 1_02-156.wav,啊欲死矣。,ah beh sí --ah.,,
Audio 1_02-156.wav,莫按呢啦，,"Mài án-ne --lah,",,
Audio 1_02-156.wav,批共我挈去看啦、人我獨身啦，,"phue kā guá khe̍h khì khuànn --lah, lâng guá to̍k-sin --lah,",,
Audio 1_02-156.wav,人我新來的講，,"lâng guá sin lâi --ê --kóng,",,
Audio 1_02-156.wav,看一下啦，,"khuànn --tsi̍t-ē --lah,",,
Audio 1_02-156.wav,莫按呢啦，,"mài án-ne --lah,",,
Audio 1_02-156.wav,我的先看啦。,guá ê sing khuànn --lah.,,
Audio 1_02-156.wav,啊！,Ah!,,
Audio 1_02-156.wav,嘿嘿，,"Heh heh,",,
Audio 1_02-156.wav,閣共恁爸踮咧講，,"koh kā lín-pē tiàm --leh --kóng,",,
Audio 1_02-156.wav,痟貓。,siáu-niau.,,
Audio 1_02-156.wav,看啥物！,Khuànn siánn-mih!,,
Audio 1_02-157.wav,入去，,"Li̍p-khì,",,
Audio 1_02-157.wav,行！,kiânn!,,
Audio 1_02-157.wav,共你講若欲看書就踮咧後房啦，,"Kā lí kóng nā beh khuànn tsu tō tiàm leh āu-pâng --lah,",,
Audio 1_02-157.wav,啊你刁工才共我走出去外口彼間，,"ah lí thiau-kang tsiah kā guá tsáu tshut-khì guā-kháu hit king,",,
Audio 1_02-157.wav,啊這唌唌一寡痟貓規大堆啦。,ah tse siânn-siânn tsi̍t-kuá siáu-niau kui-tuā-tui --lah.,,
Audio 1_02-88.wav,喂，,"Eh,",,
Audio 1_02-88.wav,爸，,"pâ,",,
Audio 1_02-88.wav,好毋？,hó --m̄?,,
Audio 1_02-88.wav,若毋，,"Nā m̄,",,
Audio 1_02-88.wav,行！,kiânn!,,
Audio 1_02-88.wav,喂。,Eh.,,
Audio 1_02-90.wav,無，,"Bô,",,
Audio 1_02-90.wav,欸，,"Eh,",,
Audio 1_02-90.wav,啥人啊？,siánn-lâng --ah?,,
Audio 1_02-90.wav,喔！,Ooh!,,
Audio 1_02-92.wav,排隊啦，,"pâi-tuī --lah,",,
Audio 1_02-92.wav,來，,"lâi,",,
Audio 1_02-92.wav,笑一下啦，,"tshiò --tsi̍t-ē --lah,",,
Audio 1_02-92.wav,啊，,"ah,",,
Audio 1_02-94.wav,為著怎樣咧？,uī-tio̍h tsuánn-iūnn --leh?,,
Audio 1_02-94.wav,為著怎樣毋知人的心肝，,"Uī-tio̍h tsuánn-iūnn m̄ tsai lâng ê sim-kuann,",,
Audio 1_02-94.wav,人的心肝，,"lâng ê sim-kuann,",,
Audio 1_02-96.wav,無論如何你我已經一對好情伴，,"bô-lūn lû-hô lí guá í-king tsi̍t tuì hó tsîng-phuānn,",,
Audio 1_02-98.wav,你這个好哥哥，,"lí tsit ê hó ko--koh,",,
