Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
Dia080.wav,你佮拱樂社有啥物關係？,Lí kah Kióng-lo̍k-siā ū siánn-mih kuan-hē?,,
Dia081.wav,無任何的關係。,Bô līm-hô ê kuan-hē.,,
Dia082.wav,たろう是地方的角頭，,"Tha2-loo3 sī tē-hng ê kak-thâu,",,
Dia083.wav,伊的手頭有真濟廈門片，,"i ê tshiú-thâu ū tsin tsē Ē-mn̂g phìnn,",,
Dia083.wav,所以想欲阻止臺語片的發展，,"sóo-í siūnn-beh tsóo-tsí Tâi-gí phìnn ê huat-tián,",,
Dia083.wav,我只是一个小戲院的頭家，,"guá tsí-sī tsi̍t ê sió hì-īnn ê thâu-ke,",,
Dia083.wav,猶毋過臺灣電影是我的性命，,"iah-m̄-koh Tâi-uân tiān-iánn sī guá ê sènn-miā,",,
Dia083.wav,無論按怎我永遠攏袂放棄。,bô-lūn án-tsuánn guá íng-uán lóng bē hòng-khì.,,
Dia084.wav,阿猴。,A-kâu .,,
Dia085.wav,請你手勢攑予懸，,"tshiánn lí tshiú-sè gia̍h hōo kuân,",,
Dia086.wav,遮的錢就是你的。,tsia-ê tsînn tō sī lí ê.,,
Dia087.wav,若是欲愛我莫插這層代誌，,"Nā sī beh ài guá mài tshap tsit tsân tāi-tsì,",,
Dia087.wav,除了你講一个理由予我聽會落去。,tî-liáu lí kóng tsi̍t ê lí-iû hōo guá thiann ē lo̍h-khì.,,
Dia088.wav,天下人管天下事，,"Thian-hā lîn kuán thian-hā sū,",,
Dia089.wav,我是臺灣人，,"guá sī Tâi-uân-lâng ,",,
Dia089.wav,無可能無管臺灣的電影事，,"bô khó-lîng bô kuán Tâi-uân ê tiān-iánn sū,",,
Dia090.wav,拱樂社的「薛平貴佮王寶釧」若是閣拍袂成，,"Kióng-lo̍k-siā ê “ Sih Pîng-kuì kah Ông Pó-tshuan ” nā-sī koh phah bē sîng,",,
Dia090.wav,以後無人敢拍臺語片矣，,"í-āu bô lâng kánn phah Tâi-gí phìnn --ah,",,
Dia091.wav,這支片仔是臺語片的希望，,"tsit ki phìnn--á sī Tâi-gí phìnn ê hi-bāng,",,
Dia091.wav,臺灣人的寄託，,"Tâi-uân-lâng ê kià-thok,",,
Dia091.wav,我不准任何人來阻擋。,guá put-tsún līm-hô lâng lâi tsóo-tòng.,,
Dia092.wav,拱樂社的「薛平貴與王寶釧」若是閣拍袂成，,"Kióng-lo̍k-siā ê “ Sih Pîng-kuì í Ông Pó-tshuan ” nā-sī koh phah bē sîng,",,
Dia093.wav,腳數好，,"Kioh-siàu hó,",,
Dia093.wav,無跋一寡輸贏是袂使得。,bô pua̍h tsi̍t-kuá su-iânn sī bē-sái-lit.,,
Dia094.wav,好，,"Hó,",,
Dia095.wav,欲按怎我攏奉陪。,beh án-nuá guá lóng hōng-puê.,,
Dia096.wav,你無夠格通好佮我跋，,"Lí bô kàu-keh thang hó kah guá pua̍h,",,
Dia097.wav,你去佮彼个ちん桑，,"lí khì kah hit ê ちん --sáng,",,
Dia097.wav,看恁欲按怎輸贏，,"khuànn lín beh án-nuá su-iânn,",,
Dia098.wav,只要你若跋會贏，,"tsí-iàu lí nā pua̍h ē iânn,",,
Dia098.wav,面子就做予你。,bīn-tsú tō tsuè hōo lí.,,
Dia099.wav,我阿不拉會用得輸，,"Guá A-put-lah ē-īng-eh su,",,
Dia100.wav,猶毋過臺灣電影的未來袂用得輸，,"iah-m̄-koh Tâi-uân tiān-iánn ê bī-lâi bē-īng-eh su,",,
Dia101.wav,這改我一定愛贏。,tsit kái guá it-tīng ài iânn.,,
Dia102.wav,好消息，,"hó siau-sit,",,
Dia103.wav,臺灣第一支大支的電影，,"Tâi-uân tē-it ki tuā ki ê tiān-iánn,",,
Dia103.wav,「王寶釧、薛平貴」，,"“ Ông Pó-tshuan , Sih Pîng-kuì ”,",,
Dia104.wav,臺灣第一支大支的電影，,"Tâi-uân tē-it ki tuā ki ê tiān-iánn,",,
Dia105.wav,臺灣第一支大支的電影，,"Tâi-uân tē-it ki tuā ki ê tiān-iánn,",,
Dia105.wav,「王寶釧、薛平貴」，,"“ Ông Pó-tshuan , Sih Pîng-kuì ”,",,
Dia106.wav,啊來來來，,"Ah lâi lâi lâi,",,
Dia107.wav,啊來來來來，,"Ah lâi lâi lâi lâi,",,
Dia108.wav,閣五分鐘著欲踩街矣唅，,"Koh gōo hun-tsing to̍h beh tshái-ke --ah --hannh,",,
Dia109.wav,妝好的人緊上車，,"tsng hó --ê lâng kín tsiūnn-tshia,",,
Dia109.wav,猶未好的跤手較緊咧。,iah-bē hó --ê kha-tshiú khah kín --eh.,,
Dia110.wav,咧喝矣，,"Leh huah --ah,",,
Dia110.wav,有聽著乎！,ū thiann--tio̍h --honnh!,,
Dia111.wav,彼頭家佮頭家娘乎，,"He thâu-ke kah thâu-ke-niû --honnh,",,
Dia111.wav,這馬是咧搬佗一齣啊，,"tsit-má sī leh puann tó tsı̍t tshut --ah,",,
Dia112.wav,哪會妝甲按呢？,ná ē tsng kah án-ne?,,
Dia113.wav,你真正古井水雞呢，,"Lí tsin-tsiànn kóo-tsénn tsuí-ke --neh,",,
Dia114.wav,彼白瑞德佮郝思嘉啦！,he Pe̍h Suī-tik kah Hok Su-ka --lah!,,
Dia115.wav,乎，,"Honnh,",,
Dia116.wav,你講彼支大支片喔?,lí kóng hit ki tuā ki phìnn --ooh?,,
Dia117.wav,著啦！,tio̍h --lah!,,
Dia118.wav,喔「王寶釧、薛平貴」來囉，,"Ooh “Ông Pó-tshuan , Sih Pîng-kuì ” lâi --looh,",,
Dia119.wav,這臺灣頭一齣、,"tse Tâi-uân thâu tsi̍t tshut,",,
Dia119.wav,世界第一等，,"sè-kài tē-it tíng,",,
Dia119.wav,頭一支大支的電影，,"thâu tsi̍t ki tuā ki ê tiān-iánn,",,
Dia119.wav,「王寶釧、薛平貴」來囉，,"“Ông Pó-tshuan , Sih Pîng-kuì” lâi --looh,",,
Dia120.wav,這臺灣頭一齣、,"tse Tâi-uân thâu tsi̍t tshut,",,
Dia120.wav,世界第一等，,"sè-kài tē-it tíng,",,
Dia120.wav,欲佇咱國際大戲院隆重獻映喔，,"beh tī lán Kok-tsè tuā hì-īnn liông-tiōng hiàn-ìng --ooh,",,
Dia121.wav,耗資數十萬、,"hònn tsu sòo tsa̍p bān,",,
Dia121.wav,這動員數千人。,tse tōng-uân sòo tshing lâng.,,
Dia122.wav,謼謼，,"Hooh hooh,",,
Dia122.wav,阿不拉咧？,A-put-lah --leh?,,
Dia122.wav,伊去應酬矣。,I khì ìng-siû --ah.,,
Dia122.wav,有啦，,"Ū --lah,",,
Dia122.wav,毋才無過來。,m̄-tsiah bô kuè--lâi.,,
Dia123.wav,阿不拉這个毋成囝敢若足厲害的唅，,"A-put-lah tsit ê m̄-tsiânn-kiánn kánn-ná tsiok lī-hāi --ê --hannh,",,
Dia124.wav,場面排甲遮爾鬧熱，,"tiûnn-bīn pâi kah tsiah-nī nāu-jia̍t,",,
Dia125.wav,唉，,"haih,",,
Dia125.wav,這个茂林仔乎逐工干焦穿甲pha-li-pha-li，,"tsit ê Bōo-lîm--á --honnh ta̍k kang kan-na tshīng kah pha-li-pha-li,",,
Dia125.wav,嘛毋知影咧變啥魍啦。,mā m̄ tsai-iánn leh pìnn sánn báng --lah.,,
Dia126.wav,姊仔，,"Tsí--á,",,
Dia126.wav,啥物吩咐？,siánn-mih huan-hù?,,
Dia126.wav,入去九番。,li̍p-khì káu huan.,,
Dia126.wav,是。,Sī.,,
Dia126.wav,兩罐酒、,"nn̄g kuàn tsiú,",,
Dia127.wav,拱樂社無法度來，,"Kióng-lo̍k-siā bô-huat-tōo lâi,",,
Dia127.wav,伊竟然叫金鳳社的人喔妝妝咧就去踩街，,"i kìng-liân kiò Kim-hōng-siā ê lâng --ooh tsng-tsng--eh tō khì tshái-ke,",,
Dia128.wav,紲落來喔家己妝做白瑞德、,"suà--lo̍h-lâi --ooh ka-kī tsng-tsuè 白瑞德 ,",,
Dia128.wav,月鳳仔妝做郝思嘉，,"Gua̍t-hōng--á tsng-tsuè 郝思嘉 ,",,
Dia128.wav,抑是亂世佳人，,"a̍h sī 亂世佳人 ,",,
Dia129.wav,啊這馬是咧演王寶釧佮薛平貴，,"ah tsit-má sī leh ián Ông Pó-tshuan kah Sih Pîng-kuì ,",,
Dia129.wav,抑是亂世佳人，,"a̍h sī 亂世佳人 ,",,
Dia129.wav,有影是咧變猴弄啦。,ū-iánn sī leh pìnn-kâu-lāng --lah.,,
Dia130.wav,你敢真正有咧要緊伊咧妝啥，,"Lí kám tsin-tsiànn ū leh iàu-kín i leh tsng siánn,",,
Dia131.wav,我看乎，,"guá khuànn --honnh,",,
Dia131.wav,你就是無想欲看著月鳳徛佇咧伊的身邊。,lí tō sī bô siūnn-beh khuànn-tio̍h Gua̍t-hōng khiā tī-leh i ê sin-pinn.,,
Dia132.wav,阿爸你是講去tueh啦，,"A-pah lí sī kóng khì tueh --lah,",,
Dia133.wav,我是看袂慣勢阿不拉彼種喔食果子毋知拜樹頭的個性啦，,"Guá sī khuànn buē kuàn-sì A-put-lah hit tsióng --ooh tsia̍h kué-tsí m̄ tsai pài tshiū-thâu ê kò-sìng --lah,",,
Dia134.wav,啊規陣按呢ping-ping-piàng-piàng吵死人矣啦，,"ah kui-tīn án-ne ping-ping-piàng-piàng tshá-sí lâng --ah --lah,",,
Dia135.wav,閣刁工對咱大東戲院經過。,koh tiau-kang uì lán Tāi-tong hì-īnn king-kuè.,,
Dia136.wav,這就是你綴伊袂著的所在，,"Tse tiō sī lí tuè i buē tio̍h ê sóo-tsāi,",,
Dia137.wav,伊知影欲按怎來宣傳家己的電影，,"i tsai-iánn beh án-nuá lâi suan-thuân ka-tī ê tiān-iánn,",,
Dia138.wav,干焦看踩街，,"Kan-na khuànn tshái-ke,",,
Dia138.wav,按呢鬧熱滾滾、,"án-ne lāu-jia̍t-kún-kún,",,
Dia138.wav,人插插插，,"lâng tshah-tshah-tshah,",,
Dia138.wav,就知影這支電影一定成功的。,tō tsai-iánn tsit ki tiān-iánn it-tīng sîng-kong --ê.,,
Dia139.wav,成功？,Sîng-kong?,,
Dia139.wav,閣真歹講咧，,"Koh tsin pháinn-kóng --leh,",,
Dia140.wav,伊的國際戲院是共咱租的呢，,"i ê Kok-tsè hì-īnn sī kā lán tsoo --ê --neh,",,
Dia141.wav,伊這馬是青盲貓拄著死鳥鼠，,"i tsit-má sī tshinn-mî niau tú-tio̍h sí niáu-tshú,",,
Dia142.wav,好運啦。,hó ūn --lah.,,
Dia143.wav,莫規工干焦會曉講一寡目空赤的話啦，,"Mài kui kang kan-na ē-hiáu kóng tsı̍t-kuá ba̍k-khang-tshiah ê uē --lah,",,
Dia144.wav,你若真正傷閒，,"lí nā tsin-tsiànn siunn îng,",,
Dia144.wav,小綴人學一下。,sió tuè lâng o̍h --tsı̍t-ē.,,
Dia145.wav,阿爸，,"A-pah,",,
Dia145.wav,你哪會替伊講話啊？,lí ná ē thè i kóng-uē --ah?,,
Dia146.wav,伊為著票房呢，,"I uī-tio̍h phiò-pâng --neh,",,
Dia147.wav,伊為著票房呢，,"I uī-tio̍h phiò-pâng --neh,",,
Dia147.wav,竟然講「王寶釧佮薛平貴」是頭一齣,kìng-liân kóng “ Ông Pó-tshuan kah Sih Pîng-kuì ” sī thâu tsı̍t tshut,,
Dia147.wav,臺灣人翕的大支片電影，,"Tâi-uân-lâng hip ê tuā ki phìnn tiān-iánn,",,
Dia148.wav,若按呢咱較早彼支咧？,nā án-ne lán khah-tsá hit ki --leh?,,
Dia149.wav,「六才子西廂記」是算第幾齣啦？,“Lio̍k tsâi-tsú se-siong-kì ” sī sǹg tē kuí tshut --lah?,,
Dia150.wav,伊也無講毋著，,"I iā bô kóng m̄-tio̍h,",,
Dia151.wav,人確實是頭一齣用三十五釐米翕的電影，,"lâng khak-sı̍t sī thâu tsı̍t tshut iōng sann-tsa̍p-gōo lî-bí hip ê tiān-iánn,",,
Dia152.wav,閣敢講「六才子西廂記」唅，,"koh kánn kóng “Lio̍k tsâi-tsú se-siong-kì ” --hannh,",,
Dia153.wav,閣敢講「六才子西廂記」唅，,"koh kánn kóng “Lio̍k tsâi-tsú se-siong-kì ” --hannh,",,
Dia154.wav,按呢你應該閣會記得你是按怎予咱大東了遐爾濟錢，,"án-ne lí ing-kai koh ē-kì-eh lí sī án-nuá hōo lán Tāi-tong liáu hiah-nī tsē tsînn,",,
Dia155.wav,欲去⿰佗位？,beh khì tueh?,,
Dia156.wav,講你兩句你就無歡喜是毋？,Kóng lí nn̄g kù lí tō bô huann-hí sī --m̄?,,
Dia157.wav,無啊，,"Bô --ah,",,
Dia157.wav,我這馬有時間就應該聽你的，,"guá tsit-má ū sî-kan tō ing-kai thiann lí ê,",,
Dia158.wav,緊來綴人學一下。,kín lâi tuè lâng o̍h --tsı̍t-ē.,,
Dia159.wav,來，,"lâi,",,
Dia159.wav,各位鄉親逐家好乎，,"kok-uī hiong-tshin ta̍k-ke hó --honnh,",,
Dia160.wav,阮頭家謼，,"gún thâu-ke --hooh,",,
Dia160.wav,為著感謝逐家捀場，,"uī-tio̍h kám-siā ta̍k-ke phâng-tiûnn,",,
Dia160.wav,特別開放今仔日下晡一場，,"tı̍k-pia̍t khai-hòng kin-á-jı̍t ē-poo tsı̍t tiûnn,",,
Dia160.wav,免錢嘛免買票，,"bián-tsînn mā bián bé phiò,",,
Dia161.wav,請逐家來看戲，,"tshiánn ta̍k-ke lâi khuànn hì,",,
Dia162.wav,欲看的來遮排隊乎，,"beh khuànn --ê lâi tsia pâi-tuī --honnh,",,
Dia163.wav,來遮排隊乎。,lâi tsia pâi-tuī --honnh.,,
Dia164.wav,大的，,"Tuā--ê,",,
Dia165.wav,咱敢排會著位唅？,lán kám pâi ē tio̍h uī --hannh?,,
Dia166.wav,哼，,"Hngh,",,
Dia166.wav,我若有拍算排隊，,"guá nā ū phah-sǹg pâi-tuī,",,
Dia166.wav,我𤆬恁這幾个出來創啥。,guá tshuā lín tsit kuí ê tshut-lâi tshòng sánn.,,
Dia167.wav,閃啦！,siám --lah!,,
Dia168.wav,戇象啊，,"Gōng-tshiūnn --ah,",,
Dia169.wav,這隻乎，,"tsit tsiah --honnh,",,
Dia169.wav,較早號做白目猴啦，,"khah-tsá hō-tsò pe̍h-ba̍k Kâu --lah,",,
Dia170.wav,這馬乎變做顧門狗矣。,tsit-má --honnh piàn-tsò kòo-mn̂g-káu --ah.,,
Dia171.wav,喔，,"Ooh,",,
Dia171.wav,欲看戲去排隊。,Beh khuànn hì khì pâi-tuī.,,
Dia172.wav,我講你這个顧門狗啊，,"Guá kóng lí tsit ê kòo-mn̂g-káu --ah,",,
Dia172.wav,阮大的咧佮你講話，,"gún tuā--ê leh kah lí kóng-uē,",,
Dia172.wav,你這馬是啥物態度啊，,"lí tsit-má sī siánn-mih thài-tōo --ah,",,
Dia173.wav,當做阮是空氣謼？,tòng-tsò gún sī khang-khuì --hooh.,,
Dia174.wav,遮無歡迎恁啦！,Tsia bô huan-gîng --lín --lah.,,
Dia175.wav,戇象，,"Gōng-tshiūnn ,",,
Dia175.wav,你騙痟的喔！,lí phiàn-siáu--ê --ooh!,,
Dia176.wav,是按怎in會當看免錢的，,"Sī án-tsuánn in ē-tàng khuànn bián-tsînn --ê,",,
Dia176.wav,阮袂用得啊？,"gún bē-īng-eh --ah,",,
Dia177.wav,你講啊，,"lí kóng --ah,",,
Dia177.wav,顧門狗。,kòo-mn̂g-káu.,,
Dia178.wav,講就講喔，,"Kóng tō kóng --ooh,",,
Dia178.wav,莫起跤動手，,"mài khí-kha-tāng-tshiú,",,
Dia179.wav,siáng是顧門狗，,"siáng sī kòo-mn̂g-káu,",,
Dia180.wav,你閣講一擺看覓。,lí koh kóng tsı̍t pái khuànn-māi.,,
Dia181.wav,我講你顧門。,Guá kóng lí kòo-mn̂g.,,
Dia182.wav,揣死啊唅！,Tshuē sí --ah --hannh!,,
Dia183.wav,按怎啊唅，,"Án-nuá --ah --hannh,",,
Dia184.wav,我講你就是顧門狗啦！,guá kóng lí tō sī kòo-mn̂g-káu --lah!,,
Dia185.wav,我講你就是顧門狗啦！,guá kóng lí tō sī kòo-mn̂g-káu --lah!,,
Dia186.wav,這句話，,"Tsit kù uē,",,
Dia186.wav,上好共我吞落去唅。,siōng hó kā guá thun --lo̍h-khì --hannh.,,
Dia187.wav,放手啦！,Pàng-tshiú --lah.,,
Dia188.wav,這馬是按怎，,"Tsit-má sī án-nuá,",,
Dia189.wav,講無兩句就欲起跤動手啊？,kóng bô nn̄g kù tō beh khí-kha-tāng-tshiú --ah?,,
Dia190.wav,你敢毋驚咧去卸著たろう大的面子?,Lí kám m̄-kiann leh khì sià-tio̍h たろう tuā--ê bīn-tsú?,,
Dia191.wav,哭枵喔，,"Khàu-iau --ooh,",,
Dia192.wav,𤆬你出來看電影毋是欲拍狗的啦，,"tshuā lí tshut-lâi khuànn tiān-iánn m̄ sī beh phah káu --ê --lah,",,
Dia193.wav,哈哈哈。,Ha ha ha.,,
Dia193.wav,喔，,"Ooh,",,
Dia193.wav,喂，,"Eh,",,
Dia193.wav,頭家娘。,thâu-ke-niû.,,
Dia193.wav,喂，,"eh,",,
Dia193.wav,啊恁啞口喔，,"ah lín é-káu --ooh,",,
Dia193.wav,看著人愛叫啊。,khuànn-tio̍h lâng ài kiò --ah.,,
Dia194.wav,你喙真鬚謼？,Lí tshuì tsin tshiu --hooh?,,
Dia195.wav,你喙真鬚謼？,Lí tshuì tsin tshiu --hooh?,,
Dia196.wav,你講了真著，,"Lí kóng liáu tsin tio̍h,",,
"Sep 1, 2018 01.wav",拍狗著愛看主人，,"phah káu to̍h-ài khuànn tsú-lâng,",,
"Sep 1, 2018 01_1.wav",我尊重たろう大的，,"guá tsun-tiōng たろう tuā--ê,",,
"Sep 1, 2018 01_2.wav",佇咧地方上是有輩份的人，,"tī-leh tē-hong siōng sī ū puè-hūn ê lâng,",,
"Sep 1, 2018 01_3.wav",所以我袂佮你計較。,sóo-í guá bē kah lí kè-kàu.,,
"Sep 1, 2018 01_4.wav",阿不拉，,"A-put-lah ,",,
"Sep 1, 2018 01_4.wav",這馬做大頭家矣，,"tsit-má tsò tuā thâu-ke --ah,",,
"Sep 1, 2018 01_4.wav",學人大範矣，,"o̍h lâng tuā-pān --ah,",,
"Sep 1, 2018 01_4.wav",開戲院予人看免錢的喔，,"khui hì-īnn hōo lâng khuànn bián-tsînn --ê --ooh,",,
"Sep 1, 2018 01_4.wav",是真飄撇啦，,"sī tsin phiau-phiat --lah,",,
"Sep 1, 2018 01_5.wav",啊是按怎別人會當看免錢的，,"ah sī án-tsuánn pa̍t-lâng ē-tàng khuànn bián-tsînn --ê,",,
"Sep 1, 2018 01_5.wav",阮袂用得啊，,"gún bē-īng-eh --ah,",,
"Sep 1, 2018 01_6.wav",騙痟的喔！,phiàn-siáu--ê --ooh?,,
"Sep 1, 2018 01_6.wav",來者是客，,"Lâi--tsiá sī kheh,",,
"Sep 1, 2018 01_7.wav",你若有影想欲看電影，,"lí nā ū-iánn siūnn-beh khuànn tiān-iánn,",,
"Sep 1, 2018 01_7.wav",我真歡迎，,"guá tsin huan-gîng,",,
"Sep 1, 2018 01_7.wav",猶毋過恁佮所有的鄉親仝款，,"iah-m̄-koh lín kah sóo-ū ê hiong-tshin kāng-khuán,",,
"Sep 1, 2018 01_7.wav",無分大細，,"bô hun tuā-sè,",,
"Sep 1, 2018 01_7.wav",想欲看電影著愛照步來。,siūnn-beh khuànn tiān-iánn to̍h-ài tsiàu pōo lâi.,,
