Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
"Sep 15, 2018 01_67.wav",媒體的全球化，,"muî-thé ê tsuân-kiû-huà,",,
"Sep 15, 2018 01_67.wav",加上行動資訊科技的普遍，,"ka-siōng hîng-tōng tsu-sìn kho-ki ê phóo-phiàn,",,
"Sep 15, 2018 01_67.wav",大規模的暴行愈來愈歹掩崁，,"tuā-kui-bôo ê pō-hîng jú lâi jú pháinn am-khàm,",,
"Sep 15, 2018 01_67.wav",真緊就傳遍世界。,tsin kín tō thuân-phiàn sè-kài.,,
"Sep 15, 2018 01_67.wav",按算欲使用暴力的統治者，,"Àn-sǹg beh sú-iōng pō-li̍k ê thóng-tī-tsiá,",,
"Sep 15, 2018 01_67.wav",嘛因為按呢就較毋敢烏白來。,mā in-uī án-ne tō khah m̄-kánn oo-pe̍h-lâi,,
"Sep 15, 2018 01_68.wav",另外，,"Līng-guā,",,
"Sep 15, 2018 01_68.wav",自一九九四年的Rwanda族群屠殺了後，,"tsū it kiú kiú sù nî ê Rwanda tso̍k-kûn tôo-sat liáu-āu,",,
"Sep 15, 2018 01_68.wav",國際上已經建立一寡機制，,"kok-tsè-siōng í-king kiàn-li̍p tsi̍t-kuá ki-tsè,",,
"Sep 15, 2018 01_68.wav",來介入阻止抑是制裁暴行，,"lâi kài-ji̍p tsóo-tsí ia̍h-sī tsè-tshâi pō-hîng,",,
"Sep 15, 2018 01_68.wav",比如國際刑事法院。,pí-jû kok-tsè hîng-sū huat-īnn.,,
"Sep 15, 2018 01_69.wav",美國也佇二空一二年建立跨部會的委員會，,"Bí-kok iā tī jī khòng it jī nî kiàn-li̍p khuà pōo-huē ê uí-uân huē,",,
"Sep 15, 2018 01_69.wav",共防止暴行當做重要的外交政策目標。,kā hông-tsí pō-hîng tòng-tsò tiōng-iàu ê guā-kau tsìng-tshik bo̍k-piau.,,
"Sep 15, 2018 01_70.wav",Stares只是舉出相對的進步，,"Stares tsí-sī kí-tshut siong-tuì ê tsìn-pōo,",,
"Sep 15, 2018 01_70.wav",伊承認猶閣有真長的路愛行。,i sîng-jīn iáu-koh ū tsin tn̂g ê lōo ài kiânn.,,
"Sep 15, 2018 01_71.wav",但是Caryl閣較無樂觀。,Tān-sī Caryl koh-khah bô lo̍k-kuan.,,
"Sep 15, 2018 01_71.wav",國際刑事法院佇兩千空九年起訴Sudan總統Omar al-Bashir，,"Kok-tsè hîng-sū huat-īnn tī nn̄g-tshing khòng káu nî khí-sòo Sudan tsóng-thóng Omar al-Bashir,",,
"Sep 15, 2018 01_71.wav",毋過伊嘛是拋拋走。,m̄-koh i mā sī pha-pha-tsáu.,,
"Sep 15, 2018 01_72.wav",舊年底，,"Kū-nî-té,",,
"Sep 15, 2018 01_72.wav",檢察官煞宣布暫停調查，,"kiám-tshat-kuann suah suan-pòo tsiām-thîng tiâu-tsa,",,
"Sep 15, 2018 01_72.wav",批評聯合國安理會無作為，,"phue-phîng liân-ha̍p-kok an-lí huē bô tsok-uî,",,
"Sep 15, 2018 01_72.wav",無法度掠Bashir歸案。,bô-huat-tōo lia̍h Bashir kui-àn.,,
"Sep 15, 2018 01_73.wav",總講，,"Tsóng-kóng,",,
"Sep 15, 2018 01_73.wav",Caryl認為，,"Caryl jīn-uî,",,
"Sep 15, 2018 01_73.wav",雖然咱這馬對族群的屠殺的了解有較深矣，,"sui-jiân lán tsit-má tuì tso̍k-kûn ê tôo-sat ê liáu-kái ū khah tshim--ah,",,
"Sep 15, 2018 01_73.wav",毋過現實是：,m̄-koh hiān-si̍t sī:,,
"Sep 15, 2018 01_73.wav",有能力去介入阻止的國家，,"ū lîng-li̍k khì kài-ji̍p tsóo-tsí ê kok-ka,",,
"Sep 15, 2018 01_73.wav",若是認為按呢做會去害著家己的利益，,"nā-sī jīn-uî án-ne tsò ē khì hāi-tio̍h ka-kī ê lī-ik,",,
"Sep 15, 2018 01_73.wav",就無想欲插矣。,tō bô siūnn-beh tshap--ah.,,
"Sep 15, 2018 01_74.wav",強權互相敵對，,"Kiông-khuân hōo-siong ti̍k-tuì,",,
"Sep 15, 2018 01_74.wav",無法度一致行動，,"bô-huat-tōo it-tì hîng-tōng,",,
"Sep 15, 2018 01_74.wav",佇四十年前的Cambodia按呢，,"tī sì-tsa̍p nî tsîng ê Cambodia án-ne,",,
"Sep 15, 2018 01_74.wav",佇這馬的Syria嘛是仝款。,tī tsit-má ê Syria mā sī kāng-khuán.,,
"Sep 15, 2018 01_74.wav",這个大問題無解決，,"Tsit ê tuā būn-tê bô kái-kuat,",,
"Sep 15, 2018 01_74.wav",講欲予悲劇「永遠不再」，,"kóng beh hōo pi-kio̍k “íng-uán put-tsài”,",,
"Sep 15, 2018 01_74.wav",這只是口號。,tse tsí-sī kháu-hō.,,
"Sep 15, 2018 01_75.wav",強權互相敵對，,"Kiông-khuân hōo-siong ti̍k-tuì,",,
"Sep 15, 2018 01_75.wav",無法度一致行動，,"bô-huat-tōo it-tì hîng-tōng,",,
"Sep 15, 2018 01_75.wav",佇四十年前的Cambodia按呢，,"tī sì-tsa̍p nî tsîng ê Cambodia án-ne,",,
"Sep 15, 2018 01_75.wav",佇這馬的Syria嘛是仝款。,tī tsit-má ê Syria mā sī kāng-khuán.,,
"Sep 15, 2018 01_75.wav",這个大問題無解決，,"Tsit ê tuā būn-tê bô kái-kuat,",,
"Sep 15, 2018 01_75.wav",講欲予悲劇「永遠不再」，,"kóng beh hōo pi-kio̍k “íng-uán put-tsài”,",,
"Sep 15, 2018 01_75.wav",就只是口號niâ。,tō tsí-sī kháu-hō niâ.,,
