Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
"Sep 1, 2018 01_46.wav",宛然是陪伴，,"uán-jiân sī puê-phuānn,",,
"Sep 1, 2018 01_46.wav",快樂心輕鬆，,"khuài-lo̍k sim khin-sang,",,
"Sep 1, 2018 01_46.wav",鴛鴦夢。,uan-iunn bāng.,,
"Sep 1, 2018 01_46.wav",人阮嘛想欲交一个，,"Lâng gún mā siūnn-beh kau--tsi̍t-ê,",,
"Sep 1, 2018 01_46.wav",你嘛緊ka̋ng揣一隻。,lí mā kín ka̋ng tshuē tsi̍t tsiah.,,
"Sep 1, 2018 01_47.wav",彼無時鎮定，,"He bô-sî tìn-tiānn,",,
"Sep 1, 2018 01_47.wav",庄內的人若看著你就驚喔！,tsng-lāi ê lâng nā khuànn-tio̍h lí tō kiann--ooh!,,
"Sep 1, 2018 01_47.wav",Sáng欲娶你？,Sáng beh tshuā--lí?,,
"Sep 1, 2018 01_48.wav",毋好閣講矣，,"M̄ hó koh kóng--ah,",,
"Sep 1, 2018 01_48.wav",氣死人。,khì-sí lâng.,,
"Sep 1, 2018 01_48.wav",喂，,"Eh,",,
"Sep 1, 2018 01_48.wav",出現矣！,tshut-hiān--ah!,,
"Sep 1, 2018 01_48.wav",行！,Kiânn!,,
"Sep 1, 2018 01_48.wav",啊！,Ah!,,
"Sep 1, 2018 01_48.wav",噓,噓,,
Audio 1_02-02.wav,對不住，,"Tuì-put-tsū,",,
Audio 1_02-02.wav,害你來受傷。,hāi lí lâi siū-siong.,,
Audio 1_02-04.wav,你毋通按呢講，,"Lí m̄-thang án-ne kóng,",,
Audio 1_02-04.wav,你入來坐一下，,"lí ji̍p-lâi tsē--tsi̍t-ē,",,
Audio 1_02-06.wav,好毋？,hó--m̄?,,
Audio 1_02-08.wav,我太愛你，,"guá thài ài--lí,",,
Audio 1_02-08.wav,所以才遮爾衝碰。,sóo-í tsiah tsiah-nī tshóng-pōng.,,
Audio 1_02-10.wav,有愛我就好。,Ū ài--guá tiō hó.,,
Audio 1_02-12.wav,翠翠，,"Tshuì-tshuì ,",,
Audio 1_02-12.wav,請你相信我。,tshiánn lí siong-sìn--guá.,,
Audio 1_02-14.wav,翠翠，,"Tshuì-tshuì ,",,
Audio 1_02-16.wav,啊，,"Ah,",,
Audio 1_02-18.wav,喂，,"Eh,",,
Audio 1_02-20.wav,阿爸。,A-pah.,,
Audio 1_02-22.wav,你共恁爸行甲遮暗，,"Lí kā lín-pē kiânn kah tsiah àm,",,
Audio 1_02-22.wav,去佗位？,khì tó-uī?,,
Audio 1_02-24.wav,講！,Kóng!,,
Audio 1_02-26.wav,喂，,"Eh,",,
Audio 1_02-28.wav,你佮彼个，,"Lí kah hit ê,",,
Audio 1_02-28.wav,無想講已經，,"bô siūnn-kóng í-king ,",,
Audio 1_02-30.wav,你佮彼个，,"Lí kah hit ê,",,
Audio 1_02-32.wav,無想講已經將你嫁予銅仔，,"bô siūnn-kóng í-king tsiong lí kè hōo Tâng-á ,",,
Audio 1_02-34.wav,無無無，,"bô bô bô,",,
Audio 1_02-34.wav,無共你教示袂用得！,bô kā lí kà-sī bē-īng-eh!,,
Audio 1_02-36.wav,後擺看你敢抑毋敢？,Āu-pái khuànn lí kánn ia̍h m̄ kánn?,,
Audio 1_02-38.wav,你足可惡你，,"Lí tsiok khónn-ònn lí,",,
Audio 1_02-38.wav,足可惡。,tsiok khónn-ònn.,,
Audio 1_02-40.wav,阿爸，,"A-pah,",,
Audio 1_02-42.wav,我、,"Guá,",,
Audio 1_02-44.wav,好，,"Hó,",,
Audio 1_02-46.wav,自今仔日起你就家己較小心咧，,"tsū kin-á-ji̍t khí lí tō ka-kī khah sió-sim--leh,",,
Audio 1_02-48.wav,你來到姑母的家內，,"lí lâi kàu koo-bió ê ka-lāi,",,
Audio 1_02-48.wav,開課，,"khai khò,",,
Audio 1_02-48.wav,你應該即時倒轉來臺北。,lí ing-kai tsik-sî tò-tńg--lâi Tâi-pak .,,
Audio 1_02-50.wav,我實在真毋願意離開你。,Guá si̍t-tsāi tsin m̄ guān-ì lī-khui--lí.,,
Audio 1_02-52.wav,我嘛是仝款，,"Guá mā sī kāng-khuán,",,
Audio 1_02-52.wav,但是，,"tān-sī,",,
Audio 1_02-52.wav,你的學業較要緊。,lí ê ha̍k-gia̍p khah iàu-kín.,,
Audio 1_02-54.wav,喔，,"Ooh,",,
Audio 1_02-54.wav,我若轉去臺北了後會隨時向阮老爸來提出咱的代誌，,"guá nā tńg-khì Tâi-pak liáu-āu ē suî-sî hiòng gún lāu-pē lâi the̍h-tshut lán ê tāi-tsì,",,
Audio 1_02-54.wav,你就毋免煩惱。,lí tiō m̄-bián huân-ló.,,
Audio 1_02-56.wav,你啥物時陣欲轉去臺北？,Lí siánn-mih sî-tsūn beh tńg-khì Tâi-pak ?,,
Audio 1_02-56.wav,我欲來去。,Guá beh lâi-khì.,,
Audio 1_02-58.wav,喂，,"Eh,",,
Audio 1_02-58.wav,交通遐爾不便，,"kau-thong hiah-nī put-piān,",,
Audio 1_02-58.wav,我想毋免啦。,guá siūnn m̄-bián--lah.,,
Audio 1_02-60.wav,我一定欲去車頭送你，,"Guá it-tīng beh khì tshia-thâu sàng--lí,",,
Audio 1_02-60.wav,我有講。,guá ū kóng.,,
Audio 1_02-62.wav,這馬嘛是仝款嘛，,"Tsit-má mā sī kāng-khuán--mah,",,
Audio 1_02-64.wav,阮老爸已經將我答應。,gún lāu-pē í-king tsiong guá tah-ìng.,,
Audio 1_02-66.wav,是怎樣是毋？,Sī tsuánn-iūnn sī--m̄?,,
Audio 1_02-68.wav,將你怎樣啦？,Tsiong lí tsuánn-iūnn--lah?,,
Audio 1_02-70.wav,猶是去車頭才共你講啦，,"Iah sī khì tshia-thâu tsiah kā lí kóng--lah,",,
Audio 1_02-70.wav,喔你欲坐幾點的車？,ooh lí beh tsē kuí tiám ê tshia?,,
Audio 1_02-72.wav,我欲坐ing暗高雄發的十點半的尾幫車。,Guá beh tsē ing-àm Ko-hiông huat ê tsa̍p tiám puànn ê bé-pang-tshia.,,
Audio 1_02-74.wav,喂，,"Eh,",,
Audio 1_02-74.wav,阿伯，,"a-peh,",,
Audio 1_02-76.wav,銅仔。,Tâng--á .,,
Audio 1_02-78.wav,阿伯仔。,a-peh--á.,,
Audio 1_02-78.wav,啥物代誌啊？,Siánn-mih tāi-tsì--ah?,,
Audio 1_02-80.wav,喂，,"Eh,",,
Audio 1_02-80.wav,阿伯，,"a-peh,",,
Audio 1_02-80.wav,來，,"lâi,",,
Audio 1_02-80.wav,我共你講，,"guá kā lí kóng,",,
Audio 1_02-80.wav,十點半的尾幫車。,Tsa̍p tiám puànn ê bé-pang-tshia.,,
Audio 1_02-82.wav,十點半的尾幫車？,tsa̍p tiám puànn ê bé-pang-tshia?,,
Audio 1_02-84.wav,Mh、,"Mh,",,
Audio 1_02-84.wav,mh。,mh.,,
Audio 1_02-84.wav,誠實有這號代誌？,Tsiânn-si̍t ū tsit-lō tāi-tsì?,,
Audio 1_02-86.wav,誠實歹查某囡仔！,Tsiânn-si̍t pháinn tsa-bóo gín-á!,,
Audio 1_02-86.wav,緊行啦！,kín kiânn--lah!,,
