Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
"Sep 1, 2018 01_15.wav",我是，,"guá sī,",,
"Sep 1, 2018 01_15.wav",免客氣，,"Bián kheh-khì,",,
"Sep 1, 2018 01_15.wav",請遐坐。,tshiánn hia tsuē.,,
"Sep 1, 2018 01_15.wav",我想欲。,guá siūnn beh.,,
"Sep 1, 2018 01_15.wav",哈哈哈，,"Ha ha ha,",,
"Sep 1, 2018 01_15.wav",毋免客氣。,m̄-bián kheh-khì.,,
"Sep 1, 2018 01_15.wav",先生，,"Sian-sinn,",,
"Sep 1, 2018 01_15.wav",Mh，,"Mh,",,
"Sep 1, 2018 01_16.wav",你甲有客兄，,"Lí kah ū kheh-hiann,",,
"Sep 1, 2018 01_16.wav",規氣予你去自由，,"kui-khì hōo lí khì tsū-iû,",,
"Sep 1, 2018 01_16.wav",即時共我出去，,"tsik-sî kā guá tshut-khì,",,
"Sep 1, 2018 01_16.wav",出去。,tshut-khì.,,
"Sep 1, 2018 01_16.wav",好矣啦。,Hó --ah --lah.,,
"Sep 1, 2018 01_16.wav",出去啦！,Tshut-khì --lah!,,
"Sep 1, 2018 01_16.wav",媽媽、,"má-mah,",,
"Sep 1, 2018 01_16.wav",恁這間是當時換頭家的，,"Lín tsit king sī tang-sî uānn thâu-ke --ê,",,
"Sep 1, 2018 01_16.wav",我哪會攏毋知影。,guá ná ē lóng m̄ tsai-iánn.,,
"Sep 1, 2018 01_16.wav",半個外月矣，,"Puànn kò guā ge̍h --ah,",,
"Sep 1, 2018 01_16.wav",頭家娘是 臺北 來的，,"thâu-ke-niû sī  Tâi-pak  lâi --ê,",,
"Sep 1, 2018 01_16.wav",伊做人真好。,i tsò-lâng tsin hó.,,
"Sep 1, 2018 01_16.wav",來坐，,"Lâi tsē,",,
"Sep 1, 2018 01_16.wav",來坐。,lâi tsē.,,
"Sep 1, 2018 01_17.wav",我頭一擺做這个生理，,"Guá thâu tsi̍t pái tsò tsit ê sing-lí,",,
"Sep 1, 2018 01_17.wav",若有啥物欠點抑是招待不周，,"nā ū siánn-mih khiàm tiám a̍h-sī tsiau-thāi-put-tsiu,",,
"Sep 1, 2018 01_17.wav",請多多指教唅。,tshiánn to-to tsí-kàu --hannh.,,
"Sep 1, 2018 01_17.wav",頭家娘，,"Thâu-ke-niû,",,
"Sep 1, 2018 01_17.wav",你哪會遐客氣nooh。,lí ná ē hiah kheh-khì --nooh.,,
"Sep 1, 2018 01_17.wav",啊這領洋裝足媠的，,"Ah tsit niá iûnn-tsong tsiok suí --ê,",,
"Sep 1, 2018 01_17.wav",借我看一下乎！,tsioh guá khuànn --tsi̍t-ē --honnh!,,
"Sep 1, 2018 01_17.wav",好、,"Hó,",,
"Sep 1, 2018 01_17.wav",好！,hó!,,
"Sep 1, 2018 01_17.wav",姊姊。,Tse--tseh.,,
"Sep 1, 2018 01_17.wav",秀娟 、,"Siù-kuan ,",,
"Sep 1, 2018 01_17.wav",鴻文 。,Hông-bûn .,,
"Sep 1, 2018 01_17.wav",唅？,Hannh?,,
"Sep 1, 2018 01_17.wav",太太走矣，,"Thài-thài tsáu --ah,",,
"Sep 1, 2018 01_17.wav",細姨錢拐咧綴人走矣。,sè-î tsînn kuái --leh tuè lâng tsáu --ah.,,
"Sep 1, 2018 01_17.wav",出來。,Tshut-lâi.,,
"Sep 1, 2018 01_17.wav",這个大漢tsa̋u 囝乎真可憐，,"Tsit ê tuā-hàn tsa̋u-kiánn --honnh tsin khó-liân,",,
"Sep 1, 2018 01_17.wav",遐爾細漢就閣愛育彼號細漢小妹。,hiah-nī sè-hàn tō koh ài io hit-lō sè-hàn sió-muē.,,
"Sep 1, 2018 01_17.wav",有錢的時陣乎，,"Ū-tsînn ê sî-tsūn --honnh,",,
"Sep 1, 2018 01_17.wav",就來揣姑娘，,"tō lâi tshuē koo-niû,",,
"Sep 1, 2018 01_17.wav",娶細姨啦。,tshuā suè-î --lah.,,
"Sep 1, 2018 01_17.wav",報應啦！,Pò-ìng --lah!,,
"Sep 1, 2018 01_17.wav",你按呢，,"Lí án-ne,",,
"Sep 1, 2018 01_17.wav",啊你閣問我講欲創啥貨，,"ah lí koh mn̄g guá kóng beh tshòng siánn-hè,",,
"Sep 1, 2018 01_17.wav",人咧？,lâng --leh?,,
"Sep 1, 2018 01_17.wav",哼，,"Hng,",,
"Sep 1, 2018 01_17.wav",我知喔，,"guá tsai --ooh,",,
"Sep 1, 2018 01_17.wav",照實講，,"tsiàu-si̍t kóng,",,
"Sep 1, 2018 01_17.wav",你是去貼著佗一个？,lí sī khì tah-tio̍h tueh tsi̍t ê?,,
"Sep 1, 2018 01_17.wav",你罵我痟豬母喔？,Lí mā guá siáu ti-bó --ooh?,,
"Sep 1, 2018 01_18.wav",呃，,"eh,",,
"Sep 1, 2018 01_18.wav",喔！,Ooh!,,
"Sep 1, 2018 01_18.wav",是按呢喔！,Sī án-ni --ooh!,,
"Sep 1, 2018 01_18.wav",人客，,"Lâng-kheh,",,
"Sep 1, 2018 01_18.wav",欲挃啥貨？,beh ti̍h siánn-hè?,,
"Sep 1, 2018 01_18.wav",小等咧，,"Sió-tán --eh,",,
"Sep 1, 2018 01_18.wav",喔，,"Ooh,",,
"Sep 1, 2018 01_18.wav",Mh！,Mh!,,
"Sep 1, 2018 01_18.wav",啊你的鞋！,ah lí ê ê!,,
"Sep 1, 2018 01_18.wav",八塊雞。,Pueh tè kue.,,
"Sep 1, 2018 01_18.wav",小馬 ，,"Sió-má ,",,
"Sep 1, 2018 01_18.wav",哼，,"Hngh,",,
"Sep 1, 2018 01_18.wav",享受的是你。,hiáng-siū ê sī lí.,,
"Sep 1, 2018 01_18.wav",今仔日，,"kin-á-li̍t,",,
"Sep 1, 2018 01_18.wav",哼，,"Hngh,",,
"Sep 1, 2018 01_18.wav",但是這陣，,"tān-sī tsit-tsūn,",,
"Sep 1, 2018 01_18.wav",按呢有夠看無！,Án-ne ū-kàu khuànn --bô!,,
"Sep 1, 2018 01_18.wav",嘿嘿嘿，,"Heh heh heh,",,
"Sep 1, 2018 01_18.wav",怎樣，,"tsáinn-iūnn,",,
"Sep 1, 2018 01_19.wav",喂，,"eh,",,
"Sep 1, 2018 01_19.wav",Mh。,Mh.,,
"Sep 1, 2018 01_19.wav",啊、,"Ah,",,
"Sep 1, 2018 01_19.wav",啊！,ah!,,
"Sep 1, 2018 01_19.wav",我的雞胿誠荏呢，,"Guá ê ke-kui tsiânn lám --neh,",,
"Sep 1, 2018 01_19.wav",你共彼个查某囡仔買。,lí kā hit ê tsa-bóo gín-á bué.,,
"Sep 1, 2018 01_19.wav",閣俗閣勇呢！,koh sio̍k koh ióng --neh!,,
"Sep 1, 2018 01_19.wav",嘿嘿嘿。,Heh heh heh.,,
"Sep 1, 2018 01_19.wav",喔！,Ooh!,,
"Sep 1, 2018 01_20.wav",免啦！,bián --lah!,,
"Sep 1, 2018 01_20.wav",你咧講啥？,lí leh kóng siánn?,,
"Sep 1, 2018 01_20.wav",無仝款。,bô kāng-khuán.,,
"Sep 1, 2018 01_20.wav",毋好啦！,M̄ hó --lah!,,
"Sep 1, 2018 01_20.wav",無要緊啦，,"Bô iàu-kín --lah,",,
"Sep 1, 2018 01_20.wav",喔喔惜惜惜！,ooh ooh sioh sioh sioh!,,
"Sep 1, 2018 01_20.wav",哎唷，,"Aih-ioh,",,
"Sep 1, 2018 01_20.wav",唅？,Hannh?,,
"Sep 1, 2018 01_20.wav",阿姆，,"A-ḿ,",,
"Sep 1, 2018 01_21.wav",這「雞胿順風飛」咧，,"tse “Ke-kui sūn-hong pe” --leh,",,
"Sep 1, 2018 01_21.wav",本姑娘。,pún koo-niû.,,
"Sep 1, 2018 01_21.wav",我咧弄獅頭啦，,"Guá teh lāng sai-thâu --lah,",,
"Sep 1, 2018 01_21.wav",恁去死啦。,Lín khì sí --lah.,,
"Sep 1, 2018 01_21.wav",嘿嘿嘿，,"Heh heh heh,",,
"Sep 1, 2018 01_21.wav",頇顢頇顢啦，,"han-bān han-bān --lah,",,
"Sep 1, 2018 01_21.wav",啊功夫啦，,"ah kang-hu --lah,",,
"Sep 1, 2018 01_22.wav",啊咱是厝邊呢，,"ah lán sī tshù-pinn --neh,",,
"Sep 1, 2018 01_22.wav",福來仔 兄，,"Hok-lâi-á  hiann,",,
"Sep 1, 2018 01_22.wav",喔，,"Ooh,",,
"Sep 1, 2018 01_22.wav",阿伯，,"A-peh,",,
"Sep 1, 2018 01_22.wav",Mh？,Mh?,,
"Sep 1, 2018 01_22.wav",喂，,"Eh,",,
"Sep 1, 2018 01_22.wav",志明仔 ，,"Tsì-bîng--á ,",,
"Sep 1, 2018 01_22.wav",嘿嘿，,"heh heh,",,
"Sep 1, 2018 01_22.wav",喔！,ooh!,,
"Sep 1, 2018 01_22.wav",啊，,"Ah,",,
"Sep 1, 2018 01_22.wav",來！,lâi!,,
"Sep 1, 2018 01_22.wav",我會攑啦！,guá ē gia̍h --lah!,,
"Sep 1, 2018 01_22.wav",嘿，,"Hennh,",,
"Sep 1, 2018 01_22.wav",黃 先生啊，,"N̂g  --sian-sinn --ah,",,
"Sep 1, 2018 01_22.wav",阿姆，,"A-ḿ,",,
"Sep 1, 2018 01_22.wav",佮阮食！,kah gún tsia̍h!,,
"Sep 1, 2018 01_22.wav",好好好，,"hó hó hó,",,
"Sep 1, 2018 01_22.wav",福來仔 ，,"Hok-lâi--á ,",,
"Sep 1, 2018 01_22.wav",我先失禮喔！,guá sing sit-lé --ooh!,,
"Sep 1, 2018 01_22.wav",彼燒酒佮肉毋就攏提轉去講！,he sio-tsiú kah bah m̄ tō lóng the̍h --tńg-khì kóng!,,
"Sep 1, 2018 01_22.wav",Mh？,Mh?,,
"Sep 1, 2018 01_22.wav",啊今咱家己的人，,"Ah tann lán ka-tī ê lâng,",,
"Sep 1, 2018 01_22.wav",好。,Hó.,,
"Sep 1, 2018 01_22.wav",啊，,"Ah,",,
"Sep 1, 2018 01_22.wav",我先來去唅！,guá sing lâi-khì --hannh!,,
"Sep 1, 2018 01_22.wav",足歹勢啦！,tsiok pháinn-sè --lah!,,
"Sep 1, 2018 01_22.wav",喂，,"Eh,",,
"Sep 1, 2018 01_23.wav",煞袂記得講我一个腹肚枵甲,suah bē-kì-eh kóng guá tsi̍t ê pak-tóo iau kah,,
"Sep 1, 2018 01_23.wav",敢若乎過暝的雞胿仔咧，,"kánn-ná --honnh kè-mî ê ke-kui-á --leh,",,
"Sep 1, 2018 01_23.wav",啊恁嘛好轉去食暗矣呢。,"Ah lín mā hó tńg-khì tsia̍h-àm --ah --neh,",,
"Sep 1, 2018 01_23.wav",喂，,"Ueh,",,
"Sep 1, 2018 01_23.wav",今轉來矣、,"tann tńg--lâi --ah,",,
"Sep 1, 2018 01_23.wav",轉來矣。,tńg--lâi --ah.,,
"Sep 1, 2018 01_23.wav",你做生理轉來矣，,"lí tsuè sing-lí tńg--lâi --ah,",,
"Sep 1, 2018 01_23.wav",Mh？,Mh?,,
"Sep 1, 2018 01_23.wav",你讀書這馬才轉來喔？,Lí tha̍k-tsu tsit-má tsiah tńg--lâi --ooh?,,
"Sep 1, 2018 01_23.wav",去賣獎券啦。,Khì buē tsióng-kuàn --lah.,,
"Sep 1, 2018 01_23.wav",啊？,Ah?,,
"Sep 1, 2018 01_23.wav",唅？,Hannh?,,
"Sep 1, 2018 01_23.wav",賣獎券？,Buē tsióng-kuàn?,,
"Sep 1, 2018 01_23.wav",阿伯、,"A-peh,",,
"Sep 1, 2018 01_23.wav",阿姆，,"a-ḿ,",,
"Sep 1, 2018 01_23.wav",我欲來煮飯矣。,guá beh lâi tsú-pn̄g --ah.,,
"Sep 1, 2018 01_23.wav",喔喔，,"Ooh ooh,",,
"Sep 1, 2018 01_23.wav",好。,hó.,,
"Sep 1, 2018 01_23.wav",嘿，,"Heh,",,
"Sep 1, 2018 01_23.wav",遮細漢就遮骨力。,tsiah suè-hàn tō tsiah kut-la̍t.,,
"Sep 1, 2018 01_23.wav",咱緊轉來食飯啦。,Lán kín tńg--lâi tsia̍h-pn̄g --lah.,,
"Sep 1, 2018 01_23.wav",搖喔搖搖搖。,Iô --ooh iô iô iô.,,
"Sep 1, 2018 01_24.wav",鴻文 啊，,"Hông-bûn  --ah,",,
"Sep 1, 2018 01_24.wav",恁姊姊轉來矣呢。,lín tse--tseh tńg--lâi --ah --neh.,,
"Sep 1, 2018 01_24.wav",阮姊姊轉來矣。,Guán tse--tseh tńg--lâi --ah.,,
"Sep 1, 2018 01_24.wav",今咱兩个結婚遮爾久，,"tann lán nn̄g ê kiat-hun tsiah-nī kú,",,
"Sep 1, 2018 01_25.wav",啊連啥生一隻虼蚻就無啦，,"ah liân siánn sinn tsi̍t tsiah ka-tsua̍h tō bô --lah,",,
"Sep 1, 2018 01_25.wav",啊in一下搬來乎，,"ah in tsi̍t-ē puann --lâi --honnh,",,
"Sep 1, 2018 01_25.wav",秀娟 佮 鴻文仔 閣真有咱的緣呢，,"Siù-kuan  kah  Hông-bûn--á  koh tsin ū lán ê iân --neh,",,
"Sep 1, 2018 01_25.wav",啊人我買一塊肉就是欲提來去予in食的啦。,ah lâng guá bué tsi̍t tè bah tō sī beh the̍h lâi-khì hōo in tsia̍h --ê --lah.,,
"Sep 1, 2018 01_26.wav",你這馬代誌哪毋免冗早共我講。,Lí tsit-má tāi-tsì ná m̄-bián liōng-tsá kā guá kóng.,,
"Sep 1, 2018 01_26.wav",啊我這陣共你講，,"Ah guá tsit-tsūn kā lí kóng,",,
"Sep 1, 2018 01_26.wav",你就咧大細聲矣，,"lí tō leh tuā-suè-siann --ah,",,
"Sep 1, 2018 01_26.wav",會堪得冗早講。,ē kham-eh liōng-tsá kóng.,,
"Sep 1, 2018 01_26.wav",你！,lí!,,
"Sep 1, 2018 01_26.wav",謼，,"Hooh,",,
"Sep 1, 2018 01_26.wav",按呢啦、,"án-ni --lah,",,
"Sep 1, 2018 01_26.wav",按呢啦，,"án-ni--lah,",,
"Sep 1, 2018 01_26.wav",哼。,hngh.,,
"Sep 1, 2018 01_26.wav",我買這个創啥貨？,Guá bé tsit ê tshòng siánn-hè?,,
"Sep 1, 2018 01_27.wav",啊，,"Ah,",,
"Sep 1, 2018 01_27.wav",我知啦，,"guá tsai --lah,",,
"Sep 1, 2018 01_27.wav",你早起時仔貧惰起來起火，,"lí tsái-khí-sî-á pîn-tuānn khí-lâi khí-hé,",,
"Sep 1, 2018 01_27.wav",洗米，,"sué bí,",,
"Sep 1, 2018 01_27.wav",煮糜予我食，,"tsír bê hōo guá tsia̍h,",,
"Sep 1, 2018 01_27.wav",所以泡牛奶欲予我配麵包的啦。,sóo-í phàu gû-ni beh hōo guá phè mī-pau ê --lah.,,
"Sep 1, 2018 01_28.wav",食你欲食啦，,"Tsia̍h lí beh tsia̍h --lah,",,
"Sep 1, 2018 01_29.wav",你若閣減二、三十歲仔乎，,"lí nā koh kiám lī, sann-tsa̍p huè--á --honnh,",,
"Sep 1, 2018 01_29.wav",我才泡予你食。,guá tsiah phàu hōo lí tsia̍h.,,
"Sep 1, 2018 01_30.wav",我閣減二、三十歲，,"Guá koh kiám lī, sann-tsa̍p hè,",,
"Sep 1, 2018 01_30.wav",啊毋賰一球仔，,"ah m̄ tshun tsi̍t kiû-á,",,
"Sep 1, 2018 01_30.wav",喔，,"ooh,",,
"Sep 1, 2018 01_30.wav",按呢我知，,"án-ni guá tsai,",,
"Sep 1, 2018 01_30.wav",你欲買予 秀娟 in小妹仔食的，,"lí beh bé hōo  Siù-kuan  in sió-bē-á tsia̍h --ê,",,
"Sep 1, 2018 01_30.wav",著毋？,tio̍h --m̄?,,
"Sep 1, 2018 01_30.wav",Mh！,Mh!,,
"Sep 1, 2018 01_30.wav",我是看 秀娟 in老爸揣的頭路攏是臨時工，,"guá sī khuànn  Siù-kuan  in lāu-pē tshuē ê thâu-lōo lóng sī lîm-sî-kang,",,
"Sep 1, 2018 01_30.wav",閣三做四歇睏，,"koh sann tsò sì hioh-khùn,",,
"Sep 1, 2018 01_30.wav",定定看in彼个細漢的佇咧共飼泔，,"tiānn-tiānn khuànn in hit ê sè-hàn--ê tī-leh kā tshī ám,",,
"Sep 1, 2018 01_30.wav",我拄才閣聽伊哭袂恬喔，,"guá tú-tsiah koh thiann i khàu buē tiām --ooh,",,
"Sep 1, 2018 01_30.wav",毋才乎，,"m̄-tsiah --honnh,",,
"Sep 1, 2018 01_30.wav",走去買一罐欲予伊。,tsáu khì bé tsi̍t kuàn beh hōo --i.,,
"Sep 1, 2018 01_31.wav",啊，,"Ah,",,
"Sep 1, 2018 01_31.wav",按呢我緊提來去予伊。,án-ni guá kín the̍h lâi khì hōo --i.,,
"Sep 1, 2018 01_31.wav",喂，,"Eh,",,
"Sep 1, 2018 01_31.wav",小等咧，,"sió-tán --leh,",,
"Sep 1, 2018 01_31.wav",我想著矣啦，,"guá siūnn-tio̍h --ah --lah,",,
"Sep 1, 2018 01_31.wav",你這馬若提去予 秀娟 乎，,"lí tsit-má nā the̍h-khì hōo  Siù-kuan  --honnh,",,
"Sep 1, 2018 01_31.wav",伊絕對毋共咱提的啦，,"i tsua̍t-tuì m̄ kā lán the̍h --ê --lah,",,
"Sep 1, 2018 01_31.wav",等候in爸爸轉來咱才提予伊。,tán-hāu in pá-pah tńg--lâi lán tsiah the̍h hōo --i.,,
"Sep 1, 2018 01_31.wav",Mh，,"Mh,",,
"Sep 1, 2018 01_31.wav",這步嘛無通，,"tsit pōo mā bô thong,",,
"Sep 1, 2018 01_31.wav",會去剋著人的意思。,ē khì khik-tio̍h lâng ê ì-sù.,,
"Sep 1, 2018 01_31.wav",唅，,"Hannh,",,
"Sep 1, 2018 01_31.wav",按呢欲按怎？,án-ne beh án-tsuánn?,,
"Sep 1, 2018 01_32.wav",肉若煮熟乎，,"bah nā tsú-si̍k --honnh,",,
"Sep 1, 2018 01_32.wav",捀來去予in，,"phâng lâi-khì hōo --in,",,
"Sep 1, 2018 01_32.wav",按呢意思就無仝款矣呢。,án-ne ì-sù tō bô kāng-khuán --ah --neh.,,
"Sep 1, 2018 01_32.wav",按呢嘛無通，,"án-ni mā bô thong,",,
"Sep 1, 2018 01_32.wav",啊就無代無誌提物件欲去予人，,"ah tō bô-tāi-bô-tsì the̍h mn̍gh-kiānn beh khì hōo --lâng,",,
"Sep 1, 2018 01_32.wav",按呢嘛袂用得呢。,án-ni mā buē-īng-eh --neh.,,
"Sep 1, 2018 01_32.wav",啊你去死啦。,Ah lí khì-sí --lah.,,
"Sep 1, 2018 01_32.wav",啊你這步也無通，,"ah lí tsit pōo ā bô thong,",,
"Sep 1, 2018 01_32.wav",彼步也無通，,"hit pōo ā bô thong,",,
"Sep 1, 2018 01_32.wav",抑無是欲啥步啊？,ah-bô sī beh siánn pōo --ah?,,
"Sep 1, 2018 01_32.wav",啊欲啥步。,Ah beh siánn pōo.,,
"Sep 1, 2018 01_32.wav",啊，,"Ah,",,
"Sep 1, 2018 01_32.wav",有矣。,ū --ah.,,
"Sep 1, 2018 01_32.wav",這般這般。,tsit-puann tsit-puann.,,
"Sep 1, 2018 01_8.wav",多謝！,To-siā!,,
"Sep 1, 2018 01_8.wav",爸爸，,"pá-pah,",,
"Sep 1, 2018 01_8.wav",鴻文 ！,Hông-bûn !,,
"Sep 1, 2018 01_8.wav",鴻文 ！,Hông-bûn !,,
"Sep 1, 2018 01_8.wav",志明 ，,"Tsì-bîng ,",,
"Sep 1, 2018 01_8.wav",秀珠 ，,"Siù-tsu ,",,
"Sep 1, 2018 01_8.wav",媽媽轉來矣，,"má-mah tńg--lâi --ah,",,
"Sep 1, 2018 01_8.wav",妹妹，,"Me--meh,",,
"Sep 1, 2018 01_8.wav",媽媽轉來矣，,"má-mah tńg--lâi --ah,",,
"Sep 1, 2018 01_8.wav",志明 。,Tsì-bîng .,,
"Sep 1, 2018 01_8.wav",我實在對你真不住。,guá si̍t-tsāi tuì lí tsin put-tsū.,,
"Sep 1, 2018 01_8.wav",啊，,"Ah,",,
"Sep 1, 2018 01_8.wav",有影無？,ū-iánn --bô?,,
"Sep 1, 2018 01_8.wav",風波喔！,hong-pho --ooh!,,
"Sep 1, 2018 01_8.wav",誠好，,Tsiânn hó!,,
"Sep 1, 2018 01_9.wav",時間若配合無拄好，,"Sî-kan nā phuè-ha̍p bô tú-hó,",,
"Sep 1, 2018 01_9.wav",一切就變成水泡。,it-tshè tō piàn-sîng tsuí-phau.,,
"Sep 1, 2018 01_9.wav",哪著交代。,Ná tio̍h kau-tài.,,
"Sep 1, 2018 01_9.wav",搖啊搖。,Iô --ah iô.,,
"Sep 1, 2018 01_9.wav",奶母。,Ni-bú.,,
"Sep 1, 2018 01_9.wav",唅？,Hannh?,,
"Sep 1, 2018 01_9.wav",阮媽媽咧？,Gún má-mah --leh?,,
"Sep 1, 2018 01_9.wav",媽媽人艱苦，,"má-mah lâng kan-khóo,",,
