Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
Dia042.wav,乎！,honnh!,,
Dia043.wav,啊 榮燦 啊，,"ah  Îng-tshàn  --ah,",,
Dia043.wav,你坐遮、你坐遮，,"lí tsē tsia, lí tsē tsia,",,
Dia044.wav,啊恁坐做伙乎，,"ah lín tsē tsò-hué --honnh,",,
Dia045.wav,阿好 姆仔，,"A-hó  ḿ--á,",,
Dia045.wav,多謝啊！,to-siā --ah!,,
Dia046.wav,啊 牡丹 啊！,Ah  Bóo-tan  --ah!,,
Dia046.wav,這阮做兵仝梯的 榮燦仔 啦，,"Tse gún tsò-ping kāng-the ê  Îng-tshàn--á  --lah,",,
Dia047.wav,啊伊就交予你照顧乎，,"ah i tō kau hōo lí tsiàu-kòo --honnh,",,
Dia048.wav,啊我閣來招呼人客啦，,"ah guá koh lâi tsio-hoo lâng-kheh --lah,",,
Dia049.wav,啊伊就交予你照顧乎，,"ah i tō kau hōo lí tsiàu-kòo --honnh,",,
Dia050.wav,啊我閣來招呼人客啦乎，,"ah guá koh lâi tsio-hoo lâng-kheh --lah --honnh,",,
Dia051.wav,哈哈。,ha ha.,,
Dia052.wav,淑娟仔，,"Siok-kuan--á,",,
Dia052.wav,啊你、你哪坐這桌啦！,"ah lí, lí ná tsē tsit toh --lah!",,
Dia052.wav,我一个查某人，,"Guá tsi̍t ê tsa-bóo-lâng,",,
Dia052.wav,哪有需要人照顧啦，,"ná ū su-iàu lâng tsiàu-kòo --lah,",,
Dia053.wav,來，,"lâi,",,
Dia054.wav,喂，,Eh!,,
Dia054.wav,阿好 姆！,A-hó  ḿ!,,
Dia055.wav,免客氣，,"Bián kheh-khì,",,
Dia056.wav,阿姨！,"a-î,",,
Dia056.wav,我來，,"guá lâi,",,
Dia057.wav,你好！,Lí hó!,,
Dia058.wav,緊食啊！,Kín tsia̍h --ah!,,
Dia058.wav,莫客氣啦！,Mài kheh-khì --lah!,,
Dia058.wav,乎，,"Honnh,",,
Dia058.wav,來來來，,"lâi lâi lâi,",,
Dia058.wav,趁燒食、趁燒食，,"thàn sio tsia̍h, thàn sio tsia̍h,",,
Dia059.wav,多謝乎！,To-siā --honnh!,,
Dia060.wav,我家己來就會使矣！,Guá ka-kī lâi tō ē-sái --ah!,,
Dia061.wav,喔好！,Ooh hó!,,
Dia061.wav,免客氣、免客氣，,"Bián kheh-khì, bián kheh-khì!",,
Dia062.wav,我佮 萬財 乎，,"Guá kah  Bān-tsâi  --honnh,",,
Dia062.wav,做兵的時陣是仝梯的啦！,tsò-ping ê sî-tsūn sī kāng the --ê --lah!,,
Dia063.wav,逐工咧黏做伙，,"Ta̍k kang leh liâm tsò-hué,",,
Dia063.wav,你嘛親像 萬財 的小妹仔，,"lí mā tshin-tshiūnn  Bān-tsâi  ê sió-muē-á,",,
Dia064.wav,牽牽咧乎，,"khan-khan-eh --honnh,",,
Dia064.wav,逐家攏一家伙仔啊！,ta̍k-ke lóng tsi̍t-ke-hué-á --ah!,,
Dia065.wav,哈哈！,ha ha!,,
Dia066.wav,喂，,"eh,",,
Dia066.wav,你住址予我！,lí tsū-tsí hōo --guá!,,
Dia067.wav,喂，,"eh,",,
Dia067.wav,你住址予我！,lí tsū-tsí hōo --guá!,,
Dia068.wav,彼相片啊，,"he siòng-phìnn --ah,",,
Dia068.wav,我愛寄予你啊！,guá ài kià hōo lí --ah!,,
Dia069.wav,寄予 萬財 遐就會使矣！,Kià hōo  Bān-tsâi  hia tō ē-sái --ah!,,
Dia070.wav,寄予我嘛仝款啦！,Kià hōo --guá mā kāng-khuán --lah!,,
Dia071.wav,五福村 二十六號。,Ngóo-hok tshun  jī-tsa̍p-la̍k hō.,,
Dia072.wav,你看起來足瘦的，,"lí khuànn --khí-lâi tsiok sán --ê,",,
