Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
,看著in埕裡種的時計果開的花，,"khuànn-tio̍h in tiânn--lí tsìng ê sî-kè-kó khui ê hue,"
,佮細漢阿母講的山葡萄真成，,"kah sè-hàn a-bú kóng ê suann-phû-tô tsin sîng,"
,原來時計果就是華語講的#「百香果」#，,"guân-lâi sî-kè-kó tō sī Huâ-gí kóng --ê #「百香果」#,"
,到彼陣才知影山葡萄毋是葡萄！,kàu hit-tsūn tsiah tsai-iánn suann-phû-tô m̄ sī phû-tô!
,阮丈公佇街裡有開一間漢藥店，,"Guán tiūnn-kong tī ke--lí ū khui tsi̍t king hàn-io̍h-tiàm,"
,逐工便若放學行對遐過，,"ta̍k kang piān-nā pàng-o̍h kiânn uì hia kuè,"
,較好喙咧行入去共叫一聲：「丈公！」,khah hó-tshuì --leh kiânn --ji̍p-khì kā kiò tsi̍t siann: “Tiūnn-kong!”
,伊就會捎幾片仔甘草予阮含，,"i tō ē sa kuí-phìnn-á kam-tshó hōo guán kâm,"
,這个時陣，,"tsit ê sî-tsūn,"
,阮就規喙攏是甘甜的喙瀾，,"guán tō kui tshuì lóng sī kam-tinn ê tshuì-nuā,"
,予阮感覺有夠幸福的！,hōo guán kám-kak ū-kàu hīng-hok--ê!
