Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
,你叫#阿富仔#駛車去辦公室的,lí kiò #A-hù-á# sái-tshia khì pān-kong-sik ê
,正手爿的後尾門等我，,"tsiànn-tshiú-pîng ê āu-bué-mn̂g tán --guá,"
,順紲通知#廖#總幹事下晡替我共,sūn-suà thong-ti #Liāu# tsóng-kàn-sū ē-poo thè guá kā
,屏東來的進香團#あいさつ#(a̋i-sat-tsuh)一下，,"Pîn-tong lâi ê tsìn-hiunn-thuân #あいさつ#(a̋i-sat-tsuh) --tsi̍t-ē,"
,猶閣有……,iáu-koh ū...
,下晡有#一#个去附近的#茄苳#國小,ē-poo ū #tsi̍t# ê khì hù-kīn ê #Ka-tang# kok-sió
,捐獎學金的儀式，,"kuan tsióng-ha̍k-kim ê gî-sik,"
,你替我去，,"lí  thè guá khì,"
,你就共#陳#校長佮家長會#鄭#會長,lí tō kā #Tân# hāu-tiúnn kah ka-tiúnn-huē #Tēnn# huē-tiúnn
,講我臨時有重要的代誌愛處理，,"kóng guá lîm-sî ū tiōng-iàu ê tāi-tsì ài tshú-lí,"
,後回才去共會失禮！」,āu huê tsiah khì kā huē-sit-lé!”
,聽著#蔡#局長講有重要的代誌欲親身共伊講，,"Thiann-tio̍h #Tshuà# kio̍k-tiúnn kóng ū tiōng-iàu ê tāi-tsì beh tshin-sin kā i kóng,"
,#春平仔#規身軀的神經線隨絞絚起來，,"#Tshun-pîng--á# kui-sin-khu ê sîn-king-suànn suî ká ân --khí-lâi,"
,以伊佮#蔡#局長的交情，,"í i kah #Tshuà# kio̍k-tiúnn ê kau-tsîng,"
,代誌一定真大條才會趕欲揣伊。,tāi-tsì it-tīng tsin tuā-tiâu tsiah ē kuánn beh tshuē --i.
