Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
,伊學科題目都猶未看清楚咧，,"i ha̍k-kho tê-bo̍k to iáu-buē khuànn tshing-tshó --leh,"
,真濟少年仔十五分鐘內就交矣。,tsin tsē siàu-liân-á tsa̍p-gōo hun-tsing lāi tō kau --ah.
,紲落去考術科的時，,"Suà --lo̍h-khì khó su̍t-kho ê sî,"
,彼寡少年仔揤字盤有夠緊，,"hit kuá siáu-liân-á tshi̍h jī-puânn ū-kàu kín,"
,伊嘛去予拍生驚著。,i mā khì hōo phah-tshenn-kiann--tio̍h.
,佇參加乙級電腦技術士的時，,"Tī tsham-ka it kip tiān-náu ki-su̍t-sū ê sî,"
,監考老師閣對伊講：「考生家長請離開教室，,"kàm-khó lāu-su koh tuì i kóng: “Khó-sing ka-tiúnn tshiánn lī-khui kàu-sik,"
,請你去外口等。」,tshiánn lí khì guā-kháu tán.”
,害伊歹勢甲！,Hāi i pháinn-sè kah!
,自九十八年開始，,"Tsū káu-tsa̍p-peh nî khai-sí,"
,雖罔歲頭有矣，,"sui-bóng huè-thâu ū --ah,"
,毋過伊嘛真巴結，,"m̄-koh i mā tsin pa-kiat,"
,一路過關。,tsi̍t-lōo kuè-kuan.
,頭尾三冬，,"Thâu-bué sann tang,"
,總共提著二十張電腦證照，,"tsóng-kiōng the̍h-tio̍h jī-tsa̍p tiunn tiān-náu tsìng-tsiàu,"
,變甲誠專業，,"piàn kah tsiânn tsuan-gia̍p,"
,規个人充滿自信，,"kui-ê lâng tshiong-buán tsū-sìn,"
,行路都有風。,kiânn-lōo to ū hong.
,工商日報佇一百年八月有做專訪，,"Kang-siong ji̍t-pò tī tsi̍t-pah nî peh--gue̍h ū tsò tsuan-hóng,"
,報導伊認真學習，,"pò-tō i jīn-tsin ha̍k-si̍p,"
,毋驚失敗的故事，,"m̄ kiann sit-pāi ê kòo-sū,"
,鼓舞真濟人。,kóo-bú tsin tsē lâng.
,同事攏共伊呵咾，,"Tông-sū lóng kā i o-ló,"
,嘛綴伊的跤步，,"mā tuè i ê kha-pōo,"
,互相勉勵，,"hōo-siong bián-lē,"
,食一歲、學一歲，,"tsia̍h tsi̍t huè, o̍h tsi̍t huè,"
,享受終身學習的快樂。,hiáng-siū tsiong-sin ha̍k-si̍p ê khuài-lo̍k.
