Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
,攑頭一下看，,"gia̍h-thâu tsi̍t-ē khuànn,"
,樹仔頂的葉仔有影落甲欲了矣。,tshiū-á-tíng ê hio̍h-á ū-iánn lak kah beh liáu --ah.
,我徙過來、行過去，,"Guá suá kuè-lâi, kiânn kuè-khì,"
,彼條索仔予我袂當揣著焦鬆的所在通徛。,hit tiâu soh-á hōo guá bē-tàng tshuē-tio̍h ta-sang ê sóo-tsāi thang khiā.
,我足寒的，,"Guá tsiok kuânn --ê,"
,嘛足想阿母的。,mā tsiok siūnn a-bú --ê.
,無偌久，,"Bô-guā-kú,"
,有一个縛毛尾仔、揹一个粉紅仔冊揹仔的查某囡仔行來我的身軀邊，,"ū tsi̍t ê pa̍k mn̂g-bué-á, phāinn tsi̍t ê hún-âng-á tsheh-phāinn-á ê tsa-bóo gín-á kiânn lâi guá ê sin-khu-pinn,"
,跍落來摸我的頭。,khû lo̍h-lâi bong guá ê thâu.
,伊陪我耍一睏仔，,"I puê guá sńg tsi̍t-khùn-á,"
,就隨徛起來，,"tō suî khiā --khí-lâi,"
,行對人行道彼爿去，,"kiânn uì jîn-hîng-tō hit-pîng khì,"
,閣不時越頭來看我。,koh put-sî ua̍t-thâu lâi khuànn --guá.
,自按呢，,"Tsū-án-ne,"
,我定定看著這个查某囡仔行對我遮過，,"guá tiānn-tiānn khuànn-tio̍h tsit ê tsa-bóo gín-á kiânn uì guá tsia kuè,"
,伊嘛攏會停落來佮我耍一下仔才離開。,i mā lóng ē thîng --lo̍h-lâi kah guá sńg tsi̍t-ē-á tsiah lī-khui.
,尾仔我才知影，,"Bué--á guá tsiah tsai-iánn,"
,伊是附近一間學校的小學生。,i sī hù-kīn tsi̍t king ha̍k-hāu ê sió-ha̍k-sing.
,我的主人毋知是良心發現，,"Guá ê tsú-lâng m̄ tsai sī liông-sim huat-hiān,"
,抑是聽著我逐暝寒甲哼哼叫。,ia̍h-sī thiann-tio̍h guá ta̍k mê kuânn kah hainn-hainn-kiò.
,總算佇一擺寒流來進前，,"Tsóng-sǹg tī tsi̍t pái hân-liû lâi tsìn-tsîng,"
,替我釘一跤狗籠仔，,"thè guá tìng tsi̍t kha káu láng-á,"
,予我有一个睏會落眠的所在。,hōo guá ū tsi̍t ê khùn ē lo̍h-bîn ê sóo-tsāi.
,雖然我覕佇籠仔內，,"Sui-jiân guá bih tī láng-á-lāi,"
,毋過逐早起，,"m̄-koh ta̍k tsá-khí,"
,我攏會聽著彼个查某囡仔咧叫我：,guá lóng ē thiann-tio̍h hit ê tsa-bóo gín-á teh kiò --guá:
,「烏mà-mà。」,“Oo-mà-mà.”
,我就隨精神，,"guá tō suî tsing-sîn,"
,一直共搖尾，,"it-ti̍t kā iô bué,"
,一直舐伊的手。,it-ti̍t tsīnn i ê tshiú.
,我足愛伊佮我講話，,"Guá tsiok ài i kah guá kóng-uē,"
,摸我的耳仔佮下頦，,"bong guá ê hīnn-á kah ē-hâi,"
,因為按呢我才有予人惜、得人疼的感覺。,"in-uī án-ne guá tsiah ū hōo lâng sioh, tik lâng thiànn ê kám-kak."
,一段日子了後，,"Tsi̍t tuānn ji̍t-tsí liáu-āu,"
,彼个查某囡仔煞無閣再出現，,"hit ê tsa-bóo gín-á suah bô koh-tsài tshut-hiān,"
,我的孤單，,"guá ê koo-tuann,"
,化做一聲一聲的「啊嗚──啊嗚──。」,huà-tsò tsi̍t siann tsi̍t siann ê “Ah onn──ah onn──.”
,煞予主人罵講：,suah hōo tsú-lâng mē kóng:
,「予你籠仔睏，予你飼料食，猶閣烏白喈。」,"“Hōo lí láng-á khùn, hōo lí tshī-liāu tsia̍h, iáu-koh oo-pe̍h kainn. ”"
,我掠主人金金看，,"Guá lia̍h tsú-lâng kim-kim-khuànn,"
,閣再「啊嗚──。」,koh-tsài “Ah onn──.”
