Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
"Oct 7, 2018_15.wav",「搭配」這个詞，台語閣會使講「參佮」、「照佮」、「sann佮」、「配搭」、...等等，毋過為著佮華語詞對應，所以採用「搭配」。,"""Tah-phuè"" tsit ê sû, Tâi-gí koh ē-sái kóng ""tsham-kah"", ""tsiàu-kah"", ""sann-kah"", ""phuè-tah"",... tíng-tíng, m̄-koh uī-tio̍h kah Huâ-gí-sû tuì-ìng, sóo-í tshái-iōng ""tah-phuè"".",,
"Oct 7, 2018_16.wav",語料庫就是囥語言材料的倉庫，伊會使講是人類所講、所寫的語言文字的一个樣本，,"Gí-liāu-khòo tō-sī khǹg gí-giân tsâi-liāu ê tshng-khòo, i ē-sái kóng sī jîn-luī sóo kóng, sóo siá ê gí-giân bûn-jī ê tsi̍t ê iūnn-pún,",,
"Oct 7, 2018_17.wav",透過這个樣本，咱通透過語料庫了解這个語言、文字的使用情形。,"Thàu-kuè tsit ê iūnn-pún, lán thang thàu-kuè gí-liāu-khòo liáu-kái tsit ê gí-giân, bûn-jī ê sú-iōng tsîng-hîng.",,
"Oct 7, 2018_18.wav",二十世紀六空年代，英文的語料庫開始建立。,"Jī-tsa̍p sè-kí lio̍k khòng nî-tāi, Ing-bûn ê gí-liāu-khòo khai-sí kiàn-li̍p.",二十世紀60年代，英文的語料庫開始建立。,
"Oct 7, 2018_19.wav",九空年代，華文的資料庫嘛開始佇台灣、中國等所在建立。,"Kiú khòng nî-tāi, Huâ-bûn ê tsu-liāu-khòo mā khai-sí tī Tâi-uân, Tiong-kok tíng sóo-tsāi kiàn-li̍p.",,
"Oct 7, 2018_20.wav",台文的起步較晏，一直到這世紀（二十一世紀）才開始。,"Tâi-bûn ê khí-pōo khah uànn, it-ti̍t kàu tsit sè-kí (jī-tsa̍p-it sè-kí) tsiah khai-sí.",台文的起步較晏，一直到這世紀（21世紀）才開始。,
"Oct 7, 2018_21.wav",對強勢語言來講，語料庫的建立代表這个語言的重要性，因為建立了後會帶動這个語言的相關研究，嘛宣示伊佇學術界的地位；,"Tuì kiông-sè gí-giân lâi kóng, gí-liāu-khòo ê kiàn-li̍p tāi-piáu tsit ê gí-giân ê tiōng-iàu-sìng, in-uī kiàn-li̍p liáu-āu ē tài-tōng tsit ê gí-giân ê siong-kuan gián-kiù, mā suan-sī i tī ha̍k-su̍t-kài ê tē-uī;",,
"Oct 7, 2018_22.wav",對弱勢語言來講，語料庫的建立是這个語言欲復興的一个重要基礎，因為有利用著主導世界的電腦科技，而且有機會予這个語言佮其它的強勢語言做連結。,"tuì jio̍k-sè gí-giân lâi kóng, gí-liāu-khòo ê kiàn-li̍p sī tsit ê gí-giân beh ho̍k-hing ê tsi̍t ê tiōng-iàu ki-tshóo, in-uī ū lī-iōng tio̍h tsú-tō sè-kài ê tiān-náu kho-ki, jî-tshiánn ū ki-huē hōo tsit ê gí-giân kah kî-tha ê kiông-sè gí-giân tsò liân-kiat.",,
"Oct 7, 2018_23.wav",語料庫的應用研究有誠濟，佇遮，阮針對語文教學的語詞搭配做較詳細的探討。,"Gí-liāu-khòo ê ìng-iōng gián-kiù ū tsiânn tsē, tī tsia, gún tsiam-tuì gí-bûn kàu-ha̍k ê gí-sû tah-phuè tsò khah siông-sè ê thàm-thó.",,
"Oct 7, 2018_24.wav",語詞搭配(collocation) 就是「語詞用會當預測的方式組合做伙的方式」，嘛有人講是「仝一个文本內底，佇真近的所在共同出現的兩个抑是兩个以上的語詞」。,"Gí-sû tah-phuè (collocation) tō sī ""Gí-sû iōng ē-tàng ū-tshik ê hong-sik tsoo-ha̍p tsò-hué ê hong-sik"", mā ū-lâng kóng sī ""Kāng tsi̍t ê bûn-pún lāi-té, ī tsin kūn ê sóo-tsāi kiōng-tông tshut-hiān ê nn̄g ê iah-sī nn̄g ê í-siōng ê gí-sû"".",,
"Oct 7, 2018_25.wav",語詞搭配會使學著一个語詞ê慣用方法，,"Gí-sû tah-phuè ē-sái o̍h-tio̍h tsi̍t ê gí-sû ê kuàn-iōng hong-huat,",,
"Oct 7, 2018_26.wav",比一个例，,"pí tsi̍t ê lē,",,
"Oct 7, 2018_27.wav",咱訂火車單，閣去車頭付錢提著車單，咱會使講「車單拍好矣」，,"lán tīng hé-tshia-tuann, koh khì tshia-thâu hù-tsînn the̍h-tio̍h tshia-tuann, lán ē-sái kóng ""tshia-tuann phah-hó--ah"",",,
"Oct 7, 2018_28.wav",「拍」佮「摃」的意思相仝，毋過咱袂使講「車單摃好矣」，,"""phah"" kah ""kòng"" ê ì-sù sio-kāng, m̄-koh lán bē-sái kóng ""tshia-tuann kòng-hó--ah"",",,
"Oct 7, 2018_29.wav",所以，「拍」kah「車單」就有搭配ê關係，其中一个詞若是用同義詞共換掉，這个搭配關係無一定會繼續存在。,"sóo-í, ""phah"" kah ""tshia-tuann"" tō ū tah-phuè ê kuan-hē, kî-tiong tsi̍t ê sû nā-sī iōng tông-gī-sû kā uānn-tiāu, tsit ê tah-phuè kuan-hē bô-it-tīng ē kè-sio̍k tsûn-tsāi.",,
"Oct 7, 2018_30.wav",所以，「拍」kah「車單」就有搭配ê關係，其中一个詞若是用同義詞共換掉，這个搭配關係就無一定會繼續存在。,"sóo-í, ""phah"" kah ""tshia-tuann"" tō ū tah-phuè ê kuan-hē, kî-tiong tsi̍t ê sû nā-sī iōng tông-gī-sû kā uānn-tiāu, tsit ê tah-phuè kuan-hē tō bô-it-tīng ē kè-sio̍k tsûn-tsāi.",,
"Oct 7, 2018_31.wav",兩个語詞欲按怎鬥陣使用，一般ê辭典並無特別kā註明，這對語言ê學習加減有阻礙。,"Nn̄g ê gí-sû beh án-tsuánn tàu-tīn sú-iōng, it-puann ê sû-tián pīng bô ti̍k-pia̍t kā tsù-bîng, tse tuì gí-giân ê ha̍k-si̍p ke-kiám ū tsóo-gāi.",,
"Oct 7, 2018_32.wav",台灣人學英文，硬記英文語詞，,"Tâi-uân-lâng o̍h Ing-bûn, ngē-kì Ing-bûn gí-sû,",,
"Oct 7, 2018_33.wav",欲用英文佮人溝通ê時陣，利用遮的語詞鬥出一句咱掠做會通ê英文句，毋過講英語ê人可能捎無貓仔門，,"beh iōng Ing-bûn kah lâng koo-thong ê sî-tsūn, lī-iōng tsia-ê gí-sû tàu-tshut tsi̍t kù lán lia̍h-tsò ē thong ê Ing-bûn-kù, m̄-koh kóng Ing-gí ê lâng khó-lîng sa bô niau-á-mn̂g,",,
"Oct 7, 2018_34.wav",欲用英文佮人溝通ê時陣，利用遮的語詞鬥出一句咱掠做會通ê英文句，毋過講英語ê人可能捎無寮仔門，,"beh iōng Ing-bûn kah lâng koo-thong ê sî-tsūn, lī-iōng tsia ê gí-sû tàu tshut tsi̍t-kù lán lia̍h-tsò ē thong ê Ing-bûn-kù, m̄-koh kóng Ing-gí ê lâng khó-lîng sa bô liâu-á-mn̂g,",,
"Oct 7, 2018_35.wav",因為咱ê語詞搭配錯誤，錯誤可能包括語法kah慣用語。,"in-uī lán ê gí-sû tah-phuè tshò-ngōo, tshò-ngōo khó-lîng pau-kuah gí-huat kah kuàn-iōng-gí.",,
"Oct 7, 2018_36.wav",所以語詞搭配成做語言學習真重要ê一部份。,Sóo-í gí-sû tah-phuè tsiânn-tsò gí-giân ha̍k-si̍p tsin tiōng-iàu ê tsi̍t-pōo-hūn.,,
"Oct 7, 2018_37.wav",英文ê部份，出版袂少語詞搭配辭典，嘛是為著濟濟英語ê學習者。,"Ing-bûn ê pōo-hūn, tshut-pán bē-tsió gí-sû tah-phuè sû-tián, mā sī uī-tio̍h tsē-tsē Ing-gí ê ha̍k-si̍p-tsiá.",,
"Oct 7, 2018_38.wav",台語ê學習敢有需要注意語詞搭配？,Tâi-gí ê ha̍k-si̍p kám ū su-iàu tsù-ì gí-sû tah-phuè?,,
"Oct 7, 2018_39.wav",當然有需要，包括對想beh學台語ê外國人，嘛包括咱這代kah下一代。,"Tong-jiân ū su-iàu, pau-kuah tuì siūnn-beh o̍h Tâi-gí ê guā-kok-lâng, mā pau-kuah lán tsit tāi kah ē tsi̍t tāi.",,
"Oct 7, 2018_40.wav",受著強勢ê華語影響，誠濟自認為會曉講台語ê人，台語講起來mā是li-li-lak-lak，,"Siū-tio̍h kiông-sè ê Huâ-gí íng-hióng, tsiânn tsē tsū-jīm-uî ē-hiáu kóng Tâi-gí ê lâng, Tâi-gí kóng--khí-lâi mā sī li-li-lak-lak,",,
"Oct 7, 2018_41.wav",嘛因為用華語思考，有ê人「一尾魚」煞變做「一條魚」。,"mā in-uī iōng Huâ-gí su-khó, ū-ê lâng ""tsi̍t bué hî"" suah piàn-tsò ""tsi̍t tiâu hî"".",,
"Oct 7, 2018_42.wav",建立台語ê語詞搭配辭典是台語教學真重要ê一部份，,"Kiàn-li̍p Tâi-gí ê gí-sû tah-phuè sû-tián sī Tâi-gí kàu-ha̍k tsin tiōng-iàu ê tsi̍t-pōo-hūn,",,
"Oct 7, 2018_43.wav",可惜目前猶無，這是語言學界ê責任。,"khó-sioh bo̍k-tsiân iáu bô, tse sī gí-giân-ha̍k-kài ê tsik-jīm.",,
"Oct 7, 2018_44.wav",本文是徛佇資訊科學ê角度，提出現時另外一个通好運用ê方式： 利用台語文語料庫這个資源來建立台語語詞搭配ê資料。,"Pún-bûn sī khiā tī tsu-sìn kho-ha̍k ê kak-tōo, thê-tshut hiān-sî līng-guā tsi̍t ê thang-hó ūn-iōng ê hong-sik: Lī-iōng Tâi-gí-bûn gí-liāu-khòo tsit ê tsu-guân lâi kiàn-li̍p Tâi-gí gí-sû tah-phuè ê tsu-liāu.",,
"Oct 7, 2018_45.wav",2. 自動語詞搭配做法,Jī. Tsū-tōng Gí-sû Tah-phuè Tsò-huat,,
"Oct 7, 2018_46.wav",根據語料庫，欲共共同出現而且關係密切ê語詞揣出來，是利用統計ê方法。,"Kin-kì gí-liāu-khòo, beh kā kiōng-tông tshut-hiān jî-tshiánn  kuan-hē bi̍t-tshiat ê gí-sû tshuē--tshut-lâi, sī lī-iōng thóng-kè ê hong-huat.",,
"Oct 7, 2018_47.wav",有兩个公式會使做，,"Ū nn̄g ê kong-sik ē-sái tsò,",,
"Oct 7, 2018_48.wav",第一个是互訊息(mutual information，以下簡稱MI)，設使A、B是語詞，這兩个語詞ê MI ê公式是寫做按呢。,"tē-it ê sī hōo-sìn-sit (mutual information, í-hā kán-tshing MI), siat-sú A, B sī gí-sû, tsit nn̄g ê gí-sû ê MI ê kong-sik sī siá-tsò án-ne.",,
"Oct 7, 2018_49.wav",其中，「P of A」是語詞A ê機率，,"Kî-tiong, ""P of A"" sī gí-sû A ê ki-lu̍t,",,
"Oct 7, 2018_50.wav",設使A 攏總出現 「Frequency of A」 擺，所有ê語料攏總有N个詞(word tokens)，「P of A」 等於 N 分之「Frequency of A」,"siat-sú A lóng-tsóng tshut-hiān ""Frequency of A"" pái, sóo-ū ê gí-liāu lóng-tsóng ū N ê sû (word tokens), ""P of A"" tíng-î N hun tsi ""Frequency of A"".",,
"Oct 7, 2018_51.wav",仝款，「P of B」是語詞B ê機率，「P of AB」是詞組AB ê機率。,"Kāng-khuán, ""P of B"" sī gí-sû B ê ki-lu̍t, ""P of AB"" sī sû-tsoo AB ê ki-lu̍t.",,
"Oct 7, 2018_52.wav",咱分三種情形來討論：,Lán hun sann tsióng tsîng-hîng lâi thó-lūn:,,
"Oct 7, 2018_53.wav",(a) 設使A後壁干焦會出現B，B頭前干焦會出現A，這兩个詞一定會成對出現，,"(a) Siat-sú A āu-piah kan-tann ē tshut-hiān B, B thâu-tsîng kan-tann ē tshut-hiān A, tsit nn̄g ê sû it-tīng ē sîng-tuì tshut-hiān,",,
"Oct 7, 2018_54.wav",這款情形下，「P of A」近倚「P of B」近倚「P of AB」，「MI of AB」 近倚 「負log P of AB」，是一个較大ê正數；,"tsit khuán tsîng-hîng hā, ""P of A"" kīn-uá ""P of B"" kīn-uá ""P of AB"", ""MI of AB"" kīn-uá ""hū log P of AB"", sī tsi̍t ê khah tuā ê tsiànn-sòo;",,
"Oct 7, 2018_55.wav",若是AB定定成對出現，毋過A後壁會接B以外其它ê詞，B頭前嘛可能會接A以外其它ê詞，,"nā-sī AB tiānn-tiānn sîng-tuì tshut-hiān, m̄-koh A āu-piah ē tsiap B í-guā ê sû, B thâu-tsîng mā khó-lîng ē tsiap A í-guā ê sû,",,
"Oct 7, 2018_56.wav",這个時陣，「MI of AB」可能嘛是正數，毋過會較細；,"tsit-ê sî-tsūn, ""MI of AB"" khó-lîng mā-sī tsiànn-sòo, m̄-koh ē khah sè;",,
"Oct 7, 2018_57.wav",(b) 設使A佮B無關係（獨立事件），,"(b) Siat-sú A kah B bô kuan-hē (to̍k-li̍p sū-kiānn),",,
"Oct 7, 2018_58.wav",「P of AB」近倚「P of A」乘「P of B」，所以「MI of AB」近倚零；,"""P of AB"" kīn-uá ""P of A"" sîng ""P of B"", sóo-í ""MI of AB"" kīn-uá lîng;",「P of AB」近倚「P of A」乘「P of B」，所以「MI of AB」近倚0；,
"Oct 7, 2018_59.wav",(c) 設使語詞A出現致使B較袂出現，,"(c) Siat-sú gí-sû A tshut-hiān tì-sú B khah buē tshut-hiān,",,
"Oct 7, 2018_60.wav",「P of AB」 遠小於「P of A」乘「P of B」，所以「MI of AB」是負數。,"""P of AB"" uán sió î ""P of A"" sîng ""P of B"", sóo-í ""MI of AB"" sī hū-sòo.",,
"Oct 7, 2018_61.wav",基本上，語料愈大，統計ê結果愈有代表性。,"Ki-pún siōng, gí-liāu jú tuā, thóng-kè ê kiat-kó jú ū tāi-piáu-sìng.",,
"Oct 7, 2018_62.wav",第二个是相關度(correlation，以下簡稱CR)，這嘛是一个統計ê公式：,"Tē-jī-ê sī siong-kuan-tōo (correlation, í-hā kán-tshing CR), tse mā sī tsi̍t ê thóng-kè ê kong-sik:",,
"Oct 7, 2018_63.wav",簡單講，欲算「CR of AB」，就共語料內底ê詞組分做四个部分，透過頂面ê公式來計算。,"Kán-tan kóng, beh sǹg ""CR of AB"", tō kā gí-liāu lāi-té ê sû-tsoo hun-tsò sì ê pōo-hūn, thàu-kuè tíng-bīn ê kong-sik lâi kè-sǹg.",,
"Oct 7, 2018_64.wav",算出來ê數字攏是正數，,"Sǹg--tshut-lâi ê sòo-jī lóng sī tsiànn-sòo,",,
"Oct 7, 2018_65.wav",AB兩个語詞若定定做陣出現，「CR of AB」可能超過一萬，甚至超過十萬。,"AB nnḡ ê gí-sû nā tiānn-tiānn tsò-tīn tshut-hiān, ""CR of AB"" khó-lîng tshiau-kuè tsi̍t-bān, sīm-tsì tshiau-kuè tsa̍p-bān.",,
"Oct 7, 2018_66.wav",愛注意ê是，有時仔若拍字錯誤，因為錯字ê詞頻真低，會致使MI佮CR的分數變足懸。,"Ài tsù-ì--ê sī, ū-sî-á nā phah-jī tshò-ngōo, in-uī tshò-jī ê sû-pîn tsin kē, ē tì-sú MI kah CR ê hun-sòo piàn tsiok kuân.",,
"Oct 7, 2018_67.wav",為著避免這个情形，會使設詞頻ê限制，,"Uī-tio̍h pī-bián tsit ê tsîng-hîng, ē-sái siat sû-pîn ê hān-tsè,",,
"Oct 7, 2018_68.wav",為著避免這个情形，會使設詞頻ê限制，,"Uī-tio̍h phiah-bián tsit ê tsîng-hîng, ē-sái siat sû-pîn ê hān-tsè,",,
"Oct 7, 2018_69.wav",就是講，欲計算「MI of AB」，會使限制詞組AB的頻率超過一个數目（可比出現十擺以上），才來計算，若無就共提掉。,"tō-sī kóng, beh kè-sǹg ""MI of AB"", ē-sái hān-tsè sû-tsoo AB ê pîn-lu̍t tshiau-kè tsi̍t ê sòo-bo̍k (khó-pí tshut-hiān tsa̍p pái í-siōng), tsiah lâi kè-sǹg, nā-bô tō kā the̍h-tiāu.",,
"Oct 7, 2018_70.wav",3. 利用詞類訊息提升品質,Sann. Lī-iōng sû-luī sìn-sit thê-sing phín-tsit,,
"Oct 7, 2018_71.wav",用統計ê方式來揣語詞搭配，佮語言專家利用伊專業智識揣出來ê，當然加減會無仝款。,"Iōng thóng-kè ê hong-sik lâi tshuē gí-sû tah-phuè, kah gí-giân tsuan-ka lī-iōng i tsuan-gia̍p tì-sik tshuē--tshut-lâi--ê, tong-jiân ke-kiám ē bô kāng-khuán.",,
"Oct 7, 2018_72.wav",用統計方式，咱有簡化，限定佇相倚ê兩个語詞，,"Iōng thóng-kè hong-sik, lán ū kán-huà, hān-tiānn tī sio-uá ê nn̄g ê gí-sû,",,
"Oct 7, 2018_73.wav",實際上有ê互相搭配ê語詞並無相倚，「拍車單」有可能講做「拍兩張車單」，,"si̍t-tsè siōng ū-ê hōo-siong tah-phuè ê gí-sû pīng bô sio-uá, ""phah tshia-tuann"" ū khó-lîng kóng tsò ""phah nn̄g tiunn tshia-tuann"",",,
"Oct 7, 2018_74.wav",嘛有可能是三个語詞互相搭配，可比「除了……以外，猶閣 ……」。,"mā ū khó-lîng sī sann ê gí-sû hōo-siong tah-phuè, khó-pí "" tû-liáu... í-guā, iáu-koh..."".",,
"Oct 7, 2018_75.wav",當然咱會使修正統計方式，共無相倚毋過離無偌遠ê語詞嘛考慮入來，抑是修改公式來計算三个語詞ê互相關係。,"Tong-jiân lán ē-sái siu-tsìng thóng-kè hong-sik, kā bô sio-uá m̄-koh lī bô guā hn̄g ê gí-sû mā khó-lū--ji̍p-lâi, a̍h-sī siu-kái kong-sik lâi kè-sǹg sann ê gí-sû ê hōo-siong kuan-hē.",,
"Oct 7, 2018_76.wav",總是按呢做加足厚工，增加誠濟計算量，改進ê成果嘛真有限。,"Tsóng--sī án-ne tsò ke tsiok kāu-kang, tsing-ka tsiânn tsē kè-sǹg-liōng, kái-tsìn ê sîng-kó mā tsin iú-hān.",,
"Oct 7, 2018_77.wav",用統計ê方式做，並毋是欲取代專家，,"Iōng thóng-kè ê hong-sik tsò, pīng m̄ sī beh tshú-tāi tsuan-ka,",,
"Oct 7, 2018_78.wav",毋過，咱利用電腦會當處理大量資料ê特性，提供電腦計算出來ê結果，對學習者佮專家攏有參考作用，,"m̄-koh, lán lī-iōng tiān-náu ē-tàng tshú-lí tāi-liōng tsu-liāu ê ti̍k-sìng, thê-kiong tiān-nóo kè-sǹg--tshut-lâi ê kiat-kó, tuì ha̍k-si̍p-tsiá kah tsuan-ka lóng ū tsham-khó tsok-iōng,",,
"Oct 7, 2018_79.wav",專家所列出來ê語詞搭配，有ê因為實際上較少使用，致使統計結果並無表現出來；,"tsuan-ka sóo lia̍t--tshut-lâi ê gí-sû tah-phuè, ū-ê in-uī si̍t-tsè siōng khah tsió sú-iōng, tì-sú thóng-kè kiat-kó pīng bô piáu-hiān--tshut-lâi;",,
"Oct 7, 2018_80.wav",統計結果有，毋過專家無列出來ê，有可能並無什麼意義，,"thóng-kè kiat-kó ū, m̄-koh tsuan-ka bô lia̍t--tshut-lâi--ê, ū khó-lîng pīng bô siánn-mih ì-gī,",,
"Oct 7, 2018_81.wav",總是伊佇實際使用上有較懸的牽連，嘛提供專家參考佮研究ê方向。,"tsóng--sī i tī si̍t-tsè sú-iōng siōng ū khah kuân ê khan-liân, mā thê-kiong tsuan-ka tsham-khó kah gián-kiù ê hong-hiòng.",,
"Oct 7, 2018_82.wav","另外，根據英文ê語料庫做出來ê語詞搭配，介詞(in, at, ...)、指示代名詞(that)、冠詞(a, the, ...) 因為頻率真懸，遮ê語詞ê語詞搭配(""of the"", ""that the"", ""to be"", ""in a"", ...) 嘛攏排佇誠頭前。","Līng-guā, kun-kì Ing-bûn ê gí-liāu-khòo tsò--tshut-lâi ê gí-sû tah-phuè, kài-sû (in, at,...), tsí-sī tāi-bîng-sû (that), kuàn-sû (a, the,...) in-uī pîn-lu̍t tsin kuân, tsia ê gí-sû ê gí-sû tah-phuè (""of the"", ""that the"", ""to be"", ""in a"",...) mā lóng pâi tī tsiânn thâu-tsîng.",,
"Oct 7, 2018_83.wav",對遮咱發現，詞類會使提供咱一个真好ê線索，,"Uì tsia lán huat-hiān, sû-luī ē-sái thê-kiong lán tsi̍t ê tsiânn hó ê suànn-soh,",,
"Oct 7, 2018_84.wav",假使咱會當利用詞類ê訊息，對統計出來ê語詞搭配結果做分類，對學習者來講應該閣較有幫贊。,"ká-sú lán ē-tàng lī-iōng sû-pîn ê sìn-sit, tuì thóng-kè--tshut-lâi ê gí-sû tah-phuè kiat-kó tsò hun-luī, uì ha̍k-si̍p-tsiá lâi kóng ing-kai koh-khah ū pang-tsān.",,
"Oct 7, 2018_85.wav",有詞類訊息ê台語辭典，包括日本天理大學ê《現代閩南語辭典》(村上嘉英編，一九八一年)、 台北中華語文研習所ê《台英辭典》(Embree編，一九八四年)、...等，可惜並無電子檔案通好運用。,"Ū sû-luī sìn-sit ê Tâi-gí sû-tián, pau-kuah Ji̍t-pún Thian-lí tāi-ha̍k ê ""Hiān-tāi Bân-lâm-gí sû-tián""(Tshuan-siōng Ka-ing pian, it kiú pat it nî), Tâi-pak Tiong-huâ gí-bûn gián-si̍p-sóo ê ""Tâi-ing sû-tián"" (Embree pian, it kiú pat sù nî),... tíng, khó-sioh pīng bô tiān-tsú tóng-àn thang-hó ūn-iōng.",,
"Oct 7, 2018_86.wav",所以阮只好踅一輾，以線頂台文華文辭典做基礎，將台文ê詞條透過華文對譯，對到中研院詞庫小組整理ê八萬目華文詞條，對華文詞條得著詞類訊息。,"Sóo-í gún tsí-hó se̍h tsi̍t lìn, í suànn-tíng Tâi-bûn Huâ-bûn sû-tián tsò ki-tshóo, tsiong Tâi-bûn ê sû-tiâu thàu-kuè Huâ-bûn tuì-i̍k, tuì kàu Tiong-gián-īnn Sû-khòo sió-tsoo tsíng-lí ê peh-bān ba̍k Huâ-bûn sû-tiâu, uì Huâ-bûn sû-tiâu tit-tio̍h sû-luī sìn-sit.",,
"Oct 7, 2018_87.wav",詞庫小組ê詞類分較幼，有四十六个詞類，包括動詞、名詞等攏繼續有分細類落去，,"Sû-khòo sió-tsoo ê sû-luī hun khah iù, ū sì-tsa̍p-la̍k ê sû-luī, pau-kuah tōng-sû, bîng-sû tíng lóng kè-sio̍k ū hun sè-luī lo̍h--khì,",,
"Oct 7, 2018_88.wav",毋過計算語詞搭配，咱無需要分遐爾幼，用大類來分就好，包括名詞、動詞、形容詞、 副詞、連接詞、介詞、語氣詞、感嘆詞等等。,"m̄-koh kè-sǹg gí-sû tah-phuè, lán bô su-iàu hun hiah-nī iù, iōng tuā-luī lâi pun tō hó, pau-kuah bîng-sû, tōng-sû, hîng-iông-sû, hù-sû, liân-tsiap-sû, kài-sû, gí-khì-sû, kám-thàn-sû tíng-tíng.",,
"Oct 7, 2018_89.wav",4. 實驗步數,Sì. Si̍t-giām pōo-sòo,,
"Oct 7, 2018_90.wav",下面是本實驗ê做法：,Ē-bīn sī pún si̍t-giām ê tsò-huat:,,
"Oct 7, 2018_91.wav",(a) 資料包括台語文語料、 台文華文線頂辭典（以下簡稱台華辭典）佮中研院詞庫小組八萬目詞(華文)。,"(a) Tsu-liāu pau-kuah Tâi-gí-bûn gí-liāu, Tâi-bûn Huâ-bûn suànn-tíng sû-tián (í-hā kán-tshing Tâi-huâ sû-tián) kah Tiong-gián-īnn Sû-khòo-sió-tsoo pueh-bān ba̍k sû (Huâ-bûn).",,
"Oct 7, 2018_92.wav",其中，台語文語料庫ê來源是台語文界ê朋友，楊允言負責整理，,"Kî-tiong, Tâi-gí-bûn gí-liāu-khòo ê lâi-guân sī Tâi-gí-bûn-kài ê pîng-iú, Iûnn Ún-giân hū-tsik tsíng-lí,",,
