Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
"Mar 16, 2019_247.wav",阿勇仔坐啥物車去上班？,A-ióng--á tsē siánn-mih tshia khì siōng-pan?,,
"Mar 16, 2019_248.wav",阿君仔是坐啥物車來？哪會到這陣猶未到。,A-kun--á sī tsē siánn-mih tshia lâi? Ná-ē kàu tsit-tsūn iáu-buē kàu.,,
"Mar 16, 2019_249.wav",電視講這禮拜的天氣啥款？出門敢需要注意啥物？,Tiān-sī kóng tsit lé-pài ê thinn-khì siánn-khuán? Tshut-mn̂g kám su-iàu tsù-ì siánn-mi̍h?,,
"Mar 16, 2019_250.wav",請問國仔是按怎看起來無精神？昨暗睏無飽是毋？抑是昨暗耍規暝？,Tshiánn-mn̄g Kok--á sī án-tsuánn khuànn--khí-lâi bô tsing-sîn? Tsa-àm khùn bô pá sī--m̄? Ia̍h-sī tsa-àm sńg kui mê?,,
"Mar 16, 2019_251.wav",足濟人咧臆阿六仔會佇啥物時陣倒擔。,Tsiok tsē lâng leh ioh A-la̍k-á ē tī siánn-mih sî-tsūn tó-tànn.,,
"Mar 16, 2019_252.wav",爸仔囝頭一擺煮飯欲共母仔做生日，看起來真豐沛，想袂到「飯好，菜無好」。,"Pē-á-kiánn thâu tsi̍t pái tsú-pn̄g beh kā bú--á tsò-senn-ji̍t, khuànn--khí-lâi tsin phong-phài, siūnn bē kàu ""Pn̄g hó, tshài bô hó"".",,
"Mar 16, 2019_253.wav",歹勢，猶未決定欲點啥。,"Pháinn-sè, á-bē kuat-tīng beh tiám siannh.",,
"Mar 16, 2019_254.wav",拄才的代誌，我較歹勢，請閣予我一擺機會。,"Tú-tsiah ê tāi-tsì, guá khah pháinn-sè, tshiánn koh hōo guá tsi̍t pái ki-huē.",,
"Mar 16, 2019_255.wav",你來我遮毋免客氣，盡量食無要緊。,"Lí lâi guá tsia m̄-bián kheh-khì, tsīn-liōng tsia̍h bô iàu-kín.",,
"Mar 16, 2019_256.wav",豬仔飼到半年就會刣掉。,Ti-á tshī kàu puànn nî tiō ē thâi-tiāu.,,
"Mar 16, 2019_257.wav",免考慮遐濟，毋管按怎去做就著矣。,"Bián khó-lū hiah tsē, m̄-kuán àn-tsuánn khì tsò tō tio̍h--ah.",,
"Mar 16, 2019_258.wav",遮有一塊桌仔，頂懸有一本冊。,"Tsia ū tsi̍t tè toh-á, tíng-kuân ū tsi̍t pún tsheh.",,
"Mar 16, 2019_259.wav",我會來。,Guá ē lâi.,,
"Mar 16, 2019_260.wav",我袂來。,Guá buē lâi.,,
"Mar 16, 2019_261.wav",你來聽啥人咧唱歌。,Lí lâi thiann siánn-lâng leh tshiùnn-kua.,,
"Mar 16, 2019_262.wav",阿婆佮𪜶新婦無蹛做伙。,A-pô kah in sin-pū bô tuà tsò-hué.,,
"Mar 16, 2019_263.wav",二伯的症頭那來那像失智的款，緊叫𪜶囝𤆬去予醫生看。,"Jī-peh ê tsìng-thâu ná lâi ná tshiūnn sit-tì ê khuán, kín kiò in kiánn tshuā-khì hōo i-sing khuànn.",,
"Mar 16, 2019_264.wav",師娘竟然毋知阿吉仔是啥人。,Su-niû kìng-jiân m̄ tsai A-kit--á sī siánn-lâng.,,
"Mar 16, 2019_265.wav",江小姐佮阿婆無仝人，你毋好認毋著去。,"Kang sió-tsiá kah a-pô bô-kāng lâng, lí m̄ hó jīn m̄-tio̍h--khì.",,
"Mar 16, 2019_266.wav",查埔的大部分攏走去都市食頭路。,Tsa-poo--ê tuā-pōo-hūn lóng tsáu-khì too-tshī tsia̍h-thâu-lōo.,,
"Mar 16, 2019_267.wav",戶口佇山區的查某人比佇庄跤的較濟。,Hōo-kháu tī suann-khu ê tsa-bóo-lâng pí tī tsng-kha--ê khah tsē.,,
"Mar 16, 2019_268.wav",是戶口佇庄跤的查某人比查埔人較濟，抑是講戶口佇山區的查埔人比查某人較濟？,"Sī hōo-kháu tī tsng-kha ê ta-bóo-lâng pí ta-poo-lâng khah tsē, ia̍h-sī kóng hōo-kháu tī suann-khu ê ta-poo-lâng pí ta-bóo-lâng khah tsē?",,
"Mar 16, 2019_269.wav",虱目仔佇早前是啥物款人咧食的？,Sat-ba̍k-á tī tsá-tsîng sī siánn-mih khuán lâng leh tsia̍h--ê?,,
"Mar 16, 2019_270.wav",虱目仔除了厚刺以外，閣有啥物特色？,"Sat-ba̍k-á tû-liáu kāu-tshì í-guā, koh ū siánn-mih ti̍k-sik?",,
"Mar 16, 2019_271.wav",飼虱目仔上頭先愛注意啥？,Tshī sat-ba̍k-á siōng thâu-sing ài tsù-ì siannh?,,
"Mar 16, 2019_272.wav",虱目仔的魚鱗有兩百外片，肉質鮮甜，尻脊骿食著粗絲。,"Sat-ba̍k-á ê hî-lân ū nn̄g-pah-guā phìnn, bah-tsit tshinn-tinn, ka-tsiah-phiann tsia̍h-tio̍h tshoo-si.",,
"Mar 16, 2019_273.wav",老師的講法佮朋友的講法，佗一个是著的？,"Lāu-su ê kóng-huat kah pîng-iú ê kóng-huat, tó tsi̍t ê sī tio̍h--ê?",,
"Mar 16, 2019_274.wav",想看覓、講看覓，馬仔佮羊仔差佇佗？,"Siūnn khuànn-māi, kóng khuànn-māi, bé-á kah iûnn-á tsha tī toh?",,
"Mar 16, 2019_275.wav",紅蟳是蟳仔的一種。真歹，無好掠。,"Âng-tsîm sī tsîm-á ê tsi̍t tsióng. Tsin pháinn, bô hó lia̍h.",,
"Mar 16, 2019_276.wav",這兩種蝦仔的體型大細差不多。,Tsit nn̄g tsióng hê-á ê thé-hîng tuā-sè tsha-put-to.,,
"Mar 16, 2019_277.wav",這隻蠓仔真𠢕覕，予人揣無。,"Tsit tsiah báng-á tsin gâu bih, hōo lâng tshuē-bô.",,
"Mar 16, 2019_278.wav",這篇演說的標題號做啥物上適當？,Tsit phinn ián-suat ê phiau-tê hō-tsò siánn-mi̍h siōng sik-tòng?,,
"Mar 16, 2019_279.wav",澳洲樹林是按怎會火燒山？,Ò-tsiu tshiū-nâ sī án-tsuánn ē hué-sio-suann?,,
"Mar 16, 2019_280.wav",無你認為應該愛用啥物方法來牽成in兩个？,Bô lí jīn-uî ing-kai ài īng siánn-mih hong-huat lâi khan-sîng in nn̄g ê?,,
"Mar 16, 2019_281.wav",這兩个換帖的感情真好，連車嘛仝色水。,"Tsit nn̄g ê uānn-thiap--ê kám-tsîng tsin hó, liân tshia mā kāng sik-tsuí.",,
"Mar 16, 2019_282.wav",阿爸阿爸，頭拄仔阿公講「食屎」是啥物意思？,"A-pah a-pah, thâu-tú-á a-kong kóng ""tsia̍h sái"" sī siánn-mih ì-sù?",,
"Mar 16, 2019_283.wav",哼，這擺講話遮爾聳，你的橐袋仔內一定是袋磅子。,"Hmh, tsit pái kóng-uē tsiah-ní sáng, lí ê lak-tē-á-lāi it-tīng sī tē pōng-tsí.",,
"Mar 16, 2019_284.wav",阿寶人面闊，應酬真濟，定定予in某嫌開銷傷重。,"A-pó lâng-bīn khuah, ìng-siû tsin tsē, tiānn-tiānn hōo in bóo hiâm khai-siau siong-tiōng.",,
"Mar 16, 2019_285.wav",雞災已經對香港湠甲規亞洲，逐家著愛注意。,"Ke-tse í-king tuì Hiong-káng thuànn kah kui A-tsiu, ta̍k-ke tio̍h ài tsù-ì.",,
"Mar 16, 2019_286.wav",我時間哪有遐冗剩，佇遮聽恁咧講遐的五四三的。,"Guá sî-kan ná ū hiah liōng-siōng, tī tsia thiann lín leh kóng hia-ê gōo-sì-sann--ê.",,
"Mar 16, 2019_287.wav",為啥物袂當按呢？,Uī-siánn-mi̍h bē-tàng án-ne?,,
"Mar 16, 2019_288.wav",有可能過幾冬後，囡仔就袂認得Hue-lian到底生啥款？,"Ū khó-lîng kuè kuí tang āu, gín-á tō bē-jīn-tit Hue-lian tàu-té senn siánn khuán?",,
"Mar 16, 2019_289.wav",自細漢到大漢，你用的、食的，佗一个毋是我買予你的？,"Tsū sè-hàn kàu tuā-hàn, lí īng--ê, tsia̍h--ê, tó tsi̍t ê m̄ sī guá bé hōo--lí--ê?",,
"Mar 16, 2019_290.wav",佗一條路是著的？,Tó tsi̍t tiâu lōo sī tio̍h--ê?,,
"Mar 23, 2019.wav",遮的貓仔真愛佮人鬥陣。,Tsia ê niau-á tsin ài kah lâng tàu-tīn.,,
"Mar 23, 2019_1.wav",阿公講來臺灣的鳥仔有少數會留落來。,A-kong kóng lâi Tâi-uân ê tsiáu-á ū tsió-sòo ē lâu--lo̍h-lâi.,,
"Mar 23, 2019_2.wav",等囡仔若滿月，阮希望來遮訂餅送人。,"Tán gín-á nā muá-gue̍h, gún hi-bāng lâi tsia tīng piánn sàng--lâng.",,
"Mar 23, 2019_3.wav",古早人感覺生查埔較贏生查某。,Kóo-tsá-lâng kám-kak senn ta-poo khah iânn senn ta-bóo.,,
"Mar 23, 2019_4.wav",七工內請佇意見調查表共你認為應當愛改進的所在寫落來。,Tshit-kang lāi tshiánn tī ì-kiàn tiâu-tsa-pió kā lí jīn-uî ìng-tong ài kái-tsìn ê sóo-tsāi siá--lo̍h-lâi.,,
"Mar 23, 2019_5.wav",我無閒了就隨過去。,Guá bô-îng liáu tō suî kuè--khì.,,
"Mar 23, 2019_6.wav",揣同學去彼間店食飯，雖然袂歹食，毋過規个環境無啥衛生，便所嘛垃圾垃圾款。,"Tshuē tông-o̍h khì hit king tiàm tsia̍h-pn̄g, sui-jiân bē pháinn-tsia̍h, m̄-koh kui ê khuân-kíng bô siánn uē-sing, piān-sóo mā lah-sap-lah-sap khuán.",,
"Mar 23, 2019_7.wav",你敢有認同彼位記者的報導方式？,Lí kám ū jīn-tông hit uī kì-tsiá ê pò-tō hong-sik?,,
"Mar 23, 2019_8.wav",你敢猶閣有其他的方法來阻擋修法？,Lí kám iáu-koh ū kî-thann ê hong-huat lâi tsóo-tòng siu-huat?,,
"Mar 23, 2019_9.wav",毋管啥物情形，對人權的干涉愈少愈好。,"M̄-kuán siánn-mih tsîng-hîng, tuì jîn-khuân ê kan-sia̍p lú tsió lú hó.",,
"Mar 23, 2019_10.wav",師兄講啥物凡事攏愛先請示菩薩、逐工唸經消災解厄，我才無咧信彼套。,"Su-hiann kóng siánn-mih huân-sū lóng ài sing tshíng-sī phôo-sat, ta̍k kang liām-king siau-tsai-kái-eh, guá tsiah bô teh sìn hit thò.",,
"Mar 23, 2019_11.wav",這篇文章上主要是咧說明啥物？,Tsit phinn bûn-tsiunn siōng tsú-iàu sī teh suat-bîng siánn-mi̍h?,,
"Mar 23, 2019_12.wav",準若官員佮民間學者對環評的意見無仝，照理講學者的意見較重要。,"Tsún-nā kuann-guân kah bîn-kan ha̍k-tsiá tuì khuân-phîng ê ì-kiàn bô-kâng, tsiàu-lí kóng ha̍k-tsiá ê ì-kiàn khah tiōng-iàu.",,
"Mar 23, 2019_13.wav",阿爸禮拜𤆬小弟去peh山，佇山跤看著一尾蛇，害伊驚甲這馬猶咇咇掣。,"A-pa lé-pài tshuā sió-tī khì peh-suann, tī suann-kha khuànn-tio̍h tsi̍t bué tsuâ, hāi i kiann kah tsit-má iáu phi̍h-phi̍h-tshuah.",,
"Mar 23, 2019_14.wav",人客咱內底先坐一下。,Lâng-kheh lán lāi-té sing tsē--tsi̍t-ē.,,
"Mar 23, 2019_15.wav",人客欲點啥？食飽才算就好。,Lâng-kheh beh tiám siannh? Tsia̍h-pá tsiah sǹg tō hó.,,
"Mar 23, 2019_16.wav",人客欲點啥？食飽才算就好。,Lâng-kheh beh tiám siannh? Tsia̍h-pá tsiah sǹg tō hó.,,
"Mar 23, 2019_17.wav",阿弟仔明仔載會到遐。,A-tī-á bîn-á-tsài ē kàu hia.,,
"Mar 23, 2019_18.wav",阿生今仔日有去公司。,A-sing kin-á-ji̍t ū khì kong-si.,,
"Mar 23, 2019_19.wav",親家今仔日會來遮？,Tshin-ke kin-á-ji̍t ē lâi tsia?,,
"Mar 23, 2019_20.wav",氣象報告有講後禮拜二會透風，出門上班毋通袂記得疊一領厚的。,"Khì-siōng pò-kò ū kóng āu lé-pài-jī ē thàu-hong, tshut-mn̂g siōng-pan m̄-thang bē-kì-tit tha̍h tsi̍t niá kāu--ê.",,
"Mar 23, 2019_21.wav",台北到高雄愛偌久？應該免偌久乎？,Tâi-pak kàu Ko-hiông ài guā kú? Ing-kai bián guā kú--honnh?,,
"Mar 23, 2019_22.wav",客廳大門向啥物方向？,Kheh-thiann tuā-mn̂g hiòng siánn-mih hong-hiòng?,,
"Mar 23, 2019_23.wav",你是對佗位得著這隻尪仔的？,Lí sī tuì tó-uī tit-tio̍h tsit tsiah ang-á--ê?,,
,佇台灣食割包有當時仔會配啥物做伙食？,Tī Tâi-uân tsia̍h kuah-pau ū-tang-sî-á ē phuè siánn-mi̍h tsò-hué tsia̍h?,,
"Mar 23, 2019_24.wav",台灣人愛食割包，是因為食割包象徵啥物意涵？,"Tâi-uân-lâng ài tsia̍h kuah-pau, sī in-uī tsia̍h kuah-pau siōng-ting siánn-mih ì-hâm?",,
"Mar 23, 2019_25.wav",佗一項講法是正確的？,Tó tsi̍t hāng kóng-huat sī tsìng-khak--ê?,,
"Mar 23, 2019_26.wav",佗一款洗頭水上天然？來買兩罐仔轉去試看覓仔。,Tó tsi̍t khuán sé-thâu-tsuí siōng thian-jiân? Lâi bé nn̄g-kuàn-á tńg-khì tshì khuànn-māi--á.,,
"Mar 23, 2019_27.wav",佗一款洗頭水上天然？來買兩罐轉去試看覓。,Tó tsi̍t khuán sé-thâu-tsuí siōng thian-jiân? Lâi bé nn̄g kuàn tńg-khì tshì khuànn-māi.,,
"Mar 23, 2019_28.wav",眼前有真濟爸母、阿公阿媽攏綴囡仔講華語，無欲講家己的母語。,"Gán-tsiân ū tsin tsē pē-bú, a-kong a-má lóng tè gín-á kóng Huâ-gí, bô beh kóng ka-tī ê bú-gí.",,
"Mar 23, 2019_29.wav",彼位朱阿姨捌你。你敢捌伊？,Hit uī Tsu a-î bat--lí. Lí kám bat--i?,,
"Mar 23, 2019_30.wav",文化上猶有真重大的意義。,Bûn-huà siōng iáu-ū tsin tiōng-tāi ê ì-gī.,,
"Mar 23, 2019_31.wav",你無閒煞未？,Lí bô-îng suah--buē?,,
"Mar 23, 2019_32.wav",無閒，等一下才講。,"Bô-îng, tán--tsi̍t-ē tsiah kóng.",,
"Mar 23, 2019_33.wav",你一定愛較振作咧！,Lí it-tīng ài khah tsín-tsok--leh!,,
"Mar 23, 2019_34.wav","昨暗地動,真恐怖!","Tsa-àm tē-tāng, tsin khióng-pòo!",,
"Mar 23, 2019_35.wav",各人食各人的。,Kok-lâng tsia̍h kok-lâng ê.,,
"Mar 23, 2019_36.wav",每一杯攏有下毒。,Muí tsi̍t pue lóng-ū hē-to̍k.,,
"Mar 23, 2019_37.wav",逐粒攏媠。,Ta̍k lia̍p lóng suí.,,
"Mar 23, 2019_38.wav",彼隻真歹。,Hit tsiah tsin pháinn.,,
"Mar 23, 2019_39.wav",仝款，免相搶。,"Kāng-khuán, bián sio-tshiúnn.",,
"Mar 23, 2019_40.wav",好的慣勢愛維持。,Hó ê kuàn-sì ài î-tshî.,,
"Mar 23, 2019_41.wav",媠的物件逐家攏愛看。,Suí ê mi̍h-kiānn ta̍k-ke lóng ài khuànn.,,
"Mar 23, 2019_42.wav",好的飯是天公伯仔賜予咱的。,Hó ê pn̄g sī thinn-kong-peh--á sù hōo--lán--ê.,,
"Mar 23, 2019_43.wav",氣一下袂講話。,Khì tsi̍t-ē bē kóng-uē.,,
"Mar 23, 2019_44.wav",我共伊解說彼項代誌。,Guá kā i kái-sueh hit hāng tāi-tsì.,,
"Mar 23, 2019_45.wav",我共解說彼項代誌。,Guá kā kái-sueh hit hāng tāi-tsì.,,
"Mar 23, 2019_46.wav",我向伊說明彼件代誌。,Guá hiòng i sueh-bîng hit kiānn tāi-tsì.,,
"Mar 23, 2019_47.wav",我開破彼件代誌予伊知。,Guá khui-phuà hit kiānn tāi-tsì hōo i tsai.,,
"Mar 23, 2019_48.wav",我予伊一本冊。,Guá hōo i tsi̍t pún tsheh.,,
"Mar 23, 2019_49.wav",我彼本冊予你。,Guá hit pún tsheh hōo--lí.,,
"Mar 23, 2019_50.wav",伊無來予我真煩惱。,I bô lâi hōo guá tsin huân-ló.,,
"Mar 23, 2019_51.wav",我提批予你看。,Guá the̍h phue hōo lí khuànn.,,
"Mar 23, 2019_52.wav",阿公講古予孫仔聽。,A-kong kóng-kóo hōo sun-á thiann.,,
"Mar 23, 2019_53.wav",你著食飽。,Lí tio̍h tsia̍h-pá.,,
"Mar 23, 2019_54.wav",你著愛食予飽。,Lí tio̍h ài tsia̍h hōo pá.,,
"Mar 23, 2019_55wav",你著愛睏睏予飽。,Lí tio̍h ài khùn-khùn hōo pá.,,
"Mar 23, 2019_56.wav",你著共飯食了。,Lí tio̍h kā pn̄g tsia̍h-liáu.,,
"Mar 23, 2019_57.wav",你著共飯食予了。,Lí tio̍h kā pn̄g tsia̍h hōo liáu.,,
"Mar 23, 2019_58.wav",你愛寫予緊。,Lí ài siá hōo kín.,,
"Mar 23, 2019_59.wav",免寫遮緊。,Bián siá tsiah kín.,,
"Mar 23, 2019_60.wav",毋免磨遐平。,M̄-bián buâ hiah pênn.,,
"Mar 23, 2019_61.wav",你是欲共嫂仔拍予死才甘願是毋？毋好閣拍矣啦。,Lí sī beh kā só--á phah hōo sí tsiah kam-guān sī--m̄? M̄-hó koh phah--ah--lah.,,
"Mar 23, 2019_62.wav",阿爸莫拍矣，後擺毋敢矣。,"A-pah mài phah--ah, āu-pái m̄ kánn--ah.",,
"Mar 23, 2019_63.wav",是啥人叫你偷提三嬸的錢？,Sī siánn-lâng kiò lí thau-the̍h sann-tsím ê tsînn?,,
"Mar 23, 2019_64.wav",我欲拍予你袂行路。,Guá beh phah hōo lí bē kiânn-lōo.,,
"Mar 23, 2019_65.wav",我欲拍予你袂行得。,Guá beh phah hōo lí bē-kiânn--tit.,,
"Mar 23, 2019_66.wav",人咧想辦法共門拍開。,Lâng leh siūnn pān-huat kā mn̂g phah--khui.,,
"Mar 23, 2019_67.wav",伊人咧無閒摃破彼塊玻璃。,I lâng teh bô-îng kòng-phuà hit tè po-lê.,,
"Mar 23, 2019_68.wav",這較好。,Tse khah hó.,,
"Mar 23, 2019_69.wav",今仔日厝內有人客。,Kin-á-ji̍t tshù-lāi ū lâng-kheh.,,
"Mar 23, 2019_70.wav",今仔日厝內無人客。,Kin-á-ji̍t tshù-lāi bô lâng-kheh.,,
"Mar 23, 2019_71.wav",這有媠。,Tsit ū suí.,,
"Mar 23, 2019_72.wav",隨反應過來，有巧。,"Suî huán-ìng--kuè-lâi, ū khiáu.",,
"Mar 23, 2019_73.wav",真正是人媠閣巧。,Tsin-tsiànn sī lâng suí koh khiáu.,,
"Mar 23, 2019_74.wav",我有歡喜。,Guá ū huann-hí.,,
"Mar 23, 2019_75.wav",無歡喜。,Bô huann-hí.,,
"Mar 23, 2019_76.wav",伊舊年有蹛佇遮。,I kū-nî ū tuà tī tsia.,,
"Mar 23, 2019_77.wav",壁頂有掛兩幅圖。,Piah-tíng ū kuà nn̄g pak tôo.,,
"Mar 23, 2019_78.wav",最近過了按怎？這馬身體有較好無？,Tsuè-kīn kuè-liáu àn-tsuánn? Tsit-má sin-thé ū khah hó--bô?,,
"Mar 23, 2019_79.wav",有，最近身體有較爽快。,"Ū, tsuè-kīn sin-thé ū khah sóng-khuài.",,
"Mar 23, 2019_80.wav",按怎，阮查某囝有𠢕無？,"Án-tsuánn, gún tsa-bóo-kiánn ū gâu--bô?",,
"Mar 23, 2019_81.wav",有，真𠢕真𠢕。,"Ū, tsin gâu tsin gâu.",,
"Mar 23, 2019_82.wav",伊無佇厝。,I bô tī tshù.,,
"Mar 23, 2019_83.wav",伊無修理,I bô siu-lí.,,
"Mar 23, 2019_84.wav",害矣，遮晏矣攏無看著伊的人。,"Hāi--ah, tsiah uànn--ah lóng bô khuànn-tio̍h i ê lâng.",,
"Mar 23, 2019_85.wav",我朋友無幾个。,Guá pîng-iú bô kuí ê.,,
"Mar 23, 2019_86.wav",趁in翁這幾工無佇伊身軀邊，我小共關心一下。,"Thàn in ang tsit kuí kang bô tī i sing-khu-pinn, guá sió kā kuan-sim--tsi̍t-ē.",,
"Mar 23, 2019_87.wav",人無爽快就予附近的醫生小影一下。,Lâng bô sóng-khuài tō hōo hù-kīn ê i-sing sió iánn--tsi̍t-ē.,,
"Mar 23, 2019_88.wav",人無愛啦。,Lâng bô-ài--lah.,,
"Mar 23, 2019_89.wav",阿俊仔已經無愛人矣。,A-tsùn--á í-king bô ài-jîn--ah.,,
"Mar 23, 2019_90.wav",阿達仔已經無愛人矣。,A-ta̍t--á í-king bô ài--lâng--ah.,,
"Mar 23, 2019_91.wav",伊也想欲教人讀冊？,I iā siūnn-beh kà lâng tha̍k-tsheh?,,
"Mar 23, 2019_92.wav",你也無講。,Lí iā bô kóng.,,
"Mar 23, 2019_93.wav",這也愛，彼也愛。,"Tse iā ài, he iā ài.",,
"Mar 23, 2019_94.wav",管待人喙鬚欲留踮佗一爿。,Kuán-thāi lâng tshuì-tshiu beh lâu tiàm tó tsi̍t pîng.,,
"Mar 23, 2019_95.wav",管好家己的代誌就好，咱無才調管別人的閒仔代。,"Kuán-hó ka-kī ê tāi-tsì tō hó, lán bô tsâi-tiāu kuán pa̍t-lâng ê îng-á-tāi.",,
"Mar 23, 2019_96.wav",按呢我無緊來傱一台仔電視袂使。,Án-ne guá bô kín-lâi tsông tsi̍t-tâi-á tiān-sī bē-saih.,,
"Mar 23, 2019_97.wav",後擺我會準時。,Āu-pái guá ē tsún-sî.,,
"Mar 23, 2019_98.wav",我會乖。,Guá ē kuai.,,
"Mar 23, 2019_99.wav",我會到。,Guá ē kàu.,,
"Mar 23, 2019_100.wav",我袂到。,Guá bē kàu.,,
"Mar 23, 2019_101.wav",我會來。,Guá ē lâi.,,
"Mar 23, 2019_102.wav",我袂來。,Guá bē lâi.,,
"Mar 23, 2019_103.wav",你來聽看啥人咧哀爸叫母。,Lí lâi thiann khuànn siánn-lâng leh ai-pē-kiò-bú.,,
"Mar 23, 2019_104.wav",可能無法度準時，失禮。,"Khó-lîng bô-huat-tōo tsún-sî, sit-lé.",,
"Mar 23, 2019_105.wav",你予騙四十箍去。,Lí hōo phiàn sì-tsa̍p khoo khì.,,
"Mar 23, 2019_106.wav",食到老才知死。,Tsia̍h kàu lāu tsiah tsai sí.,,
"Mar 23, 2019_107.wav",讀冊專心做會到，唱歌、運動逐項gâu。,"Tha̍k-tsheh tsuan-sim tsò ē kàu, tshiùnn-kua, ūn-tōng ta̍k hāng gâu.",,
"Mar 23, 2019_108.wav",工夫到厝，欲食就有。,"Kang-hu kàu tshù, beh tsia̍h tō ū.",,
"Mar 23, 2019_109.wav",彼毋是我。,He m̄ sī guá.,,
"Mar 23, 2019_110.wav",彼就是我。,He tō sī guá.,,
"Mar 23, 2019_111.wav",彼就是我。,He tiō sī guá.,,
"Mar 23, 2019_112.wav",教材設計了䆀顛倒僫教、歹學。,"Kàu-tshâi siat-kè liáu bái tian-tò oh kà, pháinn o̍h.",,
"Mar 23, 2019_113.wav",軁袂過。,Nǹg bē kuè.,,
"Mar 23, 2019_114.wav",我物件做袂好勢。,Guá mi̍h-kiānn tsò bē hó-sè.,,
"Mar 23, 2019_115.wav",我物件做欲好勢的時著先共你講一聲。,Guá mi̍h-kiānn tsò beh hó-sè ê sî tio̍h sing kā lí kóng--tsi̍t-siann.,,
"Mar 23, 2019_116.wav",我等足久呢！,Guá tán tsiok kú--neh!,,
"Mar 23, 2019_117.wav",批伊寫過矣。,Phue i siá--kuè--ah.,,
"Mar 23, 2019_118.wav",阿珊仔爸罵過矣。,A-san--á pa̋ mē--kuè--ah.,,
"Mar 23, 2019_119.wav",為著你伊食遮濟苦。,Uī-tio̍h lí i tsia̍h tsiah tsē khóo.,,
"Mar 23, 2019_120.wav",這條路我誠熟。,Tsit tiâu lōo guá tsiânn si̍k.,,
"Mar 23, 2019_121.wav",電影我是誠有興趣，但是恐怖片我就無啥興趣矣。,"Tiān-iánn guá sī tsiânn ū hìng-tshù, tān-sī khióng-pòo-phìnn guá to̍h bô siánn hìng-tshù--ah.",,
"Mar 23, 2019_122.wav",音樂伊上愛。,Im-ga̍k i siōng ài.,,
"Mar 23, 2019_123.wav",伊對這个社會蓋關心。,I tuì tsit ê siā-huē kài kuan-sim.,,
"Mar 23, 2019_124.wav",對這个社會伊蓋關心。,Tuì tsit ê siā-huē i kài kuan-sim.,,
"Mar 23, 2019_125.wav",這个社會伊蓋關心。,Tsit ê siā-huē i kài kuan-sim.,,
"Mar 23, 2019_126.wav",你欲講啥我攏知影。,Lí beh kóng siannh guá lóng tsai-iánn.,,
"Mar 23, 2019_127.wav",你的意思我了解。,Lí ê ì-sù guá liáu-kái.,,
"Mar 23, 2019_128.wav",我已經舞清楚這件代誌矣，多謝你來阮兜共我通知。,"Guá í-king bú tshing-tshó tsit kiānn tāi-tsì--ah, to-siā lí lâi guán tau kā guá thong-ti.",,
"Mar 23, 2019_129.wav",伊的消息我已經清楚矣，多謝你專工替伊走一逝。,"I ê siau-sit guá í-king tshing-tshó--ah, to-siā lí tsuan-kang thè i tsáu--tsi̍t-tsuā.",,
"Mar 23, 2019_130.wav",媽若知我就害。,Ma̋ nā tsai guá tō hāi.,,
"Mar 23, 2019_131.wav",四條椅仔六个人坐。,Sì liâu í-á la̍k ê lâng tsē.,,
"Mar 23, 2019_132.wav",西洋的鬼仔節逐家同齊過。,Se-iûnn ê Kuí-á-tseh ta̍k-ke tâng-tsê kuè.,,
