Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
,正港oo-tóo-khooh的價值就是，,"Tsiànn-káng oo-tóo-khooh ê kè-ta̍t tō sī,"
,予 lady 拜託，,"hōo #lady# pài-thok,"
,拚死就愛做甲到。,piànn-sí tō ài tsò kah kàu.
,我遮爾勇壯的人，,"Guá tsiah-nī ióng-tsòng ê lâng,"
,搬厝就像桌頂咧拈柑，,"puann-tshù tō tshiūnn toh-tíng teh ni kam,"
,無隨共#lady#應好哪會使！,bô suî kā #lady# ìn hó ná ē-sái!
,「哪會雄雄欲搬？,“Ná ē hiông-hiông beh puann?
,咧學寮逐个相看頭看尾毋是較好勢？」,Teh ha̍k-liâu ta̍k ê sio khuànn-thâu-khuànn-bué m̄ sī khah hó-sè?”
,我真正想的是，,"Guá tsin-tsiànn siūnn--ê sī,"
,像你遮媠的查某囡仔，,"tshiūnn lí tsiah suí ê tsa-bóo gín-á,"
,佇外口敢袂出代誌。,tī guā-kháu kám bē tshut tāi-tsì.
,「厝是咧蹛人的，,"“Tshù sī teh tuà lâng ê,"
,毋是咧關人的，,"m̄ sī teh kuainn lâng ê,"
,人是來讀冊的，,"lâng sī lâi tha̍k-tsheh ê,"
,毋是做䆀代誌予人掠來關。,m̄ sī tsò bái tāi-tsì hōo lâng lia̍h lâi kuainn.
,出門買一下仔物件著愛揹規捾鎖匙，,"Tshut-mn̂g bé tsi̍t-ē-á mi̍h-kiānn tio̍h-ài phāinn kui kuānn só-sî,"
,出入愛開四、五个鎖頭。,"tshut-ji̍p ài khui sì, gōo ê só-thâu."
,時間到，,"Sî-kan kàu,"
,會閂會鎖的攏關死死，,"ē tshuànn ē só--ê lóng kuainn sí-sí,"
,阮兜 Kuro 的狗厝嘛毋捌咧鎖。」,guán tau  Kuro  ê káu tshù mā m̄ bat teh só.”
,#春美仔#講甲足憤慨。,#Tshun-bí-á# kóng kah tsiok hùn-khài.
,伊毋但人媠，,"I m̄-nā lâng suí,"
,頭殼嘛足巧，,"thâu-khak mā tsiok khiáu,"
,個性好甲逐个攏真好鬥陣。,kò-sìng hó kah ta̍k ê lóng tsin hó tàu-tīn.
,才會遮濟痟豬哥一下仔就共趨落去！,Tsiah ē tsiah tsē siáu-ti-ko tsi̍t-ē-á tō kā tshu--lo̍h-khì!
,遮爾好的查某囡仔，,"Tsiah-nī hó ê tsa-bóo gín-á,"
,愛好好仔佮伊做伙，,"ài hó-hó-á kah i tsò-hué,"
,袂使烏白趨落去，,"bē-sái oo-pe̍h tshu--lo̍h-khì,"
,我一定會認真共鬥相共。,guá it-tīng ē jīn-tsin kā tàu-sann-kāng.
,「規間查某學寮關死死嘛是無效，,"“Kui king tsa-bóo ha̍k-liâu kuainn sí-sí mā sī bô-hāu,"
,不時咧著賊偷，,"put-sî teh tio̍h-tsha̍t-thau,"
,已經幾若擺矣，,"í-king kuí-nā pái --ah,"
,講欲掠攏掠袂著，,"kóng beh lia̍h lóng lia̍h bē tio̍h,"
,為著學校的名聲閣毋敢報警察！,uī-tio̍h ha̍k-hāu ê miâ-siann koh m̄ kánn pò kíng-tshat!
,有夠惱的！」,Ū-kàu lóo--ê!”
,「你有啥物物件予人摒去無？」,“Lí ū siánn-mih mi̍h-kiānn hōo lâng piànn--khì --bô?”
,我問甲足緊張的。,guá mn̄g kah tsiok kín-tiunn--ê.
,#春美仔#的粉粉幼幼的喙䫌,#Tshun-bí-á# ê hún-hún iù-iù ê tshuì-phué
,若蠘仔沖著滾水沓沓仔紅起來，,"ná tshi̍h-á tshiâng-tio̍h kún-tsuí ta̍uh-ta̍uh-á âng --khí-lâi,"
,紅絳絳的喙䫌若拄仔炊好的麵龜，,"âng-kòng-kòng ê tshuì-phué ná tú-á tshue hó ê mī-ku,"
,燒甲強欲衝煙的形，,"sio kah kiōng-beh tshìng ian ê hîng,"
,看著伊面紅起來，,"khuànn-tio̍h i bīn âng--khí-lâi,"
,哪會我的喙䫌嘛愈來愈燒，,"ná ē guá ê tshuì-phué mā jú lâi jú sio,"
,我遮爾正經的人，,"guá tsiah-nī tsìng-king ê lâng,"
,哪會害一个查某囡仔的面紅甲這款的，,"ná ē hāi tsi̍t ê tsa-bóo gín-á ê bīn âng kah tsit khuánn--ê,"
,我敢有講著袂使講的話？,guá kám ū kóng-tio̍h bē-sái kóng ê uē?
,無啦！,Bô --lah!
,我干焦問伊有物件,Guá kan-na mn̄g i ū mi̍h-kiānn
,予賊仔脯勍去無，,"hōo tsha̍t-á-póo khiang--khì --bô,"
,敢講我有啥物會予查某囡仔,kám-kóng guá ū siánn-mih ē hōo tsa-bóo gín-á
,歹勢的物件佇身軀頂，,"pháinn-sè ê mi̍h-kiānn tī sin-khu-tíng,"
,緊向落去看褲頭有結好勢無......,kín ànn lo̍h-khì khuànn khòo-thâu ū kat hó-sè bô......
,「Mh......」,“Mh......”
,我欲向落去看的時，,"guá beh ànn lo̍h-khì khuànn ê sî,"
,#春美仔#就出聲欲講，,"#Tshun-bí-á# tō tshut-siann beh kóng,"
,我緊共頭越轉來看伊紅絳絳的面。,guá kín kā thâu ua̍t tńg-lâi khuànn i âng-kòng-kòng ê bīn.
,無看著褲頭有結好勢無，,"Bô khuànn-tio̍h khòo-thâu ū kat hó-sè --bô,"
,我的心肝 phi̍h-pho̍k-tsháinn。,guá ê sim-kuann phi̍h-pho̍k-tsháinn.
,足驚予伊知影我咧煩惱啥。,Tsiok kiann hōo i tsai-iánn guá teh huân-ló siánn.
,「一寡衫仔褲無去爾，,"“Tsi̍t-kuá sann-á-khòo bô--khì niā,"
,較要緊的物件攏有佇咧，,"khah iàu-kín ê mi̍h-kiānn lóng ū tī --leh,"
,錢嘛攏好好，,"tsînn mā lóng hó-hó,"
,無拍毋去，,"bô phah-m̄-khì,"
,開去的較濟。」,khai--khì ê khah tsē.”
,「佳哉！,“Ka-tsài!
,若是錢，,"Nā-sī tsînn,"
,有較要緊的物件予人勍去，,"ū khah iàu-kín ê mi̍h-kiānn hōo lâng khiang--khì,"
,會使共我講。」,ē-sái kā guá kóng.”
,伊講煞我隨知影毋是我害伊歹勢，,"I kóng suah guá suî tsai-iánn m̄ sī guá hāi i pháinn-sè,"
,「佳哉」 毋是我害伊歹勢！,“ka-tsài” m̄ sī guá hāi i pháinn-sè!
,硩佇心肝頭彼包紅毛塗，,"Teh tī sim-kuann-thâu hit pau âng-mn̂g-thôo,"
,雄雄變賰紙橐仔遐輕。,hiông-hiông piàn tshun tsuá-lok-á hiah khin.
