Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
,毋過伊誠清楚佗位有圳溝、,"m̄-koh i tsiânn tshing-tshó tó-uī ū tsùn-kau,"
,佗位有糞堆，,"tó-uī ū pùn-tui,"
,佗幾條菜瓜已經會當挽矣。,tó kuí tiâu tshài-kue í-king ē-tàng bán --ah.
,割落來的菜瓜藤，,"Kuah lo̍h-lâi ê tshài-kue-tîn,"
,愛用玻璃矸仔承菜瓜水。,ài iōng po-lê kan-á sîn tshài-kue-tsuí.
,信觀音佛祖的阿媽食菜，,"Sìn Kuan-im Pu̍t-tsóo ê a-má tsia̍h-tshài,"
,伊的食食較簡單，,"i ê tsia̍h-si̍t khah kán-tan,"
,三頓攏用菜瓜煮洘頭糜配蕹菜，,"sann tǹg lóng īng tshài-kue tsú khó-thâu-muê phuè ìng-tshài,"
,閣一个菜脯炒蔭豉仔來配就準算。,koh tsi̍t ê tshài-póo tshá ìm-sīnn-á lâi phuè tō tsún-sǹg.
,阮遮的囡仔若有轉去，,"Guán tsia-ê gín-á nā ū tńg--khí,"
,伊驚阮食袂落去，,"i kiann guán tsia̍h bē lo̍h--khì,"
,就會加煎幾粒仔鴨卵，,"tō ē ke tsian kuí-lia̍p-á ah-nn̄g,"
,開麵麶罐頭予阮配。,khui mī-thi kuàn-thâu hōo guán phuè.
,阿媽上疼孫，,"A-má siōng thiànn sun,"
,人予伊的四秀仔伊攏毋甘食，,"lâng hōo i ê sì-siù-á i lóng m̄-kam tsia̍h,"
,儉佇竹籃仔內底等阮轉去。,khiām tī tik-nâ-á lāi-té tán guán tńg--khì.
,有當時仔囥傷久，,"Ū-tang-sî-á khǹg siunn kú,"
,餅攏潤去矣，,"piánn lóng jūn--khì --ah,"
,阮嘛仝款食甲咂咂叫，,"guán mā kāng-khuán tsia̍h kah tsa̍p-tsa̍p-kiò,"
,彼款予阿媽疼痛的感覺就是上好食的滋味。,hit khuán hōo a-má thiànn-thàng ê kám-kak tō sī siōng hó-tsia̍h ê tsu-bī.
,後一擺轉去草地，,"Āu tsi̍t pái tńg-khì tsháu-tē,"
,是我考牢大學的時，,"sī guá khó tiâu tāi-ha̍k ê sî,"
,阿媽誠歡喜又閣煩惱，,"a-má tsiânn huann-hí iū-koh huân-ló,"
,伊共我講：「哪會遮才情閣考牢大學！,i kā guá kóng: “Ná ē tsiah tsâi-tsîng koh khó tiâu tāi-ha̍k!
,按呢恁老母又閣愛加拖幾若年！,Án-ne lín lāu-bú iū-koh ài ke thua kuí-nā nî!
,你若會當較早趁錢，,"Lí nā ē-tàng khah tsá thàn-tsînn,"
,恁老母就袂遐艱苦矣。」,lín lāu-bú tō bē hiah kan-khóo --ah.”
,阿媽對貼身的荷包內底共伊儉誠久的私奇錢撏出來予我，,"A-má tuì thiap-sin ê hâ-pau lāi-té kā i khiām tsiânn kú ê sai-khia-tsînn jîm tshut-lâi hōo --guá,"
,雖然我的喙咧笑，,"sui-jiân guá ê tshuì teh tshiò,"
,猶毋過目屎煞一直輾落來。,iáu-m̄-koh ba̍k-sái suah it-ti̍t liàn lo̍h-lâi.
,無偌久，,"Bô-guā-kú,"
,阿媽彼雙若親像罩霧的目睭，,"a-má hit siang ná tshin-tshiūnn tà-bū ê ba̍k-tsiu,"
,就佇睏眠當中，,"tō tī khùn-bîn tang-tiong,"
,永遠瞌去矣。,íng-uán kheh--khì --ah.
,我咧想，,"Guá teh siūnn,"
,無定著是菜市仔賣的菜瓜佮阮阿媽種的無仝，,"bô-tiānn-tio̍h sī tshài-tshī-á bē ê tshài-kue kah guán a-má tsìng ê bô-kāng,"
,抑是阮阿媽有囥步，,"ia̍h-sī guán a-má ū khǹg-pōo,"
,抑無，,"ia̍h bô,"
,哪會按怎煮就煮袂出記持中的清甜？,ná ē án-tsuánn tsú tō tsú bē tshut kì-tî tiong ê tshing-tinn?
,予我到今猶咧數念阿媽煮的彼款滋味。,Hōo guá kàu-tann iáu teh siàu-liām a-má tsú ê hit khuán tsu-bī.
