Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
,彼號a-lú-mih鼎誠輕,Hit-lō a-lú-mih tiánn tsiânn khin 【鋁 a-lú-mih 】
,你若欲去食桌乎，會當先予人共頭siat-tooh做hái-kat-lá。,"Lí nā beh khì tsia̍h-toh--honnh, ē-tàng sing hōo lâng kā thâu siat-tooh tsò hái-kat-lá. 【西裝頭 hái-kat-lá 】"
,你先莫趕食桌，去對面彼間頭毛店siat-tooh siat-tooh咧，做一粒hái-kat-lá頭才來去。,"Lí sing mài kuánn tsia̍h-toh, khì tuì-bīn hit king thâu-mn̂g-tiàm siat-tooh siat-tooh--leh, tsò tsi̍t lia̍p hái-kat-lá thâu tsiah lâi--khì. 【西裝頭 hái-kat-lá 】"
,落雨天乎，路滑滑，彼ha̋n-tóo-luh著掠hoo絚。,"Lo̍h-hōo-thinn--honnh, lōo ku̍t-ku̍t, he ha̋n-tóo-luh tio̍h lia̍h hoo ân. 【方向盤 ha̋n-tóo-luh 】"
,這咱厝內的裝潢是用hi-nóo-khih的，較毋驚會去予蟲蛀，所以上無擋一二十年無問題啦。,"Tse lán tshù-lāi ê tsong-hông sī iōng hi-nóo-khih--ê, khah m̄-kiann ē khì hōo thâng tsù, sóo-í siōng-bô tòng it-jī-tsa̍p-nî bô-būn-tê--lah. 【檜木 hi-nóo-khih 】"
,彼雞皮莫提予囡仔食啦，內底hoo-lú-bóng蓋厚。,"He ke-phuê mài the̍h hōo gín-á tsia̍h--lah, lāi-té hoo-lú-bóng kài kāu. 【荷爾蒙 hoo-lú-bóng 】"
,這幾年無啥中國旅客，遐的hoo-té-luh強欲倒了了去矣。,"Tsit kuí nî bô siánn Tiong-kok lí-kheh, hia-ê hoo-té-luh kiông-beh tò liáu-liáu--khì--ah. 【飯店 hoo-té-luh 】"
,你就共燒水倒落去hú-looh桶，倒hoo滇，按呢就會使浸一下。,"Lí tō kā sio-tsuí tó lo̍h-khì hú-looh-tháng, tó hoo tīnn, án-ne tō ē-sái tsìm--tsi̍t-ē. 【浴桶 hú-looh 】"
,你彼台的ia̋n-jín聲怪怪，你可能愛揣人來修理一下較妥當。,"Lí hit tâi ê ia̋n-jín siann kuài-kuài, lí khó-lîng ài tshuē lâng lâi siu-lí--tsi̍t-ē khah thò-tòng. 【引擎 ia̋n-jín 】"
,花蓮玉里的iő-káng足有名的，蓋適合紮轉去做伴手。,"Hua-liân gio̍k-lí ê iő-káng tsiok ū-miâ--ê, kài sik-ha̍p tsah tńg-khì tsò phuānn-tshiú. 【羊羹 iő-káng 】"
,你愛準備一寡做ió-bih的，等咧若無夠會使閣用。,"Lí ài tsún-pī tsi̍t-kuá tsò ió-bih--ê, tán--leh nā bô-kàu ē-sái koh iōng. 【預備 ió-bih 】"
,我朋友連鞭就欲來矣，才麻煩你替我ió-bih一寡物件請人食。,"Guá pîng-iú liâm-mi tiō beh lâi--ah, tsiah mâ-huân lí thè guá ió-bih tsi̍t-kuá mi̍h-kiānn tshiánn lâng tsia̍h. 【預備 ió-bih 】"
,這iú-lih誠芳喔，你會用得囥佇客廳。,"Tse iú-lih tsiânn phang oo, lí ē-īng-eh khǹg tī kheh-thiann. 【百合花 iú-lih 】"
,彼ji-lú-bah踅來踅去，跳甲我頭殼楞楞，活欲吐腸頭。,"He ji-lú-bah se̍h-lâi-se̍h-khì, thiàu kah guá thâu-khak gông-gông, ua̍h-beh thóo-tn̂g-thâu. 【吉魯巴 ji-lú-bah 】"
,彼對翁仔某跳ji-lú-bah跳甲誠好。,Hit tuì ang-á-bóo thiàu ji-lú-bah thiàu kah tsiânn hó. 【吉魯巴 ji-lú-bah 】
,這jiak-kuh著愛用無仝款的mi-sín來車。,Tse jiak-kuh tio̍h ài iōng bô kāng-khuán ê mi-sín lâi tshia. 【拉鍊 jiak-kuh 】
,這jiak-kuh著愛用無仝款的mi-sín才車會來。,Tse jiak-kuh tio̍h ài iōng bô kāng-khuán ê mi-sín tsiah tshia ē lâi. 【拉鍊 jiak-kuh 】
,天氣冷矣，愛加疊一領jiàn-bà。,"Thinn-khì líng--ah, ài ke tha̍h tsi̍t niá jiàn-bà. 【夾克 jiàn-bà 】"
,阮這物件已經是上jió-toh的，毋好閣嫌矣。,"Gún tse mi̍h-kiānn í-king sī siōng jió-toh--ê, m̄-hó koh hiâm--ah. 【高級 jió-toh 】"
,阮遮的物件攏是上jió-toh的，希望你會當欣賞。,"Gún tsia ê mi̍h-kiānn lóng sī siōng jió-toh--ê, hi-bāng lí ē-tàng him-sióng. 【上等 jió-toh 】"
,咱明仔載就欲來去𨑨迌矣，你愛共kha-báng整理hoo好。,"Lán bîn-á-tsài tō beh lâi-khì tshit-thô--ah, lí ài kā kha-báng tsíng-lí hoo hó. 【皮包 kha-báng 】"
,天猶未光，阿兄早頓紮咧、kha-báng揹咧就緊出門趕火車。,"Thinn iáu-bē kng, a-hiann tsá-tǹg tsah--leh, kha báng phāinn leh tsiū-kín tshut-mn̂g kuánn hué-tshia. 【文件箱 kha-báng 】"
,咱欲來去踅街矣，先予我共一寡物件囥入去kha-báng。,"Lán beh lâi-khì se̍h-ke--ah, sing hōo guá kā tsi̍t-kuá mi̍h-kiānn khǹg ji̍p-khì kha-báng. 【手提包 kha-báng 】"
,咱欲來去踅街矣，先予我共一寡物件囥入去ha̋n-tóo-pá-kuh。,"Lán beh lâi-khì se̍h-ke--ah, sing hōo guá kā tsi̍t-kuá mi̍h-kiānn khǹg ji̍p-khì ha̋n-tóo-pá-kuh. 【手提包 ha̋n-tóo-pá-kuh 】"
,練歌的方法百百款，有的是家己一个走去kha-lá-óo-khe練歌。,"Liān kua ê hong-huat pah-pah-khuán, ū--ê sī ka-tī tsi̍t ê tsáu-khì kha-lá-óo-khe liān kua. 【卡拉OK kha-lá-óo-khe 】"
,有的人練歌，只是為著去kha-lá-óo-khe的時陣，會使佇朋友的面頭前奢颺一下。,"Ū ê lâng liān kua, tsí-sī uī-tio̍h khì kha-lá-óo-khe ê sî-tsūn, ē-sái tī pîng-iú ê bīn-thâu-tsîng tshia-iānn--tsi̍t-ē. 【卡拉OK kha-lá-óo-khe 】"
,這kha-mé-lah是canon的，誠貴。,"Tse kha-mé-lah sī canon--ê, tsiânn-kuì. 【照相機 kha-mé-lah 】"
,來去買物件進前，上好是先來看一下kha-tá-lok-guh。,"Lâi-khì bé mi̍h-kiānn tsìn-tsîng, siōng hó sī sing lâi khuànn tsi̍t-ē kha-tá-lok-guh. 【目錄 kha-tá-lok-guh 】"
,這馬透中晝乎，日頭當猛，緊共kha-tián搝起來。,"Tsit-má thàu-tiong-tàu--honnh, ji̍t-thâu tng mé, kín kā kha-tián giú--khí-lâi. 【窗簾 kha-tián 】"
,欲過年矣，khà-sàng這幾工攏咧灶跤無閒。,"Beh kuè-nî--ah, khà-sàng tsit kuí kang lóng tih tsàu-kha bô-îng. 【母親 khà-sàng 】"
,欲過年矣，khà-tsiàng這幾工攏咧無閒。,"Beh kuè-nî--ah, khà-tsiàng tsit kuí kang lóng leh bô-îng. 【母親 khà-tsiàng 】"
,代誌做到遮就算是kha̋n-jióo矣。,Tāi-tsì tsò-kàu tsia tsiū-sǹg-sī kha̋n-jióo--ah. 【結束 kha̋n-jióo 】
,Hooh，你畫的這塊kha̋ng-páng真特別，這馬已經罕得有人按呢畫矣。,"Hooh, lí uē ê tsit-tè kha̋ng páng tsin-ti̍k-pia̍t, tsit-má í-king hán-tit iú-lâng án-ne uē--ah. 【看板 kha̋ng-páng 】"
,這塊kha̋ng-páng面頂的人穿甲誠奅。毋知影若我穿矣，是毋是嘛會當像伊仝款。,"Tsit tè kha̋ng-páng bīn-tíng ê lâng tshīng kah tsiânn phānn. M̄ tsai-iánn nā guá tshīng--ah, sī m̄ sī mā ē-tàng tshiūnn i kāng-khuán. 【招牌 kha̋ng-páng 】"
,你會用得摻一寡khe-tsiap-puh落去炒。,Lí ē-īng-eh tsham tsi̍t-kuá khe-tsiap-puh lo̍h-khì tshá. 【蕃茄醬 khe-tsiap-puh 】
,彼个紅嬰仔今仔日khi-móo-tsih真䆀喔。,Hit ê âng-enn-á kin-á-ji̍t khi-móo-tsih tsin bái--oo. 【情緒 khi-móo-tsih 】
,你看起來khi-móo-tsih真袂䆀喔，拄著啥物好康的嘛講予阮聽一下。,"Lí khuànn--khí-lâi khi-móo-tsih tsin bē-bái--oo, tú-tio̍h siánn-mi̍h hó-khang--ê mā kóng hōo guán thiann--tsi̍t-ē. 【奇檬子 khi-móo-tsih 】"
,看起來咱心肝的今仔日khi-móo-tsih無好喔，是啥人欺負你啊？,"Khuànn--khí-lâi lán sim-kuann--ê kin-á-ji̍t khi-móo-tsih bô hó--oo, sī siánn khi-hū--lí--ah? 【心情 khi-móo-tsih 】"
,對花蓮市區遮到豐田乎，差不多愛二十二khí-looh。,"Uì Hua-liân tshī-khu tsia kàu Hong-tiân--honnh, tsha-put-to ài jī-tsa̍p-jī khí-looh. 【公里 khí-looh 】"
,遐的政治人物攏嘛有予報紙報出來講揣人去khiű-khé。,Hia-ê tsìng-tī jîn-bu̍t lóng mā ū hōo pò-tsuá pò--tshut-lâi kóng tshuē lâng khì khiű-khé. 【色情幽會 khiű-khé 】
,阿基師去khiű-khé去予人查著。,A-ki-sai khì khiű-khé khì hōo lâng tshâ--tio̍h. 【休憩 khiű-khé 】
,咱已經行一段路矣，先揣一間hoo-té-luh khiű-khé一下好無？,"Lán í-king kiânn tsi̍t tuānn lōo--ah, sing tshuē tsi̍t king hoo-té-luh khiű-khé--tsi̍t-ē hó--bô? 【休息 khiű-khé 】"
,你欲啉茶是無？這塊khok-puh無人用，你會用得提去啉。,"Lí beh lim tê sī--bô? Tsit tè khok-puh bô lâng iōng, lí ē-īng-eh the̍h khì lim. 【杯子 khok-puh 】"
,路當咧埋水管，等埋好勢會khòng khōng-ku-lí。,"Lōo tng-tih tâi tsuí-kóng, tán tâi hó-sè ē khòng khōng-ku-lí. 【混凝土 khōng-ku-lí 】"
,外口當咧修路，修理了會鋪 khōng-ku-lí。,"Guā-kháu tng-tih siu lōo, siu-lí liáu ē phoo khōng-ku-lí. 【控固力 khōng-ku-lí 】"
,逐家攏愛啉 khòng-buh 湯。,Ta̍k-ke lóng ài lim khòng-buh thng. 【海帶 khòng-buh 】
,各位媽媽若欲𤉙湯，khòng-buh佮mí-sooh是上著味的。,"Kok-uī mah--mah nā beh kûn-thng, khòng-buh kah mí-sooh sī siōng tio̍h-bī--ê. 【昆布 khòng-buh 】"
,這馬無啥人會著khoo-lé-lah矣。,Tsit-má bô siánn-lâng ē tio̍h khoo-lé-lah--ah. 【霍亂 khoo-lé-lah 】
,建設公司共政府官員oo-se，in董的已經去予關起來矣。,"Kiàn-siat kong-si kā tsìng-hú kuann-uân oo-se, in táng--ê í-king khì hoo kuainn--khí-lâi--ah. 【賄賂 oo-se 】"
,你這擺𤆬團有提偌濟khoo-mí-sióng？,Lí tsit pái tshuā-thuân ū the̍h guā-tsē khoo-mí-sióng? 【回扣 khoo-mí-sióng 】
,你這擺𤆬團，一定提蓋濟khoo-mí-sióng乎？,"Lí tsit-pái tshuā-thuân, it-tīng the̍h kài tsē khoo-mí-sióng--honnh? 【回扣 khoo-mí-sióng 】"
,這領khòo-tòo是阮媽媽在生上佮意的衫。,Tsit niá khòo-tòo sī gún mah--mah tsāi-sinn siāng kah-ì ê sann. 【大衣 khòo-tòo 】
,這台車是手排的，著愛會曉用khu-lá-tsih才有才調駛。,"Tsit tâi tshia sī tshiú-pâi--ê, tio̍h ài ē-hiáu iōng khu-lá-tsih tsiah ū tsâi-tiāu sái. 【離合器 khu-lá-tsih 】"
,天氣冷矣，你的面愛抹一寡khu-lì-mù，面才袂必必。,"Thinn-khì líng--ah, lí ê bīn ài buah tsi̍t-kuá khu-lì-mù, bīn tsiah bē pit-pit. 【面霜 khu-lì-mù 】"
,天氣冷矣，你的面愛抹一寡khu-lì-mù，面較袂hau-hau。,"Thinn-khì líng--ah, lí ê bīn ài buah tsi̍t-kuá khu-lì-mù, bīn khah bē hau-hau. 【面霜 khu-lì-mù 】"
,這塊pháng內底的餡是khu-lì-mù的，囡仔人一定愛食。,"Tsit tè pháng lāi-té ê ānn sī khu-lì-mù--ê, gín-á-lâng it-tīng ài tsia̍h. 【克林姆 khu-lì-mù 】"
,這塊pháng內底的khu-lì-mù猶閣燒燒，囡仔人一定愛食。,"Tsit tè pháng lāi-té ê khu-lì-mù iáu-koh sio-sio, gín-á-lâng it-tīng ài tsia̍h. 【克林姆 khu-lì-mù 】"
,電腦時行了後，聽la-jí-ooh的人就沓沓仔較少矣。,"Tiān-náu sî-kiânn liáu-āu, thiann la-jí-ooh ê lâng tō ta̍uh-ta̍uh-á khah tsió--ah. 【收音機 la-jí-ooh 】"
,人咧招拍球，緊來去借一支la-kiat-tooh。,"Lâng leh tsio phah-kiû, kín lâi-khì tsioh tsi̍t ki la-kiat-tooh. 【球拍 la-kiat-tooh 】"
,這件代誌到今應該算是la̋i-jiòo-bù矣。,Tsit kiānn tāi-tsì kàu-tann ing-kai sǹg-sī la̋i-jiòo-bù--ah. 【沒問題 la̋i-jiòo-bù 】
,安啦，遮有我佇咧，一定la̋i-jiòo-bù啦。,"An--lah, tsia ū guá tī--leh, it-tīng la̋i-jiòo-bù--lah. 【安全 la̋i-jiòo-bù 】"
,做你放心，有我佇遮，一定la̋i-jiòo-bù啦。,"Tsò lí hòng-sim, ū guá tī tsia, it-tīng la̋i-jiòo-bù--lah. 【放心 la̋i-jiòo-bù 】"
,天氣變熱，足濟查埔人咧穿la̋i-lín-gù。,"Thinn-khì piàn jua̍h, tsiok tsē ta-poo-lâng leh tshīng la̋i-lín-gù. 【無袖背心 la̋i-lín-gù 】"
,買香的時陣，頭家會送一寡lài-tah。,"Bé hiunn ê sî-tsūn, thâu-ke ē sàng tsi̍t-kuá lài-tah. 【打火機 lài-tah 】"
,我想欲食薰，你有lài-tah無？,"Guá siūnn beh tsia̍h-hun, lí ū lài-tah--bô? 【打火機 lài-tah 】"
,這項菜內底有摻le-bóng著毋？Le-bóng味真厚真芳。,Tsit hāng tshài lāi-té ū tsham le-bóng tio̍h--m̄? Le-bóng bī tsin kāu tsin phang. 【檸檬 le-bóng 】
,有一寡cosplay的衫是有車lè-sìr的。,Ū tsi̍t-kuá cosplay ê sann sī ū tshia lè-sìr--ê. 【蕾絲花邊 lè-sìr 】
,彼台li-á-khah後壁載足濟物件。,Hit tâi li-á-khah āu-piah tsài tsiok tsē mi̍h-kiānn. 【臺車 li-á-khah 】
,彼台li-á-khah的後壁車足濟物件。,Hit tâi li-á-khah ê āu-piah tshia tsiok tsē mi̍h-kiānn. 【拖車 li-á-khah 】
,彼台li-á-khah的頂懸載足濟物件。,Hit tâi li-á-khah ê tíng-kuân tsài tsiok tsē mi̍h-kiānn. 【台車 li-á-khah 】
,古早人攏用lia̋n-táng起火。,Kóo-tsá-lâng lóng īng lia̋n-táng khí-hué. 【煤球 lia̋n-táng 】
,Li̋n-jín加食一寡對目睭蓋好蓋有幫助。,Li̋n-jín ke tsia̍h--tsi̍t-kuá tuì ba̍k-tsiu kài hó kài ū pang-tsōo. 【紅蘿蔔 li̋n-jín 】
,加食li̋n-jín對目睭有真大的幫助。,Ke tsia̍h li̋n-jín tuì ba̍k-tsiu ū tsin tuā ê pang-tsōo. 【紅蘿蔔 li̋n-jín 】
,較早lìn-gòo是蓋貴重的果子。,Khah-tsá lìn-gòo sī kài kuì-tiōng ê kué-tsí. 【蘋果 lìn-gòo 】
,較早有一款lìn-gòo叫做五爪lìn-gòo，是蓋貴重的物件。,"Khah-tsá ū tsi̍t khuán lìn-gòo kiò-tsò gōo-jiáu lìn-gòo, sī kài kuì-tiōng ê mi̍h-kiānn. 【蘋果 lìn-gòo 】"
,你若無提loo-lái-bà捘會捘袂絚。,Lí nā bô the̍h loo-lái-bà tsūn ē tsūn bē ân. 【螺絲起子 loo-lái-bà 】
,彼lòo-suh炒筍絲蓋好食，蓋著味喔。,"He lòo-suh tshá sún-si kài hó-tsia̍h, kài tio̍h-bī--oo. 【里脊肉 lòo-suh 】"
,猶原有袂少人會穿lóo-lí-á。,Iu-guân ū bē tsió lâng ē tshīng lóo-lí-á. 【橡膠拖鞋 lóo-lí-á 】
,有朋友感覺穿lóo-lí-á出門是真失禮的代誌。,Ū pîng-iú kám-kak tshīng lóo-lí-á tshut-mn̂g sī tsin sit-lé ê tāi-tsì. 【橡膠拖鞋 lóo-lí-á 】
,先生，伊這幾工拍寒拍熱，敢會是著ma-lá-lí-á？,"Sian-sinn, i tsit kuí kang phah-kuânn-phah-jua̍h, kám ē sī tio̍h ma-lá-lí-á? 【瘧疾 ma-lá-lí-á 】"
,Sia̋n-sé，伊這幾工連鞭喝寒連鞭喝熱，敢是著ma-lá-lí-á？,"Sia̋n-sé, i tsit kuí kang liâm-mi huah kuânn liâm-mi huah jua̍h, kám sī tio̍h ma-lá-lí-á? 【瘧疾 ma-lá-lí-á 】"
,毋好猶未減肥就去參加ma-lá-sóng，會死人。,"M̄ hó iáu-bē kiám-puî tō khì tsham-ka ma-lá-sóng, ē sí-lâng. 【馬拉松 ma-lá-sóng 】"
