Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
"Oct 6, 2018_19.wav",今年逐箍美金的產量，預測會增加六十五pha。,"Kin-nî ta̍k khoo bí-kim ê sán-liōng, ī-tshik ē tsing-ka la̍k-tsa̍p-gōo pha.",,
"Oct 6, 2018_20.wav",佇今年三月的油價低點，西德州中級原油（WTI）捌落到一桶四十四箍美金，目前起轉來六十箍左右，大部分的頁岩油公司猶閣趁有錢。,"Tī kin-nî sann--gue̍h ê iû-kè kē-tiám, se tik-tsiu tiong-kip guân-iû (WTI) bat lak kàu tsi̍t tháng sì-tsa̍p-sì khoo Bí-kim. bo̍k-tsîng khí tńg-lâi la̍k-tsa̍p khoo tsó-iū, tuā-pōo-hūn ê ia̍h-gâm-iû kong-si iáu-koh thàn ū tsînn.",,
"Oct 6, 2018_21.wav",文章引用一間顧問公司的講法，未來的價數甚至可能形成一个「頁岩帶」，大概是一桶四十五箍到六十五箍美金之間。,"Bûn-tsiong ín-iōng tsi̍t king kòo-būn kong-si ê kóng-huat, bī-lâi ê kè-siàu sīm-tsì khó-lîng hîng-sîng tsi̍t ê “ia̍h-gâm-tài”, tāi-khài sī tsi̍t tháng sì-tsa̍p-gōo khoo kàu la̍k-tsa̍p-gōo khoo Bí-kim tsi-kan.",,
"Oct 6, 2018_21.wav",若是價數比這个範圍較低，頁岩石油業者會減產；若較懸，in會增產。,"Nā-sī kè-siàu pí tsit ê huān-uî khah kē, ia̍h-gâm tsio̍h-iû gia̍p-tsiá ē kiám-sán; nā khah kuân, in ē tsing-sán.",,
"Oct 6, 2018_22.wav",若按呢，價數就會時常維持佇這个範圍。,"Nā án-ne, kè-siàu tō ē sî-siông î-tshî tī tsit ê huān-uî.",,
"Oct 6, 2018_23.wav",也就是講，用增產減產來影響世界油價，這个關鍵角色一向以來是OPEC咧搬，未來可能就是美國的頁岩油公司，,"Iā tō sī kóng, īng tsing-sán kiám-sán lâi íng-hióng sè-kài iû-kè, tsit ê kuan-kiān kak-sik it-hiòng í-lâi sī OPEC teh puann, bī-lâi khó-lîng tō sī Bí-kok ê ia̍h-gâm-iû kong-si,",,
"Oct 6, 2018_24.wav",in毋管是提升產量，抑是壓低成本，攏猶閣真有空間。,"in m̄-kuán sī thê-sing sán-liōng, a̍h-sī ah-kē sîng-pún, lóng iáu-koh tsin ū khong-kan.",,
"Oct 6, 2018_25.wav",文章落尾講，二位數的油價，可能會成做「新常態」。,"Bûn-tsiong lo̍h-bué kóng, jī-uī-sòo ê iû-kè, khó-lîng ē tsiânn-tsò “sin siông-thài”.",,
"Oct 6, 2018_26.wav",除非是爆發重大衝突，造成世界上大的一寡油田停止供應，抑是需求雄雄衝懸。,"tû-hui sī po̍k-huat tiōng-tāi tshiong-tu̍t, tsō-sîng sè-kài siōng tuā ê tsi̍t-kuá iû-tshân thîng-tsí kiong-ìng, ia̍h-sī su-kiû hiông-hiông tshìng kuân.",,
"Oct 6, 2018_27.wav",另外一方面，再生能源佮天然氣也咧落價。,"Līng-guā tsi̍t hong-bīn, tsài-sing lîng-guân kah thian-jiân-khì iā teh la̍k-kè.",,
"Oct 6, 2018_28.wav",看這个範勢，一个予OPEC主導的時代，應該是袂閣轉來矣。,"Khuànn tsit ê pān-sè, tsi̍t ê hōo OPEC tsú-tō ê sî-tāi, ing-kai sī bē koh tńg--lâi--ah.",,
