Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
"Oct 20, 2018 _49.wav",漢鍾離發現的這个島嶼，就是咱這馬徛起的臺灣島。伊對雲尪面頂寬寬仔跳落來，拄拄仔好降落佇現此時高雄的左營。,"Hàn Tsing-lî huat-hiān ê tsit ê tó-sū, tō-sī lán tsit-má khiā-khí ê Tâi-uân-tó. I uì hûn-ang bīn-tíng khuann-khuann-á thiàu--lo̍h-lâi, tú-tú-á-hó kàng-lo̍h tī hiān-tshú-sî Ko-hiông ê Tsó-iânn.",,
"Oct 20, 2018 _50.wav",漢鍾離咧想講：「欲對佗位開始走揣咧？」,"Hàn Tsing-lî leh siūnn-kóng: ""Beh uì tó-uī khai-sí tsáu-tshuē--leh?""",,
"Oct 20, 2018 _51.wav",「若準欲揣一个心肝善良閣老實可靠的徒弟，定著愛先試探看伊的心肝好無？」伊心內那拍算那咧相四箍圍仔的環境。,"""Nā-tsún beh-tshuē tsi̍t-ê sim-kuann siān-liông koh láu-si̍t khó-khò ê tôo-tē, tiānn-tio̍h ài-sing tshì-thàm khuànn i-ê sim-kuann hó--bô?"" I sim-lāi ná phah-sǹg ná leh siòng sì-khoo-uî-á ê khuân-kíng.",,
"Oct 20, 2018 _52.wav",漢鍾離擔頭共面頭前彼粒山看看、相相咧，隨予伊想著一个好步數。,"Hàn Tsing-lî tann-thâu kā bīn-thâu-tsîng hit lia̍p suann khuànn-khuànn, siòng-siòng--leh, suî hōo--i siūnn-tio̍h tsi̍t ê hó pōo-sòo.",,
"Oct 20, 2018 _53.wav",漢鍾離共伊隨身紮的一支葵扇提出來，略略仔共彼粒山擛擛咧，山頂尾溜隨雄雄起一陣風，風真透。,"Hàn Tsing-lî kā-i suî-sin tsah ê tsi̍t-ki khue-sìnn the̍h--tshut-lâi, lio̍h-lio̍h-á kā hit lia̍p suann ia̍t-ia̍t--leh, suann-tíng bué-liu suî hiông-hiông khí tsi̍t tsūn hong, hong tsin thàu.",,
"Oct 20, 2018 _54.wav",大風一下過，山正手爿的塗就規片崩落來。,"Tuā-hong tsi̍t-ē kè, suann tsiànn-tshiú-pîng ê thôo tō kui-phiàn pang--lo̍h-lâi.",,
"Oct 20, 2018 _55.wav",本成好勢好勢的彼粒山，這馬看起來就親像是予刀仔削去一大塊的形。,"Pún-tsiânn hó-sè-hó-sè ê hit lia̍p suann, tsit-má khuànn--khí-lâi tō tshin-tshiūnn-sī hōo to-á siah khì tsi̍t-tuā-tè ê hîng.",,
"Oct 20, 2018 _56.wav",漢鍾離閣用葵扇共崩落來的彼堆塗擛擛咧，彼堆塗竟然變成一粒仔一粒的圓仔。,"Hàn Tsing-lî koh-īng kher-sìnn kā pang-lo̍h lâi--ê hit tui thôo ia̍t-ia̍t--leh, hit tui thôo kìng-jiân piàn-sîng tsi̍t-lia̍p-á-tsi̍t-lia̍p ê înn-á.",,
"Oct 20, 2018 _57.wav",紲落來，漢鍾離共家己打扮做賣圓仔的老歲仔，共擔仔擔咧，佇山邊開始賣圓仔。,"Suà--lo̍h-lâi, Hàn Tsing-lî kā ka-tī tánn-pān tsò bē înn-á ê lāu-hè-á, kā tann-á tann leh, tī suann-pinn khai-sí bē înn-á.",,
"Oct 20, 2018 _58.wav",「來喔！好食的圓仔喔！麻仔芳絳絳、紅豆仔甜粅粅，緊來買好食的圓仔喔！」漢鍾離大聲咧喝賣。,"""Lâi--ooh! Hó-tsia̍h--ê înn-á--onnh! Muâ-á phang-kòng-kòng, âng-tāu-á tinn-but-but, kín lâi bé hó-tsia̍h ê înn-á--ooh! "" Hàn Tsing-lî tuā-siann leh huah-bē.",,
"Oct 20, 2018 _59.wav",「芳閣大粒的圓仔喔！一粒一角銀，兩粒兩角銀，三粒食免錢喔！」喝賣聲吸引一寡仔行路人的注意。,"""phang koh tuā-lia̍p ê înn-á--ooh! Tsi̍t lia̍p tsi̍t kak gîn, nn̄g lia̍p nn̄g kak gîn, sann lia̍p tsia̍h bián-tsînn--ooh! "" huah-bē-siann khip-ín tsi̍t-kuá-á kiânn-lōo lâng ê tsù-ì.",,
"Oct 20, 2018 _60.wav",「呔會有遮爾仔好空的代誌？誠實是愛講耍笑！」,"""Thài-ē ū tsiah-nī-á hó-khang ê tāi-tsì? Tsiânn-si̍t sī ài kóng-sńg-tshiò! """,,
"Oct 20, 2018 _61.wav",「著啊！呔會有可能食免錢啦！」,"""Tio̍h ah! Thài ē ū khó-lîng tsia̍h bián tsînn--lah! """,,
"Oct 20, 2018 _62.wav",「這个老歲仔呔會遮爾戇（gōng）啦？」,"""Tsit-ê lāu-huè-á thài ē tsiah-ní gōng --lah?""",,
"Oct 20, 2018 _63.wav",「無的確伊起痟矣！」,"""Bô-tik-khak i khí-siáu --ah! """,,
"Oct 20, 2018 _64.wav",「欸？呔會從來毋捌看過這个老歲仔？」,"""ê?thài ē tsiông-lâi m̄ bat khuànn-kuè tsit-ê lāu-huè-á?""",,
"Oct 20, 2018 _65.wav",「圓仔應該無問題乎？」,"""înn-á ing-kai bô-būn-tê--honnh?""",,
"Oct 20, 2018 _66.wav",圍倚來看的人愈來愈濟，逐家互相討論這件代誌，毋過無半个人相信漢鍾離講的話，嘛無人開喙講欲買圓仔。,"Uî uá lâi-khuànn ê-lâng lú-lâi-lú-tsuē, ta̍k-ke hōo-siong thó-lūn tsit-kiānn-tāi-tsì, m̄-koh bô puànn-ê lâng siong-sìn Hàn Tsing-lî kóng ê-uē, mā-bô-lâng khui tshuì-kóng beh-bé înn-á.",,
"Oct 20, 2018 _67.wav",平常時仔就較痟貪的大頭仔王的，伊共漢鍾離講：「頭家，你賣的圓仔敢誠實食三粒就免錢？你敢會唬阮？」,"Pîng-siâng-sî-á tō khah siáu-tham ê tuā-thâu-á Ông--ê, i kā Hàn Tsing-lî kóng : "" Thâu-ke, lí bē--ê înn-á kánn tsiânn-si̍t tsia̍h sann lia̍p tō bián-tsînn? Lí kám ē hóo--guán?""",,
"Oct 20, 2018 _68.wav",漢鍾離共應講：「我這个人啊！上討厭別人無老實囉！所以嘛袂愛騙人。閣再講做生理呔會使無守信用咧？」,"Hàn Tsing-lî kā ìn kóng : "" guá tsit-ê-lâng ah! Siōng thó-ià pa̍t-lâng bô-láu-si̍t --looh! Sóo-í mā bē ài phiàn--lâng. Koh-tsài kóng tsò sing-lí thài ē-sái bô siú sìn-iōng--leh ?""",,
"Oct 20, 2018 _69.wav",大頭仔王的心內咧想講，這个老歲仔無悾抑無戇，講話的形嘛無像咧滾耍笑，就共講：「頭家！予我三粒圓仔食看覓咧！」,"Tuā-thâu-á Ông--ê lāi-sim teh siūnn-kóng, tsit-ê lāu-huè á-bô khong a̍h bô gōng, kóng-uē ê hîng mā bô-tshiūnn leh kún-sńg-tshiò, tō kā kóng : "" thâu-ke! Hōo guá sann lia̍p înn-á tsia̍h khuànn-māi --leh ! """,,
"Oct 20, 2018 _70.wav",漢鍾離的圓仔親像雞卵遐爾大牽（khian），大頭仔王的搩（kiat）兩粒落去，腹肚已經有小可仔飽矣。,"Hàn Tsing-lî ê înn-á tshin-tshiūnn ke-nn̄g hiah-nī tuā khian, tuā-thâu-á Ông--ê kiat （ kiat ） nn̄g-lia̍p lo̍h-khì, pak-tóo í-king-ū sió-khuá-á pá--ah.",,
"Oct 20, 2018 _71.wav",伊共腹肚挲挲咧，閣繼續食甲窸窣叫，,"I-kā pak-tóo so-so--leh, koh kè-sio̍k tsia̍h kah si̍h-su̍t-kiò,",,
"Oct 20, 2018 _72.wav",伊共第三粒圓仔嘛食食落去，那食閣那呵咾講：「哇！我自出世到今（tann）毋捌食過遮爾芳的圓仔呢！」,"I-kā tē-sann lia̍p înn-á mā-tsia̍h tsia̍h--lo̍h-khì, ná tsia̍h koh ná o-ló kóng : "" Ua2 ! Guá tsū tshut-sì kàu-tann m̄-bat tsia̍h-kuè tsiah-ní phang ê înn-á--neh! """,,
"Oct 20, 2018 _73.wav",大頭仔王的食三粒圓仔，漢鍾離誠實無共伊提半仙錢。,"Tuā-thâu-á Ông--ê tsia̍h sann lia̍p înn-á, Hàn Tsing-lî sîng-si̍t bô kā-i the̍h puàn-sian tsînn.",,
"Oct 20, 2018 _74.wav",其他的人攏看甲誠欣羨，嘛圍倚來共漢鍾離挃三粒圓仔食。,"Kî-thann ê lâng lóng khuànn-kah tsiânn him-siān, mā uî uá--lâi kā Hàn Tsing-lî ti̍h sann lia̍p înn-á tsia̍h.",,
"Oct 20, 2018 _75.wav",逐家為著欲食免錢的圓仔，毋管查埔、查某，攏想盡辦法共三粒大粒圓仔食落去。,"Ta̍k-ke uī-tio̍h beh tsia̍h bián-tsînn ê înn-á, m̄-kuán tsa-poo, tsa-bóo, lóng siūnn tsīn pān-huat kā sann lia̍p tuā-lia̍p înn-á tsia̍h--lo̍h-khì.",,
"Oct 20, 2018 _76.wav",漢鍾離一直無停手咧舀（iúnn）圓仔予眾人食，目?￤ﾹﾅ爾，規鼎圓仔就食甲空空囉！,"Hàn Tsing-lî it-ti̍t bô-thîng-tshiú leh iúnn înn-á hōo tsìng-lâng tsia̍h, ba̍k-nih-á-kú nia̋, kui tiánn înn-á tō tsia̍h-kah khang-khang--looh!",,
"Oct 20, 2018 _77.wav",「好矣，圓仔已經食了矣，今仔日就到遮為止囉！」漢鍾離按呢共逐家講。,"""hó--ah, înn-á í-king tsia̍h-liáu--ah, kin-á-ji̍t to7 kàu tsia uî-tsí--looh! "" Hàn Tsing-lî án-ne kā ta̍k-ke kóng.",,
"Oct 20, 2018 _78.wav",「彼呔會使？我猶袂食著呢！」有人無歡喜咧大聲喝。,"""He thài ē-sái?Guá iáu bē tsia̍h-tio̍h--neh! "" iú-lâng bô huann-hí teh tuā-siann-huah.",,
"Oct 20, 2018 _79.wav",「猶袂食夠氣呢！」閣有人按呢講。,"""Iáu bē tsia̍h kàu-khuì ne! "" koh iú-lâng án-ne-kóng.",,
"Oct 20, 2018 _80.wav",「恁誠實誠gâu食呢！我烰的圓仔攏總提出來賣矣，無食著的人明仔載才閣來囉！」漢鍾離有淡薄仔袂堪得煩。,"""lín tsiânn-si̍t tsiânn gâu tsia̍h--neh! Guá phû ê înn-á lóng-tsóng theh8 tshut-lâi bē--ah, bô tsia̍h-tio̍h ê lâng bîn-á-tsài tsiah-koh lâi--looh! "" Hàn Tsing-lî ū tām-po̍h-á bē-kham--tit huân.",,
"Oct 20, 2018 _81.wav",「按呢明仔載敢仝款是一粒一角銀，兩粒兩角銀，三粒食免錢咧？」有人按呢問。,"""án-ne bîn-á-tsài kánn kâng-khuán sī tsi̍t lia̍p tsi̍t kak gîn, nn̄g lia̍p nn̄g kak gîn, sann lia̍p tsia̍h bián-tsînn--leh?"" iú-lâng án-ne mn̄g.",,
"Oct 20, 2018 _82.wav",「著啊！食三粒免錢啦！」漢鍾離按呢共伊應。,"""tio̍h ah! Tsia̍h sann lia̍p bián tsînn--lah! "" Hàn Tsing-lî án-ne kā-i ìn.",,
"Oct 20, 2018 _83.wav",「足好的！閣有免錢的圓仔通食囉！頭家，你毋通講話無準算oo7！明仔載一定愛來喔！」逐家一聽漢鍾離答應矣，攏歡歡喜喜走囉！,"""Tsiok hó--ê! Koh-ū bián-tsînn ê înn-á thang tsia̍h--looh! Thâu-ke, lí m̄-thang kóng-uē bô tsún-sǹg--oo7! Bîn-á-tsài it-tīng-ài lâi--ooh! "" ta̍k-ke tsi̍t-thiann Hàn Tsing-lî tap-ìng--ah, lóng huann-huann-hí-hí tsáu lô!",,
"Oct 20, 2018 _84.wav",「唉！這一寡人有影痟貪（siáu-tham），實在予我足失望！按呢看起來，明仔載愛攢（tshuân）閣較濟的圓仔，才有機會揣著我未來的徒弟。」漢鍾離那講那吐大氣。,"""haih! Tsit tsi̍t-kuá-lâng ū-iánn siáu-tham （ siáu-tham ）, si̍t-tsāi hōo--guá tsiok sit-bōng! Án-ne khuànn--khí-lâi, bîn-á-tsài ài tshuân （ tshuân ） koh-khah tsē--ê înn-á, tsiah-ū ki-huē tshuē--tio̍h guá bī-lâi-ê tôo-tē. "" Hàn Tsing-lî ná-kóng ná thóo-tuā-khuì.",,
"Oct 20, 2018 _85.wav",隔轉工，漢鍾離共一大擔的圓仔，閣擔去昨昏賣圓仔的所在。逐家一看著漢鍾離，攏挨挨（e-e-kheh-kheh）、趕緊緊圍倚來（uî-uá--lâi）。,"Keh-tńg-kang, Hàn Tsing-lî kā tsi̍t-tuā tann--ê înn-á, koh tànn khì tsa-hng bē înn-á ê sóo-tsāi. Ta̍k-ke tsi̍t-khuànn-tio̍h Hàn Tsing-lî, lóng e e （ e e kheh-kheh ） , kuánn-kín-kín uî uá--lâi （ uî uá--lâi ）.",,
"Oct 20, 2018 _86.wav",「喂！頭家，我欲愛三粒！」,"""uê! Thâu-ke, guá beh-ài sann lia̍p! """,,
"Oct 20, 2018 _87.wav",「我嘛仝款！」,"""guá mā-kāng-khuán! """,,
"Oct 20, 2018 _88.wav",「輪著我囉！三粒！較緊咧！」,"""lûn-tio̍h guá lô! Sann lia̍p! Khah kín-leh! """,,
"Oct 20, 2018 _89.wav",雖然免開錢就會當食著芳閣甜的圓仔，毋過逐家干焦（kan-na）顧搶爾，根本攏袂記得愛共漢鍾離說多謝。,"Sui-jiân bián khai-tsînn tio̍h ē-tàng tsia̍h-tio̍h phang koh tinn ê înn-á, m̄-koh ta̍k-ke kan-na kòo tshiúnn nia9, kin-pún lóng bē kì-tit ài kā Hàn Tsing-lî sueh-to-siā.",,
"Oct 20, 2018 _90.wav",彼一寡人就親像枵幾落工的形，下性命搶欲食圓仔。有一个大食的人，食三粒，閣挃三粒，做一睏仔搩六粒圓仔。,"Hit tsi̍t-kuá lâng tsiū tshin-tshiūnn iau kuí lo̍h kang ê hîng, hē-sìnn-miā tshiúnn beh tsia̍h înn-á. Ū tsi̍t-ê tuā-tsia̍h ê lâng, tsia̍h sann lia̍p, koh ti̍h sann lia̍p, tsò tsi̍t-khùn-á kiat la̍k-lia̍p înn-á.",,
"Oct 20, 2018 _91.wav",逐家看有人食六粒，攏恐驚家己食輸人，嘛攏叫六粒來食。,"Ta̍k-ke khuànn u7 lâng tsia̍h la̍k lia̍p, lóng khióng-kiann ka-tī tsia̍h su lâng, mā lóng kiò la̍k lia̍p lâi tsia̍h.",,
"Oct 20, 2018 _92.wav",食會落的下性命吞，食袂落的偷偷仔共圓仔藏佇袋仔， 拍算欲紮轉去厝裡才閣食。過無偌久，一鼎圓仔閣食甲空空空矣。,"Tsia̍h ē-lo̍h--ê hē sìnn-miā thun, tsia̍h bē loh--ê thau-thau-á kā înn-á tshàng tī tē-á, phah-sǹg beh tsah-tńg khì tshù--lí tsiah koh tsia̍h. Kuè bô luā kú, tsi̍t-tiánn înn-á koh tsia̍h-kah khang-khang-khang--ah.",,
"Oct 20, 2018 _93.wav",食會落的下性命吞，食袂落的偷偷仔共圓仔藏咧袋仔， 拍算欲紮轉去厝裡才閣食。過無偌久，一鼎圓仔閣食甲空空空矣。,"Tsia̍h ē-lo̍h--ê hē sìnn-miā thun, tsia̍h bē loh--ê thau-thau-á kā înn-á tshàng-leh tē-á, phah-sǹg beh tsah-tńg khì tshù--lí tsiah koh tsia̍h. Kuè bô luā kú, tsi̍t-tiánn înn-á koh tsia̍h-kah khang-khang-khang--ah.",,
"Oct 20, 2018 _94.wav",漢鍾離共彼一寡仔人講：「我煮的圓仔敢誠實遐好食是無？恁知影材料是對佗位來的無？」,"Hàn Tsing-lî kā hit tsi̍t-kuá-á lâng kóng : "" guá tsú--ê înn-á kánn tsiânn-si̍t hiâ hó tsia̍h sī--bô? Lín tsai-iánn tsâi-liāu sī tuì tó-uī lâi--ê--bô?""",,
"Oct 20, 2018 _95.wav",「著啊！你到底是用啥物材料，才會當做甲遮爾仔好食咧？緊共阮講啊！」,"""Tio̍h--ah! Lí tàu-té sī īng siánn-mi̍h tsâi-liāu, tsiah ē-tàng tsò-kah tsiah-nī-á hó-tsia̍h--leh? Kín kā gún kóng--ah! """,,
"Oct 20, 2018 _96.wav",「是啊！你的圓仔佮別人的攏無仝款，到底是摻啥物配料咧？」,"""Sī ah! Lí ê înn-á kah pa̍t-lâng ê lóng bô kāng-khuán, tàu-té sī tsham siánn-mi̍h phè-liāu--leh?""",,
"Oct 20, 2018 _97.wav",逐家雖然攏誠好玄，毋過漢鍾離干焦共頭幌幌咧講：「恁後擺自然會知影。」,"Ta̍k-ke sui-jiân lóng tsiânn hònn-hiân, m̄-koh Hàn Tsing-lî kan-na （ kan-na ） kā thâu hàinn hàinn leh kóng : "" lín āu-pái tsū-jiân ē tsai-iánn. """,,
"Oct 20, 2018 _98.wav",逐家問無答案，嘛無閣繼續追問落去，嘛仝款大喙仔大喙咧食家己碗內的圓仔。,"Ta̍k-ke mn̄g bô tap-àn, mā bô koh kè-sio̍k tui-mn̄g lo̍h--khì, mā kāng-khuán tuā-tshuì-á-tuā-tshuì--leh tsia̍h ka-tī uánn-lāi ê înn-á.",,
"Oct 20, 2018 _99.wav",「喂！恁看！後壁彼粒山看起來怪怪呢！」大頭仔王的按呢共朋友講。,"""Uê! Lín khuànn! Āu-piah hit lia̍p suann khuànn--khí-lâi kuài-kuài--neh! "" Tuā-thâu-á Ông--ê án-ne kā pîng-iú kóng.",,
"Oct 20, 2018 _100.wav",「是你目睭花矣啦！我看無啥各樣啊！」朋友按呢共應。,"""Sī lí ba̍k-tsiu hue--ah--lah! Guá khuànn-bô siánn koh-iūnn--ah! "" pîng-iú án-ne kā ìn.",,
"Oct 20, 2018 _101.wav",「王的講咧無毋著，彼粒山的正手爿敢若（kánn-ná）減一大片呢！」另外一个人聽著的對話，感覺大頭仔王的講咧誠有道理。,"""Ông--ê kóng-leh bô m̄-tio̍h, hit lia̍p suann ê tsiànn-tshiú-pîng kánn-ná kiám tsi̍t tuā-phìnn--neh! "" Līng-guā tsi̍t-ê-lâng thiann-tio̍h ê tuì-uē, kám-kak tuā-thâu-á Ông--ê kóng-leh tsiânn ū-tō-lí.",,
"Oct 20, 2018 _102.wav",「哎呀！管遐濟創啥(siánnh)？抑是緊探聽一下，看賣圓仔的老歲仔明仔載敢欲閣來？」大頭仔王的朋友按呢講。,"""--aih--iah! Kuán hia-tsē tshòng siánnh ? Ia̍h-sī kín thàm-thiann--tsi̍t-ē, khuànn bē înn-á ê lāu-hue3-á bîn-á-tsài kám beh koh lâi?"" tuā-thâu-á Ông--ê pîng-iú án-ne kóng.",,
"Oct 20, 2018 _103.wav",漢鍾離聽著的對話，心內想講：「抑是有人注意著彼粒山矣，我掠準講這陣人干焦知通食爾咧！」,"Hàn Tsing-lî thiann-tio̍h ê tuì-uē, sim-lāi siūnn-kóng : "" ia̍h-sī u7 lâng tsù-ì tio̍h hit lia̍p suann--ah, guá lia̍h-tsún-kóng tsit tīn lâng kan-na tsai thang tsia̍h nia9--leh! """,,
"Oct 20, 2018 _104.wav",「頭家，明仔載你閣會來乎？」有人袂忍咧，按呢咧問漢鍾離。,"""thâu-ke, bîn-á-tsài lí koh ē-lâi--honnh? "" u7 lâng bē jím--leh, án-ne leh mn̄g Hàn Tsing-lî.",,
"Oct 20, 2018 _105.wav",「哈哈哈！恁遐爾愛食，我當然會閣來囉！」漢鍾離笑甲誠無自然。,"""Ha ha ha! Lín hiah-nī ài tsia̍h, guá tong-jiân ē koh lâi--looh ! "" Hàn Tsing-lî tshiò-kah tsiânn bo5 tsū-jiân.",,
"Oct 20, 2018 _106.wav",日子一工一工過，漢鍾離佇邊仔恬恬咧觀察每一个來食圓仔的人。,"Ji̍t-tsí tsi̍t-kang tsi̍t-kang kuè, Hàn Tsing-lî tī pinn--á tiām-tiām--leh kuan-tshat muí tsi̍t ê lâi tsia̍h înn-á ê lâng.",,
"Oct 20, 2018 _107.wav",來食圓仔的人，是一工比一工閣較濟，毋過逐个人攏干焦想欲食免錢的圓仔，無人願意納錢，予漢鍾離誠失望。,"Lâi-tsia̍h înn-á ê lâng, sī tsi̍t-kang pí tsi̍t-kang koh khah tsē, m̄-koh ta̍k ê lâng lóng kan-na siūnn-beh tsia̍h bián-tsînn ê înn-á, bô-lâng guān-ì la̍p-tsînn, hōo Hàn Tsing-lî tsiânn sit-bāng.",,
"Oct 20, 2018 _108.wav",漢鍾離心內咧想講：「可惜啊！可惜！遮爾仔媠的土地，呔會（thài-ē）攏蹛一寡仔痟貪的人。」,"Hàn Tsing-lî sim-lāi teh siūnn-kóng : "" khó-sioh--ah! Khó-sioh! Tsiah-nī-á suí--ê thóo-tē, thài ē lóng tuà tsi̍t-kuá-á siáu-tham ê lâng. """,,
"Oct 20, 2018 _109.wav",「看這个範勢，欲揣一个人品好的徒弟，是一件無簡單的代誌呢！」,"""khuànn tsit-ê pān-sè, beh tshuē tsi̍t ê jîn-phín hó ê tôo-tē, sī tsi̍t kiānn bô kán-tan ê tāi-tsì--neh! """,,
"Oct 20, 2018 _110.wav",就佇漢鍾離開始賣圓仔的第七工，代誌終其尾無仝囉！,"Tō tī Hàn Tsing-lî khai-sí bē înn-á ê tē tshit kang, tāi-tsì tsiong-kî-bué bô-kâng--looh!",,
"Oct 20, 2018 _111.wav",這一工，來一个生做眉清眼秀（bî-tshing-gán-siù）的少年家，伊行來漢鍾離的面頭前講：「頭家，麻煩你，我欲買兩粒圓仔。」,"Tsit tsi̍t kang, lâi tsi̍t ê senn-tsò bî-tshing-gán-siù ê siàu-liân-ke, i kiânn-lâi Hàn Tsing-lî ê bīn-thâu-tsîng kóng : "" Thâu-ke, mâ-huân lí, guá beh bé nn̄g-lia̍p înn-á. """,,
"Oct 20, 2018 _112.wav",漢鍾離斟酌（tsim-tsiok）共少年家看看咧，共講：「少年的，你知影無？我的圓仔食三粒免錢呢！」,"Hàn Tsing-lî tsim-tsiok kā siàu-liân-ke khuànn-khuànn--leh, kā kóng : "" Siàu-liân--ê, lí tsai-iánn--bô? Guá ê înn-á tsia̍h sann lia̍p bián-tsînn--neh! """,,
"Oct 20, 2018 _113.wav",少年家應講：「我知影啊！毋過你挲圓仔愛了時間，擔擔仔來賣愛了氣力，我開兩角銀就會當買著遮爾大粒的圓仔，已經真俗矣。」,"Siàu-liân-ke ìn kóng : "" guá tsai-iánn ah! m̄-koh lí so înn-á ài liáu sî-kan, tann tànn-á lâi-bē ài liáu khuì-la̍t, guá khai nn̄g-kak gîn to7 ē-tàng bé-tio̍h tsiah-ní tuā-lia̍p ê înn-á, í-king tsin-sio̍k--ah. """,,
"Oct 20, 2018 _114.wav",邊仔一个婦人人聽少年家按呢講，緊共搝（khiú）少年家的衫仔裾（sann-á-ki），細細聲共偷講：「你呔會（thài-ē）遐爾戇啦！食會落三粒，就食三粒啊！呔著開錢買咧？」,"Pinn--á tsi̍t-ê hū-jîn-lâng thiann siàu-liân-ke án-ne kóng, kín kā khiú siàu-liân-ke ê sann-á-ki, sè-sè-siann kā thau kóng : "" Lí thài ē hiah-nī gōng --lah! Tsia̍h ē lo̍h sann lia̍p, tio̍h tsia̍h sann lia̍p--ah! thài-tio̍h khai-tsînn bé--leh?""",,
