Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
"Oct 20, 2018 _145.wav",若hui-hîng-ki不得已落飛佇海頂，請逐家愛穿救生衣。救生衣佇椅仔跤，先穿入去，才共鈕起來，上尾用喙歕風歕予飽，歕甲膨--起-來就會使。,"Nā hui-hîng-ki put-tik-í lo̍h-pue tī hái-tíng, tshiánn ta̍k-ke ài tshīng kiù-sing-i. Kiù-sing-i tī í-á-kha, sing tshīng--ji̍p-khì, tsiah kā liú--khí-lâi, siōng-bué iōng tshuì pûn-hong pûn hōo pá, pûn kah phòng--khí-lâi tō ē-sài.",,
"Oct 20, 2018 _146.wav",Pue-lîng-ki飛到十公里懸的時，機長會關掉安全帶指示燈。若有著便所的旅客，到時就會當共安全帶剝開，其他旅客若無特別需要，就繼續共安全帶縖予好，通保護家己的安全。,"Pue-lîng-ki pue-kàu tsa̍p kong-lí kuân ê sî, ki-tiúnn ē kuainn-tiāu an-tsuân-tuà tsí-sī ting. Nā ū tio̍h piān-sóo ê lú-kheh, kàu-sî tō ē-tàng an-tsuân-tuà pak--khui, kî-thann lú-kheh nā bô ti̍k-pia̍t su-iàu, tō kè-sio̍k an-tsuân-tuà hâ hōo hó, thang pó-hōo ka-tī ê an-tsuân.",,
"Oct 20, 2018 _147.wav",若拄著亂流，請逐家緊坐予好，安全帶緊共縖予絚。,"Nā tú-tio̍h luān-liû, tshiánn ta̍k-ke kín tsē hōo hó, an-tsuân-tuà kín kā hâ hōo ân.",,
"Oct 20, 2018 _148.wav",欲飛東京的B三空四班機，會延半點鐘才開始登機。,"Beh pue Tang-kiann ê B sam khòng sù pan-ki, ē tshiân puànn tiám-tsing tsiah khai-sí ting-ki.",,
"Oct 20, 2018 _149.wav",欲飛往香港的班機，登機欲煞矣，請旅客張阿火佮李阿水緊來登機。,"Beh pue-óng Hiong-káng ê pan-ki, ting-ki beh suah--ah, tshiánn lú-kheh Tiunn A-hué kah Lí A-tsuí kín lâi ting-ki.",,
"Oct 20, 2018 _150.wav",敢有旅客欲坐XZ八六五班機，登機門咧欲關囉。,"Kánn ū lú-kheh beh-tsē XZ pat lio̍k ngóo pan-ki, ting-ki-mn̂g tih-beh kuainn--looh.",,
"Oct 20, 2018 _151.wav",各位師兄師姊，咱這馬踮遮歇睏一下，我去辦理登機的手續，半點鐘後，來遮相等。,"Kok-uī sai-hiann su-tsé, lán tsit-má tiàm tsia hioh-khùn--tsi̍t-ē, guá khì pān-lí ting-ki ê tshiú-sio̍k, puànn tiám-tsing āu, lâi tsia sio-tán.",,
"Oct 20, 2018 _152.wav",各位先生小姐，咱這馬來到出境大廳，我這馬去check-in，需要三十分鐘。請逐家行李集中，請專人來顧。,"Kok-uī sian-sinn sió-tsiá, lán tsit-má lâi-kàu tshut-kíng tuā-thiann, guá tsit-má khì check-in, su-iàu sann-tsa̍p hun-tsing. Tshiánn ta̍k-ke hîng-lí tsi̍p-tiong, tshiánn tsuan-lâng lâi kòo.",,
"Oct 20, 2018 _153.wav",若有需要，利用這半點鐘去便所、換錢佮買保險，趁這半點鐘緊去辦辦--咧。,"Nā ū su-iàu, lī-iōng tsit puànn tiám-tsing khì piān-sóo, uānn tsînn kah bé pó-hiám, thàn tsit puànn tiám-tsing kín khì pān-pān--leh.",,
"Oct 20, 2018 _154.wav",半點鐘若到，逐家才來遮相等。,"Puànn tiám-tsing nā kàu, ta̍k-ke tsiah lâi tsia sio-tán.",,
"Oct 20, 2018 _155.wav",阮手續若辦好，會予逐家護照、登機證。逐家攏提著證件了後，才來寄行李。行李托運好，咱才來過海關佮安全檢查，上尾入去候機室。,"Gún tshiú-sio̍k nā pān hó, ē hōo ta̍k-ke hōo-tsiàu, ting-ki-tsìng. Ta̍k-ke lóng the̍h-tio̍h tsìng-kiānn liáu-āu, tsiah lâi kià hîng-lí. Hîng-lí thok-ūn hó, lán tsiah lâi kuè hái-kuan kah an-tsuân kiám-tsa, siōng-bué ji̍p-khì hāu-ki-sik.",,
"Oct 20, 2018 _156.wav",猶閣有時間，逐家會當去踅免稅商店，才去候機室等待登機。,"Iáu-koh ū sî-kan, ta̍k-ke ē-tàng khì se̍h bián-suè siong-tiàm, tsiah khì hāu-ki-sik tán-thāi ting-ki.",,
"Oct 20, 2018 _157.wav",登機的時，護照佮登機證攢予好勢，咱這回桃園飛東京，愛三點半鐘，請逐家注意安全，互相照顧。,"Ting-ki ê sî, hōo-tsiàu kah ting-ki-tsìng tshuân hōo hó-sè, lán tsit huê Thô-hn̂g pue Tang-kiann, ài sann tiám puànn tsing, tshiánn ta̍k-ke tsù-ì an-tsuân, hōo-siong tsiàu-kòo.",,
"Oct 20, 2018 _158.wav",過海關進前，有水抑是別款超過一百CC的液體，攏愛倒掉。有lài-tah、刀仔抑是別的違禁品--的，請主動擲掉，袂使紮佇身軀頂。,"Kuè hái-kuan tsìn-tsîng, ū tsuí a̍h-sī pa̍t-khuán tshiau-kuè tsi̍t-pah CC ê i̍k-thé, lóng ài tó-tiāu. Ū lài-tah, to-á a̍h-sī pa̍t ê uî-kìm-phín--ê, tshiánn tsú-tōng tàn-tiāu, bē-sái tsah tī sin-khu-tíng.",,
"Oct 20, 2018 _159.wav",海關通過了後，才去候機室相等。時間若有較冗，會當去踅免稅街。,"Hái-kuan thong-kuè liáu-āu, tsiah khì hāu-ki-sik sio-tán. Sî-kan nā ū-khah liōng, ē-tàng khì se̍h bián-suè-ke.",,
"Oct 20, 2018 _160.wav",閣15分鐘就到高雄--矣，咱準備欲落飛--矣。請逐家坐轉去家己的位，坐予好，共安全帶閣縖轉去，袂使閣去便所。,"Koh tsa̍p-gōo hun-tsing tō kàu Ko-hiông--ah, lán tsún-pī beh lo̍h-pue--ah. Tshiánn ta̍k-ke tsē tńg-khì ka-tī ê uī, tsē hōo hó, kā an-tsuân-tuà koh hâ--tńg-khì, bē-sái koh khì piān-sóo.",,
"Oct 20, 2018 _161.wav",感謝旅客坐阮長榮航空公司的班機，期待再相會。,"Kám-siā lú-kheh tsē gún Tn̂g-îng Hâng-khong Kong-si ê pan-ki, kî-thāi tsài siong-huē.",,
"Oct 20, 2018 _162.wav",這馬高雄氣溫二十七度，有落毛毛仔雨，祝逐家旅途歡喜。,"Tsit-má Ko-hiông khì-un tsa̍p-tshit tōo, ū lo̍h mn̂g-mn̂g-á hōo, tsiok ta̍k-ke lí-tôo huann-hí.",,
"Oct 20, 2018 _163.wav",逐家攏到--矣，咱來去停車場上車。,"Ta̍k-ke lóng-kàu--ah, lán lâi-khì thîng-tshia-tiûnn tsiūnn-tshia.",,
"Oct 20, 2018 _164.wav",我是恁這八工的導遊，我號做賴麗格，叫我阿格就好。咱這馬欲離開機場，先去員林hoo-té-luh歇睏。,"Guá sī lín tsit peh kang ê tō-iû, guá hō-tsò Luā Lē-keh, kiò-guá a-Keh tō hó. Lán tsit-má beh lî-khui ki-tiûnn, sing-khì Uân-lîm hoo-té-luh hioh-khùn.",,
"Oct 20, 2018 _165.wav",登機時間到--矣，逐家緊去候機室準備。登機進前，愛先攢好護照佮登機證，照順序排隊。檢查了才來登機。,"Ting-ki sî-kan kàu--ah, ta̍k-ke kín khì hāu-ki-sik tsún-pī. Ting-ki tsìn-tsîng, ài sing tshuân hó hōo-tsiò kah ting-ki-tsìng, tsiàu sūn-sī pâi-tuī. Kiám-tsa liáu tsiah lâi ting-ki.",,
"Oct 20, 2018 _166.wav",Hui-lîng-ki若坐到位，請逐家照前後落機，到空橋的時，請逐家佇空橋出口遐歇睏、相等。,"Hui-lîng-ki nā tsē kàu-uī, tshiánn ta̍k-ke tsiàu tsîng-āu lo̍h-kui, tshut-khì tà khong-kiô ê sî, tshiánn ta̍k-ke tī khong-kiô tshut-kháu hia hioh-khùn, siòng-tán.",,
"Oct 20, 2018 _167.wav",逐家攏到的時，咱才同齊出海關，領行李。,"Ta̍k-ke lóng kàu ê sî, lán tsiah tâng-tsê tshut hái-kuan, niá hîng-lí.",,
"Oct 20, 2018 _168.wav",領行李的時，逐家互相一下，看著咱這團的行李，請鬥共捾落來。,"Niá hîng-lí ê sî, ta̍k-ke hōo-siong--tsi̍t-ē, khuànn-tio̍h lán tsit thuân ê hîng-lí, tshiánn tàu kā kuānn--lo̍h-lâi.",,
"Oct 20, 2018 _169.wav",做伙出境了後，在地的導遊會來接機。到時咱人佮行李綴伊的跤步，聽伊的安排去坐車，開始咱這擺的tshit-thô。,"Tsò-hué tshut-kíng liáu-āu, tsāi-tē ê tō-iû ē lâi tsiap-ki. Kàu-sî lán lâng kah hîng-lí tuè i ê kha-pōo, thiann i ê an-pâi khì tsē tshia, khai-sí lán tsit pái ê tshit-thô.",,
"Oct 20, 2018 _170.wav",歡迎台灣的朋友，來阮日本tshit-thô。我是導遊阿傑，這九工的行程，我攏會佮逐家做伙。,"Huan-gîng Tâi-uân ê pîng-iú, lâi gún Ji̍t-pún tshit-thô. Guá-sī tō-iû a-kia̍t, tsit káu kang ê hîng-tîng, guá lóng ē kah ta̍k-ke tsò-hué.",,
"Oct 20, 2018 _171.wav",各位朋友若有啥物所在需要我鬥相共，請隨共我講，我盡量來處理。,"Kok-uī pîng-iú nā ū siánn-mih sóo-tsāi su-iàu guá tàu-sann-kāng, tshiánn suî kā guá kóng, guá tsīn-liōng lâi tshú-lí.",,
"Oct 20, 2018 _172.wav",這幾工替咱駛車的ùn-tsiàng是劉--senn，駛車的經驗誠濟、誠資深，技術又閣好，逐家會當放心。逐家噗仔聲催lueh，共司機感謝一下。,"Tsit kuí kang thè lán sái-tshia ê ùn-tsiàng sī Lâu--senn, sái-tshia ê king-giām tsiânn tsē, tsiânn tsu-tshim, ki-su̍t iū-koh hó, ta̍k-ke ē-tàng hòng-sim. Ta̍k-ke pho̍k-á siann tshui--lueh, kā su-ki kám-siā--tsi̍t-ē.",,
"Oct 20, 2018 _173.wav",咱這馬差不多是食飯的時間，這个餐廳是三義有名的餐廳，伊的炕肉誠特別。,"Lán tsit-má tsha-put-to sī tsia̍h-pn̄g ê sî-kan, tsit ê tshan-thiann sī Sam-gī ū-miâ ê tshan-thiann, i ê khòng-bah tsiânn ti̍k-pia̍t.",,
"Oct 20, 2018 _174.wav",愛閣半點鐘才會到餐廳，逐家這馬會當欣賞外口的景緻。,"Ài koh puànn tiám-tsing tsiah ē kàu tshan-thiann, ta̍k-ke tsit-má ē-tàng him-sióng guā-kháu ê kíng-tì.",,
"Oct 20, 2018 _175.wav",咱餐廳佇頭前正手爿，因為遮車袂使停傷久，逐家緊落車。落車了後，綴我入來2樓食飯。,"Lán tshan-thiann tī thâu-tsîng tsiànn-tshiú-pîng, in-uī tsia tshia bē-sái thîng siunn kú, ta̍k-ke kín lo̍h-tshia. Lo̍h-tshia liáu-āu, tuè guá ji̍p-lâi jī lâu tsia̍h-pn̄g.",,
"Oct 20, 2018 _176.wav",食飽了後，逐家轉來酒店歇睏。,"Tsia̍h-pá liáu-āu, ta̍k-ke tńg-lâi tsiú-tiàm hioh-khùn.",,
"Oct 20, 2018 _177.wav",逐家食有飽無？食會合--無？逐家若有啥意見，阮會當吩咐餐廳準備。,"Ta̍k-ke tsia̍h ū pá--bô? Tsia̍h ē ha̍h--bô? Ta̍k-ke nā ū siánn ì-kiàn, gún ē-tàng huan-hù tshan-thiann tsún-pī.",,
"Oct 20, 2018 _178.wav",咱暗時蹛的hoo-thé-luh是五星--的，到hoo-thé-luh了後，in會安排房間。安排好勢了後，才來拖行李落車。,"Lán àm-sî tuà ê hoo-té-luh sī gōo-tshenn--ê, kàu hoo-té-luh liáu-āu, in ē an-pâi pâng-king. An-pâi hó-sè liáu-āu, tsiah lâi thua hîng-lí lo̍h-tshia.",,
"Oct 20, 2018 _179.wav",房間內的礦泉水、茶米、咖啡攏免錢。因為環保的關係，逐家愛較儉咧啉。,"Pâng-king-lāi ê khòng-tsuânn-tsuí, tê-bí, ka-pi lóng bián-tsînn. In-uī khuân-pó ê kuan-hē, ta̍k-ke ài khah khiām-leh lim.",,
"Oct 20, 2018 _180.wav",房間之間會當互相用電話敲房號來聯絡。若有問題會當敲9號予總機。,Pâng-king tsi-kan ē-tàng hōo-siong iōng tiān-uē khà pâng-hō lâi liân-lo̍k. Nā ū būn-tê ē-tàng khà káu hō hōo tsóng-ki.,,
"Oct 20, 2018 _181.wav",明仔載morning-call是七點，早頓佇二樓中餐廳，早頓的時間是六點到十點。,"Bîn-á-tsài morning-call sī tshit tiám, tsá-tǹg tī jī lâu tiong-tshan-thiann, tsá-tǹg sî-kan sī la̍k tiám kàu tsa̍p tiám.",,
"Oct 20, 2018 _182.wav",早頓食飽，才共行李拖落來一樓的大廳。八點半佇一樓的大廳相等，房卡hâinn予櫃台。咱按算八點四十出發，進行第二工的行程。,"Tsá-tǹg tsia̍h-pá, tsiah kā hîng-lí thua lo̍h-lâi it lâu  ê tuā-thiann. Peh tiám-puànn tī it lâu ê tuā-thiann sio-tán, pâng-khah hâinn hōo kuī-tâi. Lán àn-sǹg peh tiám sì-tsa̍p tshut-huat, tsìn-hîng tē jī kang ê hîng-tîng.",,
"Oct 20, 2018 _183.wav",咱逐家出來𨑨迌，加減買寡等路，轉去分親情五十，佮朋友做伙分張。等--咧𤆬逐家去踅一寡台灣有名的王梨酥、綠豆膨。,"Lán ta̍k-ke tshut-lâi tshit-thô, ka-kiám bé kuá tán-lōo, tńg-khì pun tshin-tsiânn-gōo-tsa̍p, kah pîng-iú tsò-hué pun-tiunn. Tán--leh tshuā ta̍k-ke khì se̍h tsi̍t-kuá Tâi-uân ū-miâ ê ông-lâi-soo, li̍k-tāu-phòng.",,
"Oct 20, 2018 _184.wav",逐家買進前愛先試食，好食才買，歹食莫買，買轉去無人食嘛拍損。若買較濟，店員會替咱裝箱包起來，按呢較好捾，免櫼佇行李箱。,"Ta̍k-ke bé tsìn-tsîng ài sing tshì-tsia̍h, hó-tsia̍h tsiah bé, pháinn-tsia̍h mài bé, bé tńg--khì bô-lâng tsia̍h mā phah-sńg. Nā bé khah-tsē, tiàm-guân ē thè lán pau--khí-lâi tsng siunn-á, án-ne khah hó kuānn, bián tsinn tī hîng-lí-siunn.",,
,買食物（tsia̍h-mi̍h）就是愛試食才準，若好食的時，才共買。,"Bé tsia̍h-mi̍h tō sī ài tshì-tsia̍h tsiah tsún, nā hó-tsia̍h ê sî, tsiah kā bé.",,
,這馬閣有半點鐘，逐家自由參觀。,"Tsit-má koh ū puànn tiám-tsing, ta̍k-ke tsū-iû tsham-kuan.",,
,這馬五點07，33分鐘了後五點四十，咱佇一樓出口相等。,"Tsit-má gōo tiám khòng tshit, saan-tsa̍p-sann hun-tsing liáu-āu gōo-tiám sì-tsa̍p, lán tī it lâu tshut-kháu sio-tán.",,
,人若攏到--矣了後，咱才叫車過來共咱載。,"Lâng nā lóng kàu--ah liáu-āu, lán tsiah kiò-tshia kuè-lâi kā lán tsài.",,
,這个所在我會先𤆬逐家參觀，尾仔會留二十分鐘予恁家己踅。,"Tsit ê sóo-tsāi guá ē sing tshuā ta̍k-ke tsham-kuan, bué-á ē lâu jī-tsa̍p hun-tsing hōo lín ka-tī se̍h.",,
,時間過了足緊--呢，咱七工的行程，一目𥍉仔就欲結束--矣，逐家tshit-thô有歡喜--無？,"Sî-kan kuè-liáu tsiok kín--neh, lán tshit kang ê hîng-tîng, tsi̍t-ba̍k-nih-á tō beh kiat-sok--ah, ta̍k-ke tshit-thô ū huann-hí--bô?",,
,阮若有做了較無夠的所在，會當共阮提醒來改善。另外，阮若有啥物優點，歡迎共親情朋友講，叫in來台灣thit-thô。,"Gún nā ū tsò-liáu khah bô-kàu ê sóo-tsāi, ē-tàng kā gún the̍h-tshínn lâi kái-siān. Līng-guā, gún nā ū siánn-mih iu-tiám, huan-gîng kā tshin-tsiânn pîng-iú kóng, kiò in lâi Tâi-uân thit-thô.",,
,等咧到機場的時陣，車頂的物件、行李，愛提有齊著。若有需要車仔的朋友，落車的所在就有車仔通捒。,"Tán--leh kàu ki-tiûnn ê sî-tsūn, tshia-tíng ê mi̍h-kiānn, hîng-lí, ài the̍h ū tsiâu--tio̍h. Nā ū su-iàu tshia-á ê pîng-iú, lo̍h-tshia ê sóo-tsāi tō ū tshia-á thang sak.",,
,逐家才綴我來三樓出境大廳，辦理登機手續、團體行李托運。,"Ta̍k-ke tsiah tuè guá lâi sann lâu tshut-kíng tuā-thiann, pān-lí ting-ki tshiú-sio̍k, thuân-thé hîng-lí thok-ūn.",,
,最後祝逐家身體健康，萬事如意，有機會才閣來遮thit-thô。,"Tsuè-āu tsiok ta̍k-ke sin-thé kiān-khong, bān-sū jû-ì, ū ki-huē tsiah koh lâi tsia thit-thô.",,
