Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
"Oct 27, 2018 1_157.wav",我無想著會發生這款悲劇。,Guá bô siūnn-tio̍h ē huat-sing tsit khuán pi-kio̍k.,,
"Oct 27, 2018 1_158.wav",我無想著講會因為著我（guá#），發生這款悲劇。,"Guá bô siūnn-tio̍h kóng ē in-uī tio̍h guá#, huat-sing tsit khuán pi-kio̍k.",,
"Oct 27, 2018 1_159.wav",因為你，害我tsa-mê睏無好。,In-uī lí，hāi guá tsa-mê khùn bô hó。,,
"Oct 27, 2018 1_160.wav",我tsâng無烏白亂食。,Guá tsâng bô oo-pe̍h luān tsia̍h.,,
"Oct 27, 2018 1_161.wav",我peh無遮懸。,Guá peh bô tsiah kuân.,,
"Oct 27, 2018 1_162.wav",佇學校交無朋友。,Tī ha̍k-hāu kau bô pîng-iú.,,
"Oct 27, 2018 1_163.wav",黃先生有佇咧無？,N̂g--sian-sinn ū tī--leh--bô?,,
"Oct 27, 2018 1_164.wav",敢講你已經無愛我矣？,Kám-kóng lí í-king bô ài--guá--ah?,,
"Oct 27, 2018 1_165.wav",伊毋聽就是毋聽，咱嘛無伊法。,"I m̄ thiann tō sī m̄ thiann, lán mā bô-i-huat.",,
"Oct 27, 2018 1_166.wav",拄才地動偌大咧，你毋緊覕佇桌仔跤是咧想啥？,"Tú-tsiah tē-tāng guā tuā--leh, lí m̄ kín bih tī toh-á-kha sī teh siūnn siannh?",,
"Oct 27, 2018 1_167.wav",索仔thài會毋斷？,Soh-á thài-ē m̄ tn̄g?,,
"Oct 27, 2018 1_168.wav",索仔thài會無斷？,Soh-á thài-ē bô tn̄g?,,
"Oct 27, 2018 1_169.wav",警察哪會毋放人？,Kíng-tshat ná ē m̄ pàng lâng?,,
"Oct 27, 2018 1_170.wav",恁ang哪會毋放人？,Lín ang ná ē m̄ pàng lâng?,,
"Oct 27, 2018 1_171.wav",伊毋捌來過韓國。,I m̄ bat lâi-kuè Hân-kok.,,
"Oct 27, 2018 1_172.wav",恁某敢知影你著愛國彩券？,Lín bóo kám tsai-iánn lí tio̍h ài-kok-tshái-kuàn?,,
"Oct 27, 2018 1_173.wav",你敢知影恁ang佇外口有查某？,Lí kám tsai-iánn lín ang tī guā-kháu ū tsa-bóo?,,
"Oct 27, 2018 1_174.wav",恁姼仔欲去抑是毋去？,Lín tshit-á beh khì a̍h-sī m̄ khì?,,
"Oct 27, 2018 1_175.wav",恁厝內人知影你偷人物件抑是毋知影？,Lín tshù-lāi-lâng tsai-iánn lí thau lâng mi̍h-kiānn ia̍h-sī m̄ tsai-iánn?,,
"Oct 27, 2018 1_176.wav",想會通想袂通攏無要緊，乖乖仔聽頭家的話就著矣。,"Siūnn ē thong siūnn bē thong lóng bô iàu-kín, kuai-kuai-á thiann thâu-ke ê uē tō tio̍h--ah.",,
"Oct 27, 2018 1_177.wav",伊猶未來。,I iáu-bē lâi.,,
"Oct 27, 2018 1_178.wav",我猶未揣著。,Guá iáu-bē tshuē--tio̍h.,,
"Oct 27, 2018 1_179.wav",逐家攏猶未食了。,Ta̍k-ke lóng iáu-bē tsia̍h-liáu.,,
"Oct 27, 2018 1_180.wav",猶未到美國，伊就開始咧煩惱愛買啥物禮物送予女朋友。,"Iáu-buē kàu Bí-kok, i tō khai-sí the huân-ló ài bé siánn-mi̍h lé-bu̍t sàng hōo lú-pîng-iú.",,
"Oct 27, 2018 1_181.wav",柑仔猶未紅，食著酸酸。,"Kam-á iáu-bē âng, tsia̍h-tio̍h sng-sng.",,
"Oct 27, 2018 1_182.wav",我一講伊考無好，伊就見笑轉受氣矣。,"Guá tsi̍t kóng i khó bô hó, i tō kiàn-siàu tńg siū-khì--ah.",,
"Oct 27, 2018 1_183.wav",橫直按怎講攏講袂聽，我已經無步矣。,"Huînn-ti̍t án-tsuánn kóng lóng kóng bē thiann, guá í-king bô-pōo--ah.",,
"Oct 27, 2018 1_184.wav",橫直你按怎講伊攏講袂聽，我早就無啥想欲插伊矣。,"Huînn-ti̍t lí án-tsuánn kóng i lóng-kóng bē thiann, guá tsá tiō bô siánn siūnn beh tshah--i--ah.",,
"Oct 27, 2018 1_185.wav",你千萬毋通共人講我著一千萬。,Lí tshian-bān m̄-thang kā lâng kóng guá tio̍h tsi̍t-tshian-bān.,,
"Oct 27, 2018 1_186.wav",是共你當做兄弟才講的，這筆生理你千萬毋通共別人講。,"Sī kā lí tòng-tsò hiann-tī tsiah kóng--ê, tsit pit sing-lí lí tshian-bān m̄-thang kā pa̍t-lâng kóng.",,
"Oct 27, 2018 1_187.wav",人毋知影你欲來，無我就妝較媠咧。,"Lâng m̄ tsai-iánn lí beh lâi, bô guá tō tsng khah suí--leh.",,
"Oct 27, 2018 1_188.wav",你提啥kah人比？,Lí the̍h siannh kah lâng pí?,,
"Oct 27, 2018 1_189.wav",無食過遮爾好食的。,Bô tsia̍h-kuè tsiah-ní hó-tsia̍h--ê.,,
"Oct 27, 2018 1_190.wav",煞毋知咧嫌薪水傷少。,Suah m̄ tsai teh hiâm sin-suí siunn tsió.,,
"Oct 27, 2018 1_191.wav",哪會咧無歡喜？,Ná-ē teh bô huann-hí?,,
"Oct 27, 2018 1_192.wav",免你家婆。,Bián lí ke-pô.,,
"Oct 27, 2018 1_193.wav",阮遮毋免你家婆。,Gún tsia m̄-bián lí ke-pô.,,
"Oct 27, 2018 1_194.wav",假使免做兵偌好咧。,Ká-sú bián tsò-ping guā hó--leh.,,
"Oct 27, 2018 1_195.wav",睏罔睏，莫陷眠，免肖想矣啦。,Khùn bóng khùn，mài hām-bîn，bián siàu-siūnn--ah--lah。,,
"Oct 27, 2018 1_196.wav",若免上班就有錢我隨辭頭路。,Nā bián siōng-pan tō ū-tsînn guá suî sî-thâu-lōo.,,
"Oct 27, 2018 1_197.wav",袂當偷食步。,Bē-tàng thau-tsia̍h-pōo.,,
"Oct 27, 2018 1_198.wav",無要緊。,Bô iàu-kín.,,
