Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
"Nov 3, 2018_276.wav",這張信用卡的卡號是4210 7566 2589 3908，應該是Master卡。,"Tsit tiunn sìn-iōng-khá ê khah hō sī sù jī it khòng tshit ngóo lio̍k lio̍k jī ngóo pat kiú sam kiú khòng pat, ing-kai sī Master khah.",,
"Nov 3, 2018_277.wav",彼間銀行有捒JCB的卡，講啥物……用JCB就予你sa̋-bì-sù。,"Hit king gîn-hâng ū sak JCB ê khah, kóng siánn-mih... iōng JCB tō hōo lí sa̋-bì-sù.",,
"Nov 3, 2018_278.wav",下早仔有人敲電話來，講啥物這個月佇店內鑢JCB鑢超過一千khoo就送好康。,"E-tsái-á ū lâng khà-tiān-uē lâi, kóng siánn-mih tsit kò gue̍h tī tiàm-lāi lù JCB lù tshiau-kuè tsi̍t-tshing khoo tō sàng hó-khang。",,
"Nov 3, 2018_279.wav",這五年咱台灣的GDP攏增加2 pha，主計處節過講，今年的GDP可能會比5萬2304箍美金閣較懸。,"Tsit gōo nî lán Tâi-uân ê GDP lóng tsing-ka 2 pha, tsú-kè-tshù tsat-kuè kóng, kin-nî ê GDP khó-lîng ē pí gōo-bān nn̄g-tshing sann-pah khòng sì khoo bí-kim koh-khah kuân.",,
"Nov 3, 2018_280.wav",學校的BBS無人咧用，收收起來矣。,"Ha̍k-hāu ê BBS bô lâng tih iōng, siu-siu--khí-lâi--ah.",,
"Nov 3, 2018_281.wav",這擺錄音就照SOP做就好矣。,Tsit pái lo̍k-im tō tsiàu SOP tsò tō hó--ah.,,
"Nov 3, 2018_282.wav",In就是無定SOP，才會逐擺攏會落勾物件。,"In tō sī bô tīng SOP, tsiah ē ta̍k-pái lóng ē làu-kau mi̍h-kiānn.",,
"Nov 3, 2018_283.wav",In的server攏是裝Linux的，較好管理。,"In ê server lóng sī tsng Linux--ê, khah hó kuán-lí.",,
"Nov 3, 2018_284.wav",推薦你用Ubuntu看覓，伊生了佮Windows仝款仔仝款。,"Thui-tsiàn lí iōng Ubuntu khuànn-māi, i senn-liáu kah Windows kāng-khuán-á kāng-khuán.",,
"Nov 3, 2018_285.wav",Windows Vista佮Windows 7的字型攏有支援Unicode Extension-B的字--矣。,Windows Vista kah Windows 7 ê jī-hîng lóng ū tsi-uān Unicode Extension-B ê jī--ah.,,
"Nov 3, 2018_286.wav",你手機仔是Android抑是iPhone的？,Lí tshiú-ki-á sī Android ia̍h-sī iPhone--ê?,,
"Nov 3, 2018_287.wav",愛納錢，用PayPal的口座抑是用信用卡攏會使鑢。,"Ài la̍p-tsînn, iōng PayPal kháu-tsō ia̍h-sī īng sìn-iōng-khá lóng ē-sái lù.",,
"Nov 3, 2018_288.wav",莫閣用Big5--矣，用UTF-8較袂出問題--啦。,"Mài koh īng Big five--ah, iōng UTF-8 khah bē tshut būn-tê--lah.",,
"Nov 3, 2018_289.wav",Email我寄--矣，嘛有CC一份予阮總--的。,"Email guá kià--ah, mā ū CC tsi̍t hūn hōo gún tsóng--ê.",,
"Nov 3, 2018_290.wav",唅？我無收著你email啊，你敢是寄去我的Gmail？,"Hannh? Guá bô siu-tio̍h lí email--ah, lí kám sī kià khì guá ê Gmail?",,
"Nov 3, 2018_291.wav",頭家！一碗搦仔麵，一份lòo-suh尾！,"Thâu-ke! Tsi̍t uánn la̍k-á-mī, tsi̍t hūn lòo-suh-bué!",,
"Nov 3, 2018_292.wav",阿昌仔啥物樂器攏會曉（ē-hiáng），連si-sóo-mi攏會曉歕。,"A-tshiong-á siánn-mih ga̍k-khì lóng ē-hiáng, liân si-sóo-mi lóng ē-hiáng pûn.",,
"Nov 3, 2018_293.wav",伊不止仔gau5，閣會曉歕si-sóo-mi。,"I put-tsí-á gâu, koh ē-hiáu pûn si-sóo-mi.",,
"Nov 3, 2018_294.wav",這兩份幫我印雙面A4，彼張海報印A3彩色的,"Tsit nn̄g hūn pang guá ìn siang-bīn A four, hit tiunn hái-pò ìn A sam tshái-sik--ê.",,
"Nov 3, 2018_295.wav",陳建瑋的歌足好聽--的，伊出的CD我攏有買。,"Tân Kiàn-uí ê kua tsiok hó-thiann--ê, i tshut ê CD guá lóng ū bé.",,
"Nov 3, 2018_296.wav",這支BB call已經變做古董，無人欲挃--矣。,"Tsit ki BB call í-king piàn-tsò kóo-tóng, bô lâng beh ti̍h--ah.",,
"Nov 3, 2018_297.wav",這兩支遙控的幫我提去予人copy一下。,Tsit nn̄g ki iâu-khòng--ê pang guá the̍h--khì hōo lâng copy--tsi̍t-ē.,,
"Nov 3, 2018_298.wav",毋知我這支手機仔是3G的抑是4G的手機仔？,M̄ tsai guá tsit ki tshiú-ki-á sī 3G--ê ia̍h-sī 4G ê tshiú-ki-á?,,
"Nov 3, 2018_299.wav",4G的SIM卡敢會當插佇3G的手機仔內面？,4G ê SIM khah kám ē-tàng tshah tī 3G ê tshiú-ki-á lāi-bīn?,,
"Nov 3, 2018_300.wav",阿榮仔的彼張HTC股票，一千箍落甲這馬賰無一百。,"A-îng--á ê hit tiunn HTC kóo-phiò, tsi̍t-tshing khoo lo̍h kah tsit-má tshun bô tsi̍t-pah.",,
"Nov 3, 2018_301.wav",按呢做敢OK？,Án-ne tsò kám ok?,,
"Nov 3, 2018_302.wav",衫你穿L--的抑是M--的？,Sann lí tshīng L--ê ia̍h-sī M--ê?,,
"Nov 3, 2018_303.wav",阮囝穿XXL--的，敢會使予阮試穿？,"Gún kiánn tshīng XXL-ê, kám ē-sái hōo gún tshì-tshīng?",,
"Nov 3, 2018_304.wav",我頭一支手機仔是買Nokia--的。,Guá thâu tsi̍t ki tshiú-ki-á sī bé Nokia--ê.,,
"Nov 3, 2018_305.wav",Yahoo以早誠有名，毋過這馬已經倒--ah。,"Yahoo í-tsá tsiânn ū-miâ, m̄-koh tsit-má í-king tó--ah.",,
"Nov 3, 2018_306.wav",去Pchome買筆電敢有比去店內買較緊？,Khì Pchome bé pit-tiān kám ū pí khì tiàm-lāi bé khah kín?,,
"Nov 3, 2018_307.wav",雨傘袂記得紮矣，QQ。,"Hōo-suànn bē-kì-tit tsah--ah, QQ.",,
"Nov 3, 2018_308.wav",邱--的唱的R&B有夠好聽。,Khu--ê tshiùnn ê R&B ū-kàu hó-thiann.,,
"Nov 3, 2018_309.wav",頭家我哪有hiah瘦！S的我哪（nà）穿會lueh！,Thâu-ke guá ná ū hiah sán! S--ê guá nà tshīng ē lueh!,,
"Nov 3, 2018_310.wav",你彼支Sony是幾吋--的？,Lí hit ki Sony sī kuí tshùn--ê?,,
"Nov 3, 2018_311.wav",Sony手機仔敢有好用？,Sony tshiú-ki-á kám ū hó iōng?,,
"Nov 3, 2018_312.wav",Sony--的抑是Samsung--的手機仔，佗一支翕相效果較好？,"Sony--ê ia̍h-sī Samsung ê tshiú-ki-á, tó tsi̍t ki hip-siòng hāu-kó khah hó?",,
"Nov 3, 2018_313.wav",有欲去StarBucks買咖啡的無？這禮拜買一杯送一杯！,Ū beh khì StarBucks bé ka-pi--ê--bô? Tsit lé-pài bé tsi̍t pue sàng tsi̍t pue!,,
"Nov 3, 2018_314.wav",公司頭前就有UBike的站，若咱上下班騎UBike會通。,"Kong-si thâu-tsîng tiō ū UBike ê tsām, nā lán siōng-hā-pan khiâ UBike mā ē thong.",,
