"Im-tóng","Hàn-jī","Lô-má-jī","Tsing-kui-hàn-jī","Tsing-kui-lô-má-jī"
"Mar 16, 2019_131.wav","一四傍二六就是孤碰，寫兩百。","It sù pōng jī lio̍k tō sī koo-phòng, siá nn̄g-pah.",,
"Mar 16, 2019_132.wav","一空坐專車，坐一（tsi̍t）車，傍其他四十八號的價數，欲到四千箍。","It khòng tsē tsuan-tshia, tsē tsi̍t tshia, pōng kî-thann sì-tsa̍p-peh hō ê kè-siàu, beh kàu sì-tshing khoo.",,
"Mar 16, 2019_133.wav","空一、空八、二二，三號，傍兩、三星，寫五十箍。","Khòng it, khòng pat, jī jī, sann hō, pōng nn̄g, sann-tshenn, siá gōo-tsa̍p khoo.",,
"Mar 16, 2019_134.wav","各位阿姨阿伯逐家好乎，咱今仔日欲來介紹的是乎，咱拜二欲開的三星的版路。","Kok-uī a-î a-peh ta̍k-ke hó--honnh, lán kin-á-ji̍t beh lâi kài-siāu ê sī--honnh, lán pài-jī beh khui ê sann-tshenn ê pán-lōo.",,
"Mar 16, 2019_135.wav","十八仔！","si̍p-pat-á!",,
"Mar 16, 2019_136.wav","Pí-tsi!","Pí-tsi!",,
"Mar 16, 2019_137.wav","恁的門開開開開，是出啥代誌？","Lín ê mn̂g khui khui-khui-khui, sī tshut siánn tāi-tsì?",,
"Mar 16, 2019_138.wav","這我欲。","Tse guá beh.",,
"Mar 16, 2019_139.wav","我欲挃。","Guá beh ti̍nnh.",,
"Mar 16, 2019_140.wav","緊 khiài（起來）--啦!","Kín khiài--lah!",,
"Mar 16, 2019_141.wav","行 khiài（起來）看覓。","Kiânn khiài khuànn-māi.",,
"Mar 16, 2019_142.wav","較講嘛彼。","Khah-kóng mā he.",,
"Mar 16, 2019_143.wav","阮公司的住所是佇台中市清水區北埔里5鄰大街路一段274巷9弄8號3樓。","Gún kong-si ê tsū-sóo sī tī Tâi-tiong-tshī Tshing-tsuí-khu Pak-poo-lí gōo lîn Tuā-ke-lōo it tuānn nn̄g-pah tshit-tsa̍p-sì hāng káu lōng peh hō sann lâu.",,
"Mar 16, 2019_144.wav","總統府徛佇台北市重慶南路一段122號。","Tsóng-thóng-hú khiā tī Tâi-pak-tshī Tiông-khìng-lâm-lōo it tuānn tsi̍t-pah jī-tsa̍p-jī hō.",,
"Mar 16, 2019_145.wav","物件原來佇遮，我實在是大目新娘無看eh灶。","Mi̍h-kiānn guân-lâi tī tsia, guá si̍t-tsāi sī tuā-ba̍k sin-niû bô khuànn-eh tsàu.",,
"Mar 16, 2019_146.wav","六跤無看eh影。","La̍k kha bô khuànn-eh iánn.",,
"Mar 16, 2019_147.wav","無看eh較會過心。","Bô khuànn--eh khah ē kuè-sim.",,
"Mar 16, 2019_148.wav","我沓沓仔無看eh光佮烏暗。","Guá ta̍uh-ta̍uh-á bô khuànn-eh kng kap oo-àm.",,
"Mar 16, 2019_149.wav","無聽eh聲嘛無看eh影。","Bô thiann-eh siann mā bô khuànn-eh iánn.",,
"Mar 16, 2019_150.wav","紲接共挔柴添火著，上好予in兩爿愈觸愈激膠，攑刀相刜。","Suà-tsiap kā hiannh tshâ thinn hué to̍h, siōng hó hōo in nn̄g-pîng jú tak jú kik-ka, gia̍h to sio-phut.",,
"Mar 16, 2019_151.wav","後來阿爸（pa）in兄弟分家，阿母已經是一个真gâu的內助。","Āu--lâi a-pa in hiann-tī hun-ke, a-bú í-king sī tsi̍t ê tsin gâu ê luē-tsōo.",,
"Mar 16, 2019_152.wav","毋但飼豬飼雞鴨，閣兼落田種菜蔬來補貼厝內的開銷。厝邊頭尾呵咾甲會觸舌。","M̄-nā tshī ti tshī ke-ah, koh kiam lo̍h-tshân tsìng tshài-se lâi póo-thiap tshù-lāi ê khai-siau. Tshù-pinn-thâu-bué o-ló kah ē tak-tsi̍h.",,
"Mar 16, 2019_153.wav","你看你的頭毛黏黐黐，全部膏膏做一伙。","Lí khuànn lí ê thâu-mn̂g liâm-thi-thi, tsuân-pōo kô-kô tsò-tsi̍t-hué.",,
"Mar 16, 2019_154.wav","伊招十外个信會得過的兄弟仔做伙去張（tng）縣長。","I tsio tsa̍p-guā ê sìn ē-tit-kuè ê hiann-tī-á tsò-hué khì tng kuān-tiúnn.",,
"Mar 16, 2019_155.wav","祝你大趁錢。","Tsiok lí tuā thàn-tsînn.",,
"Mar 16, 2019_156.wav","食甜甜過好年。","Tsia̍h tinn-tinn kuè hó nî.",,
"Mar 16, 2019_157.wav","新娘新娘媠噹噹，褲底好好無破空。新郎杯仔捀懸懸，囝孫代代中狀元！","Sin-niû sin-niû suí-tang-tang, khòo-té hó-hó bô phuà-khang. Sin-lông pue-á phâng kuân-kuân, kiánn-sun tāi-tāi tiòng tsiōng-guân!",,
"Mar 16, 2019_158.wav","手牽手，天長地久。喙拄喙，萬年富貴。","Tshiú khan tshiú, thian-tiông-tē-kiú. Tshuì tú tshuì, bān-nî hù-kuì.",,
"Mar 16, 2019_159.wav","來食新娘一杯茶，予恁一年生雙个。","Lâi tsia̍h sin-niû tsi̍t pue tê, hōo lín tsi̍t nî senn siang ê.",,
"Mar 16, 2019_160.wav","哪是你？","Ná sī lí?",,
"Mar 16, 2019_161.wav","哪是？毋是啦！","Ná sī? M̄ sī--lah!",,
"Mar 16, 2019_162.wav","哪是你講的？毋是啦！","Ná sī lí kóng--ê? M̄ sī--lah!",,
"Mar 16, 2019_163.wav","哪是？毋是啦！","Ná sī? M̄ sī--lah!",,
"Mar 16, 2019_164.wav","代誌哪是親像伊講的彼款？","Tāi-tsì ná sī tshin-tshiūnn i kóng--ê hit khuán?",,
"Mar 16, 2019_165.wav","你是做毋著啥，無哪著遮爾可憐？","Lí sī tsò m̄-tio̍h siannh, bô ná-tio̍h tsiah-ní khó-liân?",,
"Mar 16, 2019_166.wav","這茶無好，歹落喉。","Tse tê bô hó, pháinn lo̍h-âu.",,
"Mar 16, 2019_167.wav","伊出彼个價數拍歹行情。","I tshut hit ê kè-siàu phah-pháinn hâng-tsîng.",,
"Mar 16, 2019_168.wav","你是阿娟的後生呢（nih）？","Lí sī A-kuan ê hāu-senn--nih?",,
"Mar 16, 2019_169.wav","你毋敢矣呢（nih）？","Lí m̄ kánn--ah--nih?",,
"Mar 16, 2019_170.wav","三十歲以後就做仙矣--hiooh，毋免食飯--hiooh？","Sann-tsa̍p huè í-āu tō tsò-sian--ah--hiooh, m̄-bián tsia̍h-pn̄g--hiooh?",,
"Mar 16, 2019_171.wav","三十歲以後就做仙矣--siooh，毋免食飯--hiooh？","Sann-tsa̍p huè í-āu tō tsò-sian--ah--siooh, m̄-bián tsia̍h-pn̄g--hiooh?",,
"Mar 16, 2019_172.wav","欶空氣就飽矣呢（nih）？","Suh khong-khì tō pá--ah--nih?",,
"Mar 16, 2019_173.wav","哎喲喂閣新的--liooh！","Ai-iō-uê koh sin--ê--liooh!",,
"Mar 16, 2019_174.wav","莫去啦嘿（heh）。","Mài khì--lah--heh.",,
"Mar 16, 2019_175.wav","感恩hânn！","Kám-un hânn!",,
"Mar 16, 2019_176.wav","毋通逐工激屎面hânn。","M̄-thang ta̍k-kang kik sái-bīn hânn.",,
"Mar 16, 2019_177.wav","講台語曷免開錢啊。","Káng Tâi-gí a̍h bián khai-tsînn--ah.",,
"Mar 16, 2019_178.wav","醫生，阮老母的目睭看起來曷無按怎，會使免開刀無？","I-sing, gún lāu-bú ê ba̍k-tsiu khuànn--khí-lâi a̍h bô án-tsuánn, ē-sái bián khui-to--bô?",,
"Mar 16, 2019_179.wav","彼時曷無灶嘛無鼎，厝內是真散赤。","Hit-sî a̍h bô tsàu mā bô tiánn, tshù-lāi sī tsin sàn-tshiah.",,
"Mar 16, 2019_180.wav","彼時曷無灶佮鼎，厝內是真散赤。","Hit-sî a̍h bô tsàu kah tiánn, tshù-lāi sī tsin sàn-tshiah.",,
"Mar 16, 2019_181.wav","這馬曷著過年才有肉通好食？","Tsit-má a̍h-tio̍h kuè-nî tsiah ū bah thang hó tsia̍h?",,
"Mar 16, 2019_182.wav","本成是一个事實，曷需要我去辯解？","Pún-tsiânn sī tsi̍t ê sū-si̍t, a̍h su-iàu guá khì piān-kái?",,
"Mar 16, 2019_183.wav","慢且咧，你毋著先共功課寫了才去耍。","Bān-tshiánn--leh, lí m̄-tio̍h sing kā kong-khò siá-liáu tsiah khì sńg.",,
"Mar 16, 2019_184.wav","出車禍毋著緊叫救護車！","Tshut tshia-hō m̄-tio̍h kín kiò kiù-hōo-tshia!",,
"Mar 16, 2019_185.wav","今仔日毋免錢。","Kin-á-ji̍t m̄-bián tsînn.",,
"Mar 16, 2019_186.wav","毋免你家婆。","M̄-bián lí ke-pô.",,
"Mar 16, 2019_187.wav","我愛去抑免？毋免--hiooh？","Guá ài khì a̍h bián? M̄-bián--hiooh?",,
"Mar 16, 2019_188.wav","等無你，阮毋才先行。","Tán bô lí, gún m̄-tsiah sing kiânn.",,
"Mar 16, 2019_189.wav","較鹹毋才食會落。","Khah kiâm m̄-tsiah tsia̍h ē lo̍h.",,
"Mar 16, 2019_190.wav","彼間店滷肉飯傷細碗，食袂飽。","Hit king tiàm lóo-bah-pn̄g siunn sè uánn, tsia̍h bē pá.",,
"Mar 16, 2019_191.wav","伊食未飽，就趕緊欲出門。","I tsia̍h bē pá, tsiū kuánn-kín beh tshut-mn̂g.",,
"Mar 16, 2019_192.wav","煮甲遮腥臊著。","Tsú kah tsiah tshenn-tshau--tio̍h.",,
"Mar 16, 2019_193.wav","生甲遐爾媠著。","Senn kah hiah-nī suí--tio̍h.",,
"Mar 16, 2019_194.wav","旋甲遮爾緊著。","Suan kah tsiah-nī kín--tio̍h.",,
"Mar 16, 2019_195.wav","漩甲遮爾密著。","Suan kah tsiah-nī ba̍t--tio̍h.",,
"Mar 16, 2019_196.wav","雖然有拍折，毋過算算咧根本俗無偌濟。","Sui-jiân ū phah-tsiat, m̄-kò sǹg-sǹg--leh kin-pún sio̍k bô guā-tsē.",,
"Mar 16, 2019_197.wav","袂，你傷客氣啦。","Bē, lí siunn kheh-khì--lah.",,
"Mar 16, 2019_198.wav","袂，莫想傷濟。","Bē, mài siūnn siunn tsē.",,
"Mar 16, 2019_199.wav","會，我哺會贏。","Ē, guá pōo ē iânn.",,
"Mar 16, 2019_200.wav","會，明仔暗穩落雨的。","Ē, bîn-á-àm ún lo̍h-hōo--ê.",,
"Mar 16, 2019_201.wav","Hui̋-lú-muh（底片）咧曝咧洗。","Hui̋-lú-muh teh pha̍k teh sé.",,
"Mar 16, 2019_202.wav","你講我有像阿滿姨按呢惜in無?","Lí kóng guá ū tshiūnn A-muá-î án-ne sioh--in--bô?",,
"Mar 16, 2019_203.wav","佳哉in有阿姆你咧教咧惜。","Ka-tsài in ū a-ḿ lí teh kà leh sioh.",,
"Mar 16, 2019_204.wav","當月桃花的喙猶閣咧卯咧卯咧的時，山跤傳來一陣仔一陣的歌聲。","Tng gue̍h-thô-hue ê tshuì iáu-koh teh mauh--leh mauh--leh ê sî, suann-kha thuân-lâi tsi̍t-tsūn-á tsi̍t-tsūn ê kua-siann.",,
"Mar 16, 2019_205.wav","歌聲愈來愈倚近，聽khài親像是少年家的款.","Kua-siann lú lâi lú uá-kīn, thiann--khài tshin-tshiūnn sī siàu-liân-ke ê khuán.",,
"Mar 16, 2019_206.wav","這三个踮遐頭殼抓咧抓咧，想真久都想無。","Tse sann ê tiàm hia thâu-khak jiàu--leh jiàu--leh, siūnn tsin kú to siūnn-bô.",,
"Mar 16, 2019_207.wav","7、80年前的代誌，親像走馬燈咧遨咧踅。","Tshit, peh-tsa̍p nî tsîng ê tāi-tsì, tshin-tshiūnn tsáu-bé-ting teh gô teh se̍h.",,
"Mar 16, 2019_208.wav","你看，你到今一箍遛遛。","Lí khuànn, lí kàu-tann tsi̍t-khoo-liù-liù.",,
"Mar 16, 2019_209.wav","你看你到今一箍遛遛。","Lí khuànn lí kàu-tann tsi̍t-khoo-liù-liù.",,
"Mar 16, 2019_210.wav","你看我殕殕，我看你霧霧。","Lí khuànn guá phú-phú, guá khuànn lí bū-bū.",,
"Mar 16, 2019_211.wav","恁大嫂準若驚油煙，我來煮就會使。","Lín tuā-só tsún-nā kiann iû-ian, guá lâi tsú tō ē-saih.",,
"Mar 16, 2019_212.wav","毋是干焦用喝的叫逐家愛團結就會使。","M̄-sī kan-na iōng huah--ê kiò ta̍k-ke ài thuân-kiat tō ē-saih.",,
"Mar 16, 2019_213.wav","猶有汽水，傷濟糖。當然酒嘛袂使。","Iáu-ū khì-tsuí, siunn tsē thn̂g. Tong-jiân tsiú mā bē-saih.",,
"Mar 16, 2019_214.wav","最近有兩件社會新聞，予我閣感慨起來，無講袂使。","Tsuè-kīn ū nn̄g kiānn siā-huē sin-bûn, hōo guá koh kám-khài--khí-lâi, bô kóng bē-saih.",,
"Mar 16, 2019_215.wav","大川講：「好，我都猶咧想閣。」","Tāi-tshuan kóng: “hó, guá to iáu teh siūnn koh.“",,
"Mar 16, 2019_216.wav","我才無咧綴伊倯閣。","Guá tsiah bô teh tuè i sông koh.",,
"Mar 16, 2019_217.wav","都毋是咧神經閣。","To m̄ sī teh sîn-king koh.",,
"Mar 16, 2019_218.wav","家己落台了後煞講：「毋成猴，也佮人登台表演閣。」","Ka-kī lo̍h-tâi liáu-āu suah kóng: ""M̄-tsiânn-kâu, iā kah lâng ting-tâi piáu-ián koh.""",,
"Mar 16, 2019_219.wav","我驚去予厝邊兜加講話閣。","Guá kiann khì hōo tshù-pinn-tau ke-kóng-uē koh.",,
