Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
"Nov 3, 2018_22.wav",像你這款人竟然嘛會想著阮（gún#）。,Tshiūnn lí tsit khuán lâng kìng-jiân mā ē siūnn-tio̍h gún.,,
"Nov 3, 2018_23.wav",我影著阿媽出門矣。,Guá iánn-tio̍h a-má tshut-mn̂g--ah.,,
"Nov 3, 2018_24.wav",大兄夢著阿爸四界咧揣你（lí#）。,Tuā-hiann bāng-tio̍h a-pa sì-kè teh tshuē lí.,,
"Nov 3, 2018_25.wav",我夢著母--仔行來行去咧揣--你。,Guá bāng-tio̍h bú--á kiânn-lâi-kiânn-khì teh tshuē--lí.,,
"Nov 3, 2018_26.wav",人夢著有人攑刀仔按算刣--我。,Lâng bāng-tio̍h ū lâng gia̍h to-á àn-sǹg thâi--guá.,,
"Nov 3, 2018_27.wav",我夢著有人攑劍按算刣--人。,Guá bāng-tio̍h ū lâng gia̍h kiàm àn-sǹg thâi--lâng.,,
"Nov 3, 2018_28.wav",我抾--著的錢。,Guá khioh--tio̍h ê tsînn.,,
"Nov 3, 2018_29.wav",彼隻狗走--著真緊。,Hit tsiah káu tsáu--tio̍h tsin kín.,,
"Nov 3, 2018_30.wav",毋通寒--著。,M̄-thang kuânn--tio̍h.,,
"Nov 3, 2018_31.wav",神明桌是我硞--著--的。,Sîn-bîng-toh sī guá kho̍k--tio̍h--ê.,,
"Nov 3, 2018_32.wav",這空喙是去予割割--著--的。,Tse khang-tshuì sī khì hōo kuah-kuah--tio̍h--ê.,,
"Nov 3, 2018_33.wav",無細膩予阿木--仔看--著--的。,Bô-sè-jī hōo A-bo̍k--á khuànn--tio̍h--ê.,,
"Nov 3, 2018_34.wav",有，我有想--著。,"Ū, guá ū siūnn--tio̍h.",,
"Nov 3, 2018_35.wav",無呢，我無抾--著。,"Bô--neh, guá bô khioh--tio̍h.",,
"Nov 3, 2018_36.wav",無可能啦，哪有人娶袂著。,"Bô khó-lîng--lah, ná ū lâng tshuā bē tio̍h.",,
"Nov 3, 2018_37.wav",我對遐經過，無意中看著彼位頭家娘咧睏。,"Guá tuì hia king-kuè, bô-ì-tiong khuànn-tio̍h hit-uī thâu-ke-niû leh khùn.",,
"Nov 3, 2018_38.wav",我聽著你欲嫁矣的消息。,,,
"Nov 3, 2018_39.wav",我聽著你欲嫁矣。,Guá thiann-tio̍h kóng lí beh kè--ah?,,
"Nov 3, 2018_40.wav",阮牽的聽--著，歡喜甲喙仔裂獅獅。,"Gún khan--ê thiann--tio̍h, huann-hí kah tshuì-á li̍h-sai-sai.",,
"Nov 3, 2018_41.wav",阮牽的聽著歡喜甲喙仔裂獅獅。,Gún khan--ê thiann-tio̍h huann-hí kah tshuì-á li̍h-sai-sai.,,
"Nov 3, 2018_42.wav",彼本冊網路頂應該買有著。,Hit pún tsheh bāng-lōo-tíng ing-kai bé ū tio̍h.,,
"Nov 3, 2018_43.wav",真歹勢，買無著你欲愛的紅豆冰。,"Tsin pháinn-sè, bé bô tio̍h lí beh ài--ê âng-tāu-ping.",,
"Nov 3, 2018_44.wav",真歹勢，你欲愛的紅豆冰買無著。,"Tsin pháinn-sè, lí beh ài--ê âng-tāu-ping bé bô tio̍h.",,
"Nov 3, 2018_45.wav",愛相信家己（ka-kī）一定奅會著男朋友。,Ài siong-sìn ka-kī it-tīng phānn ē tio̍h lâm-pîng-iú.,,
"Nov 3, 2018_46.wav",彼个作者蓋出名，冊店攏買會著伊寫的冊。,"Hit ê tsok-tsiá kài tshut-miâ, tsheh-tiàm lóng bé ē tio̍h i siá ê tsheh.",,
"Nov 3, 2018_47.wav",彼張唱片已經買袂著矣，你才知銷路有偌好。,"Hit tiunn tshiùnn-phìnn í-king bé bē tio̍h--ah, lí tsiah tsai siau-lōo ū guā hó.",,
"Nov 3, 2018_48.wav",佳哉全部攏予我臆臆--著。,Ka-tsài tsuân-pōo lóng hōo guá ioh-ioh--tio̍h.,,
"Nov 3, 2018_49.wav",今年的清明無轉厝。,Kin-nî ê tshing-bîng bô tńg tshù.,,
"Nov 3, 2018_50.wav",阿萬仔轉去食喜酒。,A-bān--á tńg-khì tsia̍h hí-tsiú.,,
"Nov 3, 2018_51.wav",我會包菜尾轉--去。,Guá ē pau tshài-bué tńg--khì.,,
"Nov 3, 2018_52.wav",In講明年規年攏袂轉去花蓮(Hua-lian)。,In kóng mê-nî kui nî lóng buē tńg-khì Hua-lian.,,
"Nov 3, 2018_53.wav",你共這盒餅提轉去分人食。,Lí kā tsit a̍p piánn the̍h tńg-khì pūn lâng tsia̍h.,,
"Nov 3, 2018_54.wav",看覓有啥通買--轉-去。,Khuànn-māi ū siánn thang bé--tńg-khì.,,
"Nov 3, 2018_55.wav",看覓有啥通買轉--去。,Khuànn-māi ū siánn thang bé tńg--khì.,,
"Nov 3, 2018_56.wav",嘛看無啥通好紮轉--去。,Mā khuànn bô siánn thang hó tsah--tńg-khì.,,
"Nov 3, 2018_57.wav",趕緊共行李寄寄--轉-去。,Kuánn-kín kā hîng-lí kià-kià--tńg-khì.,,
"Nov 3, 2018_58.wav",兩个人自按呢褪褲lān走走--轉-去。,Nn̄g ê lâng tsū-àn-ne thǹg-khòo-lān tsáu-tsáu--tńg-khì.,,
"Nov 3, 2018_59.wav",阮轉來矣。,Gún tńg--lâi--ah.,,
"Nov 3, 2018_60.wav",你當時欲轉來拜拜？,Lí tang-sî beh tńg-lâi pài-pài?,,
"Nov 3, 2018_61.wav",多謝你替阮共阿寶揣--轉-來。,To-siā lí thè gún kā A-pó tshuē--tńg-lâi.,,
"Nov 3, 2018_62.wav",多謝你共阿寶鬥揣轉--來。,To-siā lí kā A-pó tàu tshuē tńg--lâi.,,
"Nov 3, 2018_63.wav",頭一个走--轉-來的人有獎品--喔！,Thâu tsi̍t ê tsáu-tńg-lâi ê lâng ū tsióng-phín--ooh!,,
"Nov 3, 2018_64.wav",先走轉--來的人才有通食--喔！,Sing tsáu tńg--lâi ê lâng tsiah ū thang tsia̍h--ooh!,,
"Nov 3, 2018_65.wav",多謝你（lí#），替阮共阿達揣倒-轉--來。,"To-siā lí, thè gún kā A-ta̍t tshuē tò-tńg--lâi.",,
"Nov 3, 2018_66.wav",我欲共菜先買買--轉來才去睏。,Guá beh kā tshài sing bé-bé--tńg-lâi tsiah khì khùn.,,
"Nov 3, 2018_67.wav",這項菜真落飯。,Tsit hāng tshài tsin lo̍h-pn̄g.,,
"Nov 3, 2018_68.wav",落肥傷重顛倒會傷著根。,Lo̍h-puî siunn tāng thian-tó ē siong-tio̍h kin.,,
"Nov 3, 2018_69.wav",日頭落海。,Ji̍t-thâu lo̍h-hái.,,
"Nov 3, 2018_70.wav",緊lue̋（落去）山跤喝救人。,Kín lue̋ suann-kha huah kiù-lâng.,,
"Nov 3, 2018_71.wav",這聲害矣，竟然對樓尾頂跋--落。,"Tsit-siann hāi--ah, kìng-jiân tuì lâu-bué-tíng pua̍h--lo̍h.",,
"Nov 3, 2018_72.wav",規个面消--落-去，著加食--一-寡-仔。,"Kui ê bīn siau--lo̍h-khì, tio̍h ke tsia̍h--tsi̍t-kuá-á.",,
"Nov 3, 2018_73.wav",山頂無地停，愛駛落去山跤揣位。,"Suann-tíng bô tè thîng, ài sái lo̍h-khì suann-kha tshuē uī.",,
"Nov 3, 2018_74.wav",做伙行行--落-去。,Tsò-hué kiânn-kiânn--lo̍h-khì.,,
"Nov 3, 2018_75.wav",這種錢你開會落去喔？,Tsit tsióng tsînn lí khai ē lo̍h--khì--ooh?,,
"Nov 3, 2018_76.wav",這口氣恁爸我吞袂落--去。,Tsit kháu khuì lín-pē guá thun bē lo̍h--khì.,,
"Nov 3, 2018_77.wav",替我共梯搬--落-來好無？,Thè guá kā thui puann--lo̍h-lâi hó--bô?,,
"Nov 3, 2018_78.wav",學人按怎共稻仔割--落-來。,O̍h lâng án-tsuánn kā tiū-á kuah--lo̍h-lâi.,,
"Nov 3, 2018_79.wav",阿亭，緊lua̋i（落來）食飯啦！啊攏叫袂luaih（落來）是le？,"A-tîng, kín lua̋i tsia̍h-pn̄g--lah! Ah lóng kiò bē luaih sī le?",,
"Nov 3, 2018_80.wav",敢跳--落-來--的才叫好膽。,Kánn thiàu--lo̍h-lâi--ê tsiah kiò hó-tánn.,,
"Nov 3, 2018_81.wav",替我共拜過的提提--落-來。,Thè guá kā pài-kuè--ê the̍h-the̍h--lo̍h-lâi.,,
"Nov 3, 2018_82.wav",出日頭矣！,Tshut-ji̍t-thâu--ah!,,
"Nov 3, 2018_83.wav",先請伊出--去。,Sing tshiánn i tshut--khì.,,
"Nov 3, 2018_84.wav",你先行出去等計程仔。,Lí sing kiânn tshut-khì tán kè-tîng-á.,,
"Nov 3, 2018_85.wav",你先行出去等計程仔。,Lí sing kiânn tshut-khì tán kè-tîng-á.,,
"Nov 3, 2018_86.wav",歹人共錢運出去國外。,Pháinn-lâng kā tsînn ūn tshut-khì kok-guā.,,
"Nov 3, 2018_87.wav",飯共我捀出去飯廳食。,Pn̄g kā guá phâng tshut-khì pn̄g-thiann tsia̍h.,,
"Nov 3, 2018_88.wav",全部攏搬搬--出去。,Tsuân-pōo lóng puann-puann--tshut-khì.,,
"Nov 3, 2018_89.wav",伊飛--出來。,I pue--tshut-lâi.,,
"Nov 3, 2018_90.wav",伊欲跳--出來共人嚇驚。,I beh thiàu--tshut-lâi kā lâng heh-kiann.,,
"Nov 3, 2018_91.wav",鬥陣共衫挔出來洗。,Tàu-tīn kā sann hiannh tshut-lâi sé.,,
"Nov 3, 2018_92.wav",共被單挔出來曝曝--咧。,Kā phē-tuann hiannh tshut-lâi pha̍k-pha̍k--leh.,,
"Nov 3, 2018_93.wav",我行出來看才注意車已經走矣。,Guá kiânn tshut-lâi khuànn tsiah tsù-ì tshia í-king tsáu--ah.,,
"Nov 3, 2018_94.wav",我聽著聲趕--出來的時陣，車早就走矣。,"Guá thiann-tio̍h siann kuánn--tshut-lâi ê sî-tsūn, tshia tsá tō tsáu--ah.",,
"Nov 3, 2018_95.wav",全部反反--出來。,Tsuân-pōo píng-píng--tshut-lâi.,,
"Nov 3, 2018_96.wav",攏總共搤搤出來。,Lóng-tsóng kā iah-iah--tshut-lâi.,,
"Nov 3, 2018_97.wav",攏總共掖掖--出來。,Lóng-tsóng kā iā-iā--tshut-lâi.,,
"Nov 3, 2018_98.wav",規罐攏共倒倒--出來。,Kui kuàn lóng kā tó-tó-tshut-lâi.,,
"Nov 3, 2018_99.wav",我物件做會出--來。,Guá mi̍h-kiānn tsò ē tshut--lâi.,,
"Nov 3, 2018_100.wav",物件我趕會出--來。,Mi̍h-kiānn guá tsò ē tshut--lâi.,,
"Nov 3, 2018_101.wav",我看袂出--來我寫的作文是佗一點無好。,Guá khuànn bē tshut--lâi guá siá ê tsok-bûn sī tó tsi̍t tiám bô hó.,,
"Nov 3, 2018_102.wav",我字攏寫袂出--來，敢講無水矣？,"Guá jī lóng siá bē tshut--lâi, kám-kóng bô tsuí--ah?",,
"Nov 3, 2018_103.wav",我差一點仔認袂出--來你是阿火--仔in囝。,Guá tsha tsi̍t-tiám-á jīn bē tshut--lâi lí sī A-hué--á in kiánn.,,
"Nov 3, 2018_104.wav",你門無先開，輪椅捒袂出--來。,"Lí mn̂g bô sing khui, lûn-í sak bē tshut--lâi.",,
"Nov 3, 2018_105.wav",你先共門開--開，輪椅毋才捒會出來客廳。,"Lí sing-kā mn̂g khui--khui, lûn-í m̄-tsiah sak ē tshut-lâi kheh-thiann.",,
"Nov 3, 2018_106.wav",為著前途，盤山閣過嶺。,"Uī-tio̍h tsiân-tôo, puânn-suann koh kuè-niá.",,
"Nov 3, 2018_107.wav",我人這馬氣喘袂過，等--我--一下。,"Guá lâng tsit-má khuì tshuán bē kuè, tán--guá--tsi̍t-ē.",,
"Nov 3, 2018_108.wav",麻煩伊騎--過-來共我載好--無？,Mâ-huân i khiâ--kuè-lâi kā guá tsài hó--bô?,,
"Nov 3, 2018_109.wav",無我叫伊順紲斡過來載--你？,Bô guá kiò i sūn-suà uat kuè-lâi tsài--lí?,,
"Nov 3, 2018_110.wav",坐佇面頂幌過來幌過去，真歡喜。,"Tsē tī bīn-tíng hàinn-kuè-lâi hàinn-kuè-khì, tsin huann-hí.",,
"Nov 3, 2018_111.wav",有胡蠅佇門跤口踅過來閣踅過去。,Ū hôo-sîn tī mn̂g-kha-kháu se̍h kuè-lâi koh se̍h kuè-khì.,,
"Nov 3, 2018_112.wav",A-niâ-ueh，後個月水電同齊起價。,"A-niâ-ueh, āu kòo gue̍h tsuí tiān tâng-tsê khí-kè.",,
"Nov 3, 2018_113.wav",閣咧起性地，活欲惱--死。,"Koh leh khí sìng-tē, ua̍h-beh lóo--sí.",,
"Nov 3, 2018_114.wav",厝買會起買袂起攏好，只要咱永遠袂分開就好。,"Tshù bé ē khí bé bē khí lóng hó, tsí-iàu lán íng-uán bē pun-khui tō hó.",,
"Nov 3, 2018_115.wav",伊看--起-來真嬈--呢。,I khuànn--khí-lâi tsin hiâu--neh.,,
"Nov 3, 2018_116.wav",我的面紅甲看--起-來若像lìn-gòo。,Guá ê bīn âng kah khuànn--khí-lâi ná-tshiūnn lìn-gòo.,,
"Nov 3, 2018_117.wav",兩爿的講法對袂起--來。,Nn̄g-pîng ê kóng-huat tuì bē khí--lâi.,,
"Nov 3, 2018_118.wav",你起來拭--一-下。,Lí khí-lâi tshit--tsi̍t-ē.,,
"Nov 3, 2018_119.wav",我起--來（khit--lâi） 矣。,Guá khit--lâi--ah.,,
"Nov 3, 2018_120.wav",起來食飯--無？,Khí-lâi tsia̍h-pn̄g--bô?,,
"Nov 3, 2018_121.wav",佮伊同入花園。,Kah i tông ji̍p hue-hn̂g.,,
"Nov 3, 2018_122.wav",一拜天地，二拜高堂，夫妻對拜，送入洞房。,"It pài thinn-tē, jī pài ko-tông, hu-tshe tuì pài, sàng-ji̍p tōng-pông.",,
"Nov 3, 2018_123.wav",叫恁的人共珠寶全部囥--入-去。,Kiò lín ê lâng kā tsu-pó tsuân-pōo khǹg--ji̍p-khì.,,
"Nov 3, 2018_124.wav",跋--入-去的人攏死矣。,Pua̍h--ji̍p-khì ê lâng lóng sí--ah.,,
"Nov 3, 2018_125.wav",坐倚--來免客氣。,Tsē uá--lâi bián kheh-khì.,,
"Nov 3, 2018_126.wav",鉛線去予啥人（siáng）鉸鉸--斷-去。,Iân-suànn khì hōo siáng ka-ka--tn̄g-khì.,,
"Nov 3, 2018_127.wav",啥人過身--去？,Siánn-lâng kuè-sin--khì?,,
"Nov 3, 2018_128.wav",叫阿好姨莫過--去--矣。,Kiò A-hó-î mài kuè--khì--ah.,,
"Nov 3, 2018_129.wav",緊來--去。,Kín lâi--khì.,,
"Nov 3, 2018_130.wav",來去阮(guán)兜。,Lâi-khì guán tau.,,
"Nov 3, 2018_131.wav",La̋i唱歌。,La̋i tshiùnn-kua.,,
"Nov 3, 2018_132.wav",趕來去電影院。,Kuánn lâi-khì tiān-iánn-īnn.,,
"Nov 3, 2018_133.wav",行來去外口那食那講。,Kiânn lâi-khì guā-kháu ná tsia̍h ná kóng.,,
"Nov 3, 2018_134.wav",行，來去外口那食那講。,"Kiânn, lâi-khì guā-kháu ná tsia̍h ná kóng.",,
"Nov 3, 2018_135 .wav",逐工透早共便當捾來去賣。,Ta̍k kang thàu-tsá kā piān-tong kuānn lâi-khì bē.,,
"Nov 3, 2018_136.wav",我會共阿公tshuā來去菜市仔。,Guá ē kā a-kong tshuā lâi-khì tshài-tshī-á.,,
"Nov 3, 2018_137.wav",這時間好來入--去。,Tse sî-kan hó lâi ji̍p--khì.,,
"Nov 3, 2018_138.wav",等轉--去才閣講。,Tán tńg--khì tsiah-koh kóng.,,
"Nov 3, 2018_139.wav",有人倚--來。,Ū lâng uá--lâi.,,
"Nov 3, 2018_140.wav",驚有siáng走來偷提我的錢包仔。,Kiann ū siáng tsáu-lâi thau-the̍h guá ê tsînn-pau-á.,,
"Nov 3, 2018_141.wav",想來想去猶是你對我上好。,Siūnn-lâi-siūnn-khì iáu-sī lí tuì guá siōng hó.,,
"Nov 3, 2018_142.wav",加一碗米糕出--來。,Ke tsi̍t uánn bí-ko tshut--lâi.,,
"Nov 3, 2018_143.wav",出--來。,Tshut--lâi.,,
"Nov 3, 2018_144.wav",出--去。,Tshut--khì.,,
"Nov 3, 2018_145.wav",起--去（Khit--lì）。,Khit--lì.,,
"Nov 3, 2018_146.wav",入--來（jip--lâi）。,jip--lâi.,,
"Nov 3, 2018_147.wav",落--來（loh--lâi）。,loh--lâi.,,
"Nov 3, 2018_148.wav",時間到矣，通好落去歇睏。,"Sî-kan kàu--ah, thang hó lo̍h-khì hioh-khùn.",,
"Nov 3, 2018_149.wav",你信毋信你若閣應喙應舌，恁爸會隨共你tainn--落-去（lueh）？,"Lí sìn m̄ sìn lí nā koh ìn-tshuì-ìn-tsi̍h, lín-pē ē suî kā lí tainn--lueh?",,
"Nov 3, 2018_150.wav",恁祖媽若共你㧌lue̋（落去）㧌甲烏青你就會曉矣。,Lín tsóo-má nā kā lí mau lue̋ mau kah oo-tshenn lí tō ē-hiáu--ah.,,
"Nov 3, 2018_151.wav",你隨我落來海--裡。,Lí suî guá lo̍h-lâi hái--lí.,,
"Nov 3, 2018_152.wav",活欲枵--死。,Ua̍h-beh iau--sí.,,
"Nov 3, 2018_153.wav",驚--死。,Kiann--sí.,,
"Nov 3, 2018_154.wav",真正有影是氣死人。,Tsin-tsiànn ū-iánn sī khì-sí lâng.,,
"Nov 3, 2018_155.wav",直直拼暝工，欲予這陣人tsőng忝死才甘願呢？,"Ti̍t-ti̍t phing-mê-kang, beh hōo tsit tīn lâng tsőng thiám--sí tsiah kam-guān--nih?",,
"Nov 3, 2018_156.wav",直直拼暝工，欲予這陣人總忝死才甘願呢？,"Ti̍t-ti̍t phing-mê-kang, beh hōo tsit tīn lâng tsóng thiám--sí tsiah kam-guān--nih?",,
"Nov 3, 2018_157.wav",拍斷手骨顛倒勇。,Phah-tn̄g tshiú-kut tian-tò ióng.,,
"Nov 3, 2018_158.wav",門拍--開。,Mn̂g phah--khui.,,
"Nov 3, 2018_159.wav",共蓋鬥掀掀--開。,Kā kuà tàu hian-hian--khui.,,
"Nov 3, 2018_160.wav",布全掀開--開。,Pòo tsuân hian khui--khui.,,
"Nov 3, 2018_161.wav",我共電火開--開。,Guá kā tiān-hué khui--khui.,,
"Nov 3, 2018_162.wav",看電視看甲喙開開。,Khuànn tiān-sī khuànn kah tshuì khui-khui.,,
"Nov 3, 2018_163.wav",水捙--倒矣。,Tsuí tshia--tò--ah.,,
"Nov 3, 2018_164.wav",水捙倒捙甲規桌頂矣啦你。,Tsuí tshia-tó tshia kah kui toh-tíng--ah--lah lí.,,
"Nov 3, 2018_165.wav",湯hue5-hue5--倒。,Tng huê-huê--tó.,,
"Nov 3, 2018_166.wav",加食--兩-碗-仔。,Ke tsia̍h--nn̄g-uánn-á.,,
"Nov 3, 2018_167.wav",酒予我閣啉--幾-杯-仔好--無？,Tsiú hōo guá koh lim--kuí-pue-á hó--bô?,,
"Nov 3, 2018_168.wav",彼人欲愛的呢，為啥物共擲掉？,"Hit lâng beh ài--ê--neh, uī siánn-mi̍h kā tàn-tiāu?",,
"Nov 3, 2018_169.wav",彼人欲愛的呢，為啥物共擲掉？,"Hit lâng beh ài--ê--neh, uī siánn-mih kā tàn-tiāu?",,
"Nov 3, 2018_170.wav",人早就收擔轉厝矣，阮煞一份攏賣袂掉。,"Lâng tsá tō siu-tànn tńg tshù--ah, gún suah tsi̍t hūn lóng bē buē tiāu.",,
"Nov 3, 2018_171.wav",害去的電火球總抨抨掉無要緊。,Hāi--khì ê tiān-hué-kiû tsóng phiann-phiann-tiāu bô iàu-kín.,,
