Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
"Sep 15, 2018 01_37.wav",伊佮Iran發展關係是真好膽的步數。,i kah Iran huat-tián kuan-hē sī tsin hó-tánn ê pōo-sòo.,,
"Sep 15, 2018 01_38.wav",Stephens嘛毋是完全咧替Obama辯護。,Stephens mā m̄ sī uân-tsuân teh thè Obama piān-hōo.,,
"Sep 15, 2018 01_38.wav",伊認為，,"I jīn-uî,",,
"Sep 15, 2018 01_38.wav",對Obama的批判內底，,"tuì Obama ê phue-phuànn lāi-té,",,
"Sep 15, 2018 01_38.wav",有部分道理的，,"ū pōo-hūn tō-lí--ê,",,
"Sep 15, 2018 01_38.wav",是講伊為著結束前總統George W. Bush留落來的兩場戰爭，,"sī kóng i uī-tio̍h kiat-sok tsîng tsóng-thóng George W. Bush lâu--lo̍h-lâi ê nn̄g tiûnn tsiàn-tsing,",,
"Sep 15, 2018 01_38.wav",Iraq佮Afghanistan，,"Iraq kah Afghanistan,",,
"Sep 15, 2018 01_38.wav",煞佇其他所在傷過細膩。,suah tī kî-thann sóo-tsāi siunn kuè sè-jī.,,
"Sep 15, 2018 01_39.wav",這予全世界的盟邦佮敵人看在眼內，,"Tse hōo tsuân sè-kài ê bîng-pang kah ti̍k-jîn khuànn tsāi gán-lāi,",,
"Sep 15, 2018 01_39.wav",有不利的影響。,ū put-lī ê íng-hióng.,,
"Sep 15, 2018 01_40.wav",舉例來講，,"Kí-lē lâi kóng,",,
"Sep 15, 2018 01_40.wav",Syria政府一直用化學武器攻擊老百姓，,"Syria tsìng-hú it-ti̍t iōng huà-ha̍k bú-khì kong-kik láu-peh-sènn,",,
"Sep 15, 2018 01_40.wav",早就迒過Obama的紅線，,"tsá tō hānn-kuè Obama ê âng-suànn,",,
"Sep 15, 2018 01_40.wav",毋過美國攏無實際行動。,m̄-koh Bí-kok lóng bô si̍t-tsè hîng-tōng.,,
"Sep 15, 2018 01_40.wav",中國佇東海佮南海直直出招，,"Tiong-kok tī Tang-hái kah Lâm-hái ti̍t-ti̍t tshut-tsiau,",,
"Sep 15, 2018 01_40.wav",就是估算美國想欲避免衝突。,tō sī kóo-sǹg Bí-kok siūnn-beh pī-bián tshiong-tu̍t.,,
"Sep 15, 2018 01_41.wav",佇結論，,"Tī kiat-lūn,",,
"Sep 15, 2018 01_41.wav",作者講，,"tsok-tsiá kóng,",,
"Sep 15, 2018 01_41.wav",Obama的優點是伊注重使用經濟佮外交的力量，,"Obama ê iu-tiám sī i tsù-tiōng sú-iōng king-tsè kah guā-kau ê li̍k-liōng,",,
"Sep 15, 2018 01_41.wav",透過種種的多國聯盟，,"thàu-kuè tsióng-tsióng ê to kok liân-bîng,",,
"Sep 15, 2018 01_41.wav",來發揮美國的影響力。,lâi huat-hui Bí-kok ê íng-hióng-li̍k.,,
"Sep 15, 2018 01_42.wav",缺點是伊有當時仔閣傷過限制使用美國的力量。,Khuat-tiám sī i ū-tang-sî-á koh siunn kuè hān-tsè sú-iōng Bí-kok ê li̍k-liōng.,,
"Sep 15, 2018 01_42.wav",現此時美國需要的，,"Hiān-tshú-sî Bí-kok su-iàu--ê,",,
"Sep 15, 2018 01_42.wav",是佇企圖心佮現實主義中間揣著平衡，,"sī tī khì-tôo-sim kah hiān-si̍t tsú-gī tiong-kan tshuē-tio̍h pîng-hîng,",,
"Sep 15, 2018 01_42.wav",發展出一套原則清楚閣會當執行的大戰略。,huat-tián-tshut tsi̍t thò guân-tsik tshing-tshó koh ē-tàng tsip-hîng ê tuā tsiàn-lio̍k.,,
