Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
"Sep 15, 2018 01_11.wav",閣幾若擺唱聲欲使用核子武器。,koh kuí-nā pái tshiàng-siann beh sú-iōng hi̍k-tsú bú-khì.,,
"Sep 15, 2018 01_12.wav",分析家講，,"Hun-sik-ka kóng,",,
"Sep 15, 2018 01_12.wav",目前，,"bo̍k-tsîng,",,
"Sep 15, 2018 01_12.wav",發生核子戰爭的風險，,"huat-sing hi̍k-tsú tsiàn-tsing ê hong-hiám,",,
"Sep 15, 2018 01_12.wav",已經來到自一九六二年Cuba飛彈危機以來上懸的程度。,í-king lâi-kàu tsū it kiú lio̍k jī nî Cuba hui-tuânn guî-ki í-lâi siōng kuân ê thîng-tōo.,,
"Sep 15, 2018 01_13.wav",Putin激化對抗的目的，,"Putin kik-huà tuì-khòng ê bo̍k-ti̍k,",,
"Sep 15, 2018 01_13.wav",其實是保證伊家己掌握國家的權力。,kî-si̍t sī pó-tsìng i ka-kī tsiáng-ak kok-ka ê khuân-li̍k.,,
"Sep 15, 2018 01_14.wav",Putin激化對抗的目的，,"Putin kik-huà tuì-khòng ê bo̍k-ti̍k,",,
"Sep 15, 2018 01_14.wav",其實是保證伊家己掌握國家的權力。,kî-si̍t sī pó-tsìng i ka-kī tsiáng-ak kok-ka ê khuân-li̍k.,,
"Sep 15, 2018 01_15.wav",分析家講，,"Hun-sik-ka kóng,",,
"Sep 15, 2018 01_15.wav",前幾年以來，,"tsîng kuí nî í-lâi,",,
"Sep 15, 2018 01_15.wav",Russia國內中產階級不滿Putin所𤆬領的統治集團，,"Russia kok-lāi tiong-sán kai-kip put-muá Putin sóo tshuā-niá ê thóng-tī tsi̍p-thuân,",,
"Sep 15, 2018 01_15.wav",要求較好的社會政策，,"iau-kiû khah hó ê siā-huē tsìng-tshik,",,
"Sep 15, 2018 01_16.wav",in的不滿閣佮來自散食的庄跤的不滿會合，,"in ê put-muá koh kah lâi-tsū sàn-tsiah ê tsng-kha ê put-muá huē-ha̍p,",,
"Sep 15, 2018 01_16.wav",對社會穩定造成挑戰。,tuì siā-huē ún-tīng tsō-sîng thiáu-tsiàn.,,
"Sep 15, 2018 01_17.wav",Ukraine危機發生了後，,"Ukraine guî-ki huat-sing liáu-āu,",,
"Sep 15, 2018 01_17.wav",Russia舊年三月併吞Crimea半島，,"Russia kū-nî 3 gue̍h pìng-thun Crimea puàn-tó,",,
"Sep 15, 2018 01_17.wav",升高國族主義，,"sing-ko kok-tso̍k tsú-gī,",,
"Sep 15, 2018 01_18.wav",成功來壓制國內原本的不滿，,"sîng-kong lâi ap-tsè kok-lāi guân-pún ê put-muá,",,
"Sep 15, 2018 01_18.wav",加強Putin統治的合法性。,ka-kiông Putin thóng-tī ê ha̍p-huat-sìng.,,
"Sep 15, 2018 01_20.wav",Russia若是真正佮西方開戰，,"Russia nā-sī tsin-tsiànn kah se-hong khai-tsiàn,",,
"Sep 15, 2018 01_20.wav",嘛會真食力，,"mā ē tsin tsia̍h-la̍t,",,
"Sep 15, 2018 01_21.wav",毋過伊用威嚇的方式，,"m̄-koh i īng ui-hik ê hong-sik,",,
"Sep 15, 2018 01_21.wav",只要西方有表現出任何弱點，,"tsí-iàu se-hong ū piáu-hiān tshut jīm-hô jio̍k-tiám,",,
"Sep 15, 2018 01_21.wav",對伊來講攏是一種勝利。,tuì i lâi kóng lóng sī tsi̍t tsiòng sìng-lī.,,
"Sep 15, 2018 01_22.wav",這種情形下，,"Tsit tsióng tsîng-hîng hā,",,
"Sep 15, 2018 01_22.wav",Ukraine的戰事，,"Ukraine ê tsiàn-sū,",,
"Sep 15, 2018 01_22.wav",以及Russia佮西方之間的對抗，,"í-ki̍p Russia kah se-hong tsi-kan ê tuì-khòng,",,
"Sep 15, 2018 01_22.wav",若是繼續，,"nā-sī kè-sio̍k,",,
"Sep 15, 2018 01_22.wav",就對Putin佇國內的聲望較有利。,tō tuì Putin tī kok-lāi ê sing-bōng khah iú-lī.,,
"Sep 15, 2018 01_23.wav",毋過，,"M̄-kò,",,
"Sep 15, 2018 01_23.wav",Putin政權這款做法，,"Putin tsìng-khuân tsit khuán tsò-huat,",,
"Sep 15, 2018 01_23.wav",就敢若吸麻藥仝款，,"tō kánn-ná suh bâ-io̍h kāng-khuán,",,
"Sep 15, 2018 01_23.wav",過量會無法度收煞。,kuè-liōng ē bô-huat-tōo siu-suah.,,
"Sep 15, 2018 01_24.wav",無定有一工，,"Bô-tiānn ū tsi̍t kang,",,
"Sep 15, 2018 01_24.wav",國內的不滿，,"kok-lāi ê put-muá,",,
"Sep 15, 2018 01_24.wav",會閣共目標對國外轉倒轉來Putin身上，,"ē koh kā bo̍k-piau uì kok-guā tsuán tò-tńg-lâi Putin sin-siōng,",,
"Sep 15, 2018 01_24.wav",因為政府宣傳之下的美國的負面的印象，,"in-uī tsìng-hú suan-thuân tsi-hā ê Bí-kok ê hū-bīn ê ìn-siōng,",,
"Sep 15, 2018 01_24.wav",拄好就反映Russia的現實。,tú-hó tō huán-ìng Russia ê hiān-si̍t.,,
